Date,Hours,NO1 > NO2,NO2 > NO1,NO1 > SE3,SE3 > NO1,NO4 > SE2,SE2 > NO4,SE2 > NO3,NO3 > SE2,NO2 > DK1,DK1 > NO2,NO3 > NO4,NO4 > NO3,NO4 > SE1,SE1 > NO4,NO1 > NO3,NO3 > NO1,NO1 > NO5,NO5 > NO1,NO5 > NO2,NO2 > NO5
02-01-2014,09 - 10,0,1311,0,0,"0,2",0,"401,8",0,0,"213,3",0,"431,7","403,2",0,50,0,0,1913,0,0
02-01-2014,10 - 11,0,"1185,6","24,1",0,"0,1",0,185,0,"0,1",0,0,"682,1","209,3",0,50,0,0,"2120,5",0,0
02-01-2014,11 - 12,0,"1295,7","372,3",0,"55,6",0,0,0,0,0,0,"830,5","67,9",0,0,0,0,"2278,9",0,0
02-01-2014,12 - 13,0,"1285,6","314,3",0,0,0,"30,1",0,0,0,0,"800,4",124,0,0,0,0,"2226,6",0,0
02-01-2014,13 - 14,0,"1288,3","377,3",0,"65,6",0,"0,1",0,35,0,0,"798,2","79,2",0,0,0,0,"2269,6",0,0
02-01-2014,14 - 15,0,"1238,9","372,1",0,150,0,0,"33,2","117,4",0,0,"776,5","41,8",0,0,0,0,"2329,7",0,0
02-01-2014,15 - 16,0,"1206,8","473,2",0,150,0,0,"161,9","244,7",0,0,900,"16,6",0,0,0,0,"2553,1",0,0
02-01-2014,16 - 17,0,"1122,1","845,9",0,150,0,0,187,"456,8",0,0,900,"254,1",0,0,0,0,"3038,4",0,0
02-01-2014,17 - 18,0,"671,7","677,2",0,150,0,0,"286,1","952,1",0,0,900,"319,9",0,0,0,0,"3258,5",0,0
02-01-2014,18 - 19,0,"742,3","550,9",0,150,0,0,"253,6","898,8",0,0,900,"285,4",0,0,0,0,"2974,8",0,0
02-01-2014,19 - 20,0,791,"392,4",0,150,0,0,"224,3","816,2",0,0,900,"126,7",0,0,0,0,2609,0,"0,1"
02-01-2014,20 - 21,0,835,"168,7",0,150,0,0,"72,6","716,7",0,0,"812,8","75,6",0,0,0,0,"2216,4",0,0
02-01-2014,21 - 22,0,"909,2","238,4",0,"0,2",0,"383,2",0,"514,3",0,0,"422,2","455,9",0,0,0,0,"2134,8",0,0
02-01-2014,22 - 23,0,"809,1","210,2",0,0,0,"636,6",0,"336,2",0,0,"226,2","649,6",0,0,0,0,"2073,2",0,0
02-01-2014,23 - 00,0,"751,7",0,0,"0,3",0,"673,2",0,59,0,0,"201,3","538,3",0,0,0,0,"1694,8",0,0
03-01-2014,00 - 01,0,"208,1",0,1165,0,0,1000,0,0,541,0,"34,5","336,4",0,250,0,0,"1039,9",0,0
03-01-2014,01 - 02,0,"627,3",0,1059,0,"0,1",1000,0,0,950,0,"163,6","62,8",0,250,0,0,"613,8",0,0
03-01-2014,02 - 03,0,"847,7",0,996,0,13,1000,0,0,950,0,"180,9",0,0,250,0,0,"415,3",0,0
03-01-2014,03 - 04,0,"796,1",0,"1056,3",0,0,1000,0,0,950,0,"181,4","15,9",0,250,0,0,"368,6",0,"0,1"
03-01-2014,04 - 05,0,"931,9",0,"821,8",0,"0,1",1000,0,0,950,0,"175,5","71,6",0,250,0,0,"490,4",0,0
03-01-2014,05 - 06,0,"1126,8",0,"477,9",0,"0,2",1000,0,0,950,0,86,"293,9",0,250,0,0,"790,7",0,0
03-01-2014,06 - 07,0,"1326,8",0,222,0,0,"901,9",0,0,"600,1",0,0,"530,2",0,150,0,0,"1183,5",0,0
03-01-2014,07 - 08,0,"1635,3","699,5",0,0,0,"124,2",0,0,0,0,"611,3","357,5",0,50,0,0,2151,0,0
03-01-2014,08 - 09,0,1490,"1013,4",0,150,0,0,"293,2","31,6",0,0,900,"50,5",0,50,0,0,"2558,4",0,0
03-01-2014,09 - 10,0,1509,"1005,3",0,150,0,0,"275,7",0,0,0,900,"9,3",0,50,0,0,"2544,9",0,0
03-01-2014,10 - 11,0,"1370,8","596,9",0,150,0,0,"117,6","0,1",0,0,"773,1","32,6",0,50,0,0,"2337,3",0,0
03-01-2014,11 - 12,0,"1362,1","480,2",0,150,0,0,"46,8","0,2",0,0,"729,1","40,1",0,50,0,0,"2304,8",0,0
03-01-2014,12 - 13,0,"1485,5","423,2",0,"23,6",0,0,0,0,"147,9",0,"714,7","168,9",0,50,0,0,"2115,5",0,0
03-01-2014,13 - 14,0,"1548,3","333,4",0,"0,1",0,80,0,0,"265,7",0,"633,7","261,1",0,50,0,0,"1980,7",0,0
03-01-2014,14 - 15,0,1481,"84,3",0,0,0,"336,3",0,0,"256,6",0,"441,2","406,3",0,50,0,0,"1826,5",0,0
03-01-2014,15 - 16,0,"1501,4",6,0,"0,1",0,"341,6",0,0,"307,9",0,"439,5","421,5",0,50,0,0,"1772,3",0,0
03-01-2014,16 - 17,0,"1537,8","379,6",0,150,0,0,"110,5",0,229,0,"761,7","82,6",0,50,0,0,"2156,4",0,0
03-01-2014,17 - 18,0,"1468,8","648,9",0,150,0,0,"406,4",0,"96,6",0,900,"83,5",0,50,0,0,"2330,9",0,0
03-01-2014,18 - 19,0,"1575,7","555,6",0,150,0,0,165,0,"242,8",0,"729,1","142,2",0,50,0,0,"2121,4",0,0
03-01-2014,19 - 20,0,"1668,4","370,6",0,0,0,"211,7",0,0,"426,3",0,"427,9","475,2",0,50,0,0,"1703,3",0,0
03-01-2014,20 - 21,0,"1549,7",0,0,"0,1",0,"748,6",0,0,"876,3",0,"63,1",650,0,50,0,0,"1345,3",0,0
03-01-2014,21 - 22,0,599,0,"1079,6",0,0,1000,0,0,950,0,"90,4","317,3",0,50,0,0,"1047,4",0,0
03-01-2014,22 - 23,0,"225,3",0,"1214,3",0,0,1000,0,0,950,0,"126,3","345,8",0,50,0,0,"1085,4",0,0
03-01-2014,23 - 00,0,"41,9",0,1196,"0,1",0,1000,0,0,950,0,"340,6","36,2",0,50,0,0,"1101,2",0,0
04-01-2014,00 - 01,0,"628,1",0,1157,0,"0,2",1000,0,0,950,0,"103,4","225,4",0,250,0,0,"642,4",0,0
04-01-2014,01 - 02,0,"688,7",0,1176,0,"19,3",1000,0,0,950,0,"224,6","0,1",0,250,0,0,"439,6",0,0
04-01-2014,02 - 03,0,"753,3",0,1109,0,"24,3",1000,0,0,950,0,"207,7","0,1",0,250,0,0,"346,9",0,0
04-01-2014,03 - 04,0,"843,6",0,1053,0,"47,6",1000,0,0,950,0,"219,2",0,0,250,0,0,"242,2",0,0
04-01-2014,04 - 05,0,"863,8",0,1000,0,18,1000,0,0,950,0,"225,3","0,2",0,250,0,0,"267,1",0,0
04-01-2014,05 - 06,0,"769,1",0,995,0,0,1000,0,0,950,0,"200,5",81,0,250,0,0,"412,2",0,0
04-01-2014,06 - 07,0,"831,7",0,"872,3",0,0,1000,0,0,950,0,"170,8","208,5",0,150,0,0,"520,3",0,0
04-01-2014,07 - 08,0,"662,9",0,"816,8",0,0,"996,5",0,0,950,0,"107,7",650,0,50,0,0,"776,2",0,"0,1"
04-01-2014,08 - 09,0,"567,5",0,"873,2",0,0,"801,2",0,0,950,0,"224,2",650,0,50,0,0,"981,1",0,0
04-01-2014,09 - 10,0,"1174,3","200,6",0,0,0,606,0,0,350,0,"360,1",650,0,50,0,0,"1586,4",0,"0,1"
04-01-2014,10 - 11,0,"1375,4","423,7",0,"0,1",0,"654,2",0,0,"201,1",0,"342,2",650,0,50,0,0,"1734,3",0,0
04-01-2014,11 - 12,0,"1344,2","496,7",0,0,0,"647,3",0,0,"39,1",0,"361,2",650,0,50,0,0,"1881,6",0,0
04-01-2014,12 - 13,0,"1363,8","598,3",0,0,0,620,0,0,"30,5",0,"374,4",650,0,50,0,0,"2008,5",0,0
04-01-2014,13 - 14,0,"1351,2","597,3",0,0,0,"604,5",0,0,0,0,"370,7",650,0,50,0,0,2005,0,0
04-01-2014,14 - 15,0,"1392,7","755,4",0,0,0,"584,5",0,0,"0,1",0,"382,6",650,0,50,0,0,2114,0,0
04-01-2014,15 - 16,0,"1596,7","1161,4",0,"0,1",0,"505,3",0,"0,1",0,0,"463,3",650,0,50,0,0,"2372,4",0,0
04-01-2014,16 - 17,0,"1655,1","1532,1",0,0,0,"90,6",0,"112,3",0,0,"743,7","479,2",0,50,0,0,"2773,2",0,0
04-01-2014,17 - 18,0,"1588,5",1622,0,150,0,0,"64,4",284,0,0,"798,5","346,6",0,50,0,0,"2968,7",0,0
04-01-2014,18 - 19,0,"1631,6",1594,0,"33,6",0,0,0,"161,3",0,0,"792,1","430,1",0,50,0,0,"2847,8",0,0
04-01-2014,19 - 20,0,"1611,9","1437,5",0,0,0,"352,1",0,0,0,0,"532,6","620,8",0,50,0,0,"2574,2",0,0
04-01-2014,20 - 21,0,"1410,1","364,8",0,0,0,"715,8",0,0,"223,3",0,"306,9",650,0,50,0,0,"1617,6",0,0
04-01-2014,21 - 22,0,"1049,8",0,"103,1","0,1",0,"794,6",0,0,"471,6",0,"235,6",650,0,50,0,0,"1411,7",0,0
04-01-2014,22 - 23,0,"1189,1",0,0,0,0,"813,9",0,0,"727,5",0,"226,8",650,0,50,0,0,"1234,5",0,0
04-01-2014,23 - 00,0,"878,4",0,"518,8",0,0,1000,0,0,950,0,"231,6","481,9",0,50,0,0,"901,3","0,1",0
05-01-2014,00 - 01,0,"1277,4",0,"228,3",0,"0,1",1000,0,0,950,0,"358,6","15,1",0,250,0,0,"748,9",0,0
05-01-2014,01 - 02,0,"1278,2",0,"325,4",0,"0,1",1000,0,0,950,0,"330,3","24,1",0,250,0,0,"580,4",0,0
05-01-2014,02 - 03,0,"1211,7",0,"359,8",0,0,1000,0,0,950,0,"309,2","50,3",0,250,0,0,"533,6",0,0
05-01-2014,03 - 04,0,"1300,3",0,"320,4",0,0,1000,0,0,950,0,300,"67,9",0,250,0,0,"449,1",0,0
05-01-2014,04 - 05,0,"1453,1",0,"105,6",0,0,1000,0,0,950,0,"284,6","75,6",0,250,0,0,"495,3",0,0
05-01-2014,05 - 06,0,"1721,6","251,2",0,0,0,1000,0,0,950,0,"267,8","97,5",0,250,0,0,"591,2",0,0
05-01-2014,06 - 07,0,"1527,2","332,9",0,0,0,1000,0,0,813,0,"357,4","41,1",0,150,0,0,"755,4",0,0
05-01-2014,07 - 08,0,"1015,7","24,9",0,0,0,1000,0,0,"559,4",0,431,"56,5",0,50,0,0,"867,8","0,1",0
05-01-2014,08 - 09,0,"876,2",0,0,0,"0,2",1000,0,0,"504,4",0,"296,8","285,4",0,50,0,0,1097,0,0
05-01-2014,09 - 10,0,"1036,1","466,4",0,0,"0,1",1000,0,"0,2",0,0,"112,7","542,8",0,50,0,0,"1579,5",0,0
05-01-2014,10 - 11,0,"1450,6","2105,4",0,0,0,"443,2",0,"554,6",0,0,"285,8",650,0,50,0,0,"2904,5",0,0
05-01-2014,11 - 12,0,"1235,2",2110,0,"84,2",0,0,0,1000,0,0,"542,1",490,0,50,0,0,"3237,4",0,0
05-01-2014,12 - 13,0,"1257,9",2110,0,150,0,0,"54,6",1000,0,0,"586,6","422,6",0,50,0,0,"3257,6",0,0
05-01-2014,13 - 14,0,"1360,3","1818,4",0,"0,1",0,"502,3",0,598,0,0,"244,4",650,0,50,0,0,"2910,5",0,0
05-01-2014,14 - 15,0,1665,"1570,5",0,"0,1",0,"874,1",0,0,0,0,"84,1",650,0,50,0,0,"2404,4",0,0
05-01-2014,15 - 16,0,"1256,9","1252,4",0,0,0,"710,2",0,480,0,0,"183,4",650,0,50,0,0,"2656,2",0,0
05-01-2014,16 - 17,0,"1428,9",2110,0,150,0,0,"70,1",1000,0,0,"660,1","416,5",0,50,0,0,3400,"83,1",0
05-01-2014,17 - 18,0,"1445,9",2110,0,150,0,0,"452,1",1000,0,0,900,"563,5",0,50,0,0,3400,"108,9",0
05-01-2014,18 - 19,0,"1375,2",2110,0,150,0,0,"433,9",1000,0,0,900,"472,6",0,50,0,0,3400,"45,3",0
05-01-2014,19 - 20,0,"1345,3",2110,0,150,0,0,"284,7",1000,0,0,"809,7","335,8",0,50,0,0,"3336,9",0,0
05-01-2014,20 - 21,0,"1390,7",2110,0,"0,1",0,"282,4",0,"750,1",0,0,"424,9",650,0,50,0,0,"3206,1",0,0
05-01-2014,21 - 22,0,"1458,3","1540,2",0,"0,1",0,"959,2",0,150,0,0,"90,3",650,0,50,0,0,"2473,2",0,0
05-01-2014,22 - 23,0,"1928,6","1247,1",0,0,0,1000,0,0,"350,1",0,"231,4","367,7",0,50,0,0,"1819,6",0,0
05-01-2014,23 - 00,0,"1915,9","466,9",0,0,"249,6",1000,0,0,950,0,"562,1",0,0,50,0,0,"895,1",0,0
06-01-2014,00 - 01,0,"1531,9",0,"339,6",0,"53,3",1000,0,0,950,0,"322,2","0,1",0,250,0,0,"554,6",0,0
06-01-2014,01 - 02,0,1476,0,"483,4",0,"80,5",1000,0,0,950,0,"283,8",0,0,250,0,0,"372,4",0,0
06-01-2014,02 - 03,0,"1073,1",0,"1019,5",0,"25,9",1000,0,0,950,0,"232,1","0,1",0,250,0,0,"211,8",0,0
06-01-2014,03 - 04,0,876,0,"1151,8",0,0,1000,0,0,950,0,"212,1","6,2",0,250,0,0,251,0,"0,1"
06-01-2014,04 - 05,0,"899,8",0,"1133,7",0,"11,2",1000,0,0,950,0,"216,5","0,1",0,250,0,0,"293,7",0,0
06-01-2014,05 - 06,0,"1032,5",0,"961,1",0,"0,1",1000,0,0,950,0,255,"29,2",0,250,0,0,"507,2",0,0
06-01-2014,06 - 07,0,"1041,5",0,"815,5",0,"42,2",1000,0,0,950,0,"250,7","0,2",0,150,0,0,"977,9",0,0
06-01-2014,07 - 08,0,"1318,8",0,"621,1",0,"200,8",1000,0,0,950,0,"459,6",0,0,50,0,0,"1171,2",0,0
06-01-2014,08 - 09,0,"1561,6",0,"323,6",0,"209,4",1000,0,0,950,0,"443,1","0,1",0,50,0,0,1426,0,0
06-01-2014,09 - 10,0,"1713,7",0,"88,7",0,"61,5",1000,0,0,950,0,"396,8","0,1",0,50,0,0,"1536,9",0,0
06-01-2014,10 - 11,0,1831,"97,9",0,0,10,1000,0,0,950,0,"379,7",0,0,50,0,0,"1650,7",0,0
06-01-2014,11 - 12,0,"1842,2","130,4",0,0,0,1000,0,0,950,0,"361,6","4,3",0,50,0,0,"1660,1",0,0
06-01-2014,12 - 13,0,"1853,7","144,1",0,0,0,1000,0,0,950,0,"357,1","6,2",0,50,0,0,"1659,2",0,0
06-01-2014,13 - 14,0,"1948,4",306,0,0,0,1000,0,0,950,0,"341,4","36,3",0,50,0,0,"1724,1",0,"0,1"
06-01-2014,14 - 15,0,"1913,3","232,2",0,0,"5,4",1000,0,0,950,0,"375,4","0,1",0,50,0,0,"1696,5",0,0
06-01-2014,15 - 16,0,"2106,7","535,2",0,0,0,1000,0,0,"823,9",0,"303,4","129,2",0,50,0,0,"1877,9",0,0
06-01-2014,16 - 17,0,"1940,5","1061,9",0,0,0,"879,5",0,0,"223,8",0,"66,5",650,0,50,0,0,"2588,7",0,0
06-01-2014,17 - 18,0,"1985,9","1618,8",0,0,0,"500,3",0,0,0,0,326,"539,7",0,50,0,0,"3007,2",0,0
06-01-2014,18 - 19,0,"1827,8","1267,7",0,0,0,"636,1",0,"0,1",0,0,"242,5","627,4",0,50,0,0,"2676,4",0,0
06-01-2014,19 - 20,0,"1616,8","731,7",0,"0,1",0,"971,4",0,"0,2",0,0,89,650,0,50,0,0,2208,"0,1",0
06-01-2014,20 - 21,0,"1850,2",867,0,0,"0,2",1000,0,0,"349,9",0,"133,7","535,7",0,50,0,0,1940,0,0
06-01-2014,21 - 22,0,"1548,4","30,7",0,0,"82,6",1000,0,0,950,0,"425,2","0,1",0,50,0,0,"1244,8",0,0
06-01-2014,22 - 23,0,"1261,3",0,"114,8",0,0,1000,0,0,950,0,"414,9","68,4",0,50,0,0,"1145,3",0,0
06-01-2014,23 - 00,0,"878,7",0,"576,2",0,"35,4",1000,0,0,950,0,"493,9","0,1",0,50,0,0,"897,3",0,"0,1"
07-01-2014,00 - 01,0,"758,3",0,"745,6",0,"35,7",1000,0,0,1000,0,"234,7","0,1",0,250,0,0,"728,5",0,0
07-01-2014,01 - 02,0,"858,2",0,"638,4",0,"43,7",1000,0,0,1000,0,"161,1",0,0,250,0,0,"630,4",0,0
07-01-2014,02 - 03,0,"874,8",0,"649,4",0,14,1000,0,0,1000,0,"124,4",0,0,250,0,0,"550,9",0,0
07-01-2014,03 - 04,0,"983,6",0,"517,8",0,"7,4",1000,0,0,1000,0,"94,9",0,"0,1",250,0,0,"541,6",0,0
07-01-2014,04 - 05,0,"1313,4",0,"59,4",0,"0,1",1000,0,0,1000,0,"105,9","69,3",0,250,0,0,"698,1",0,0
07-01-2014,05 - 06,0,"1823,7",690,0,0,0,1000,0,0,1000,0,"191,5","83,4",0,250,0,0,"996,2",0,0
07-01-2014,06 - 07,0,1872,"981,7",0,0,0,1000,0,0,1000,0,"228,6","54,5",0,150,0,0,"1616,1",0,0
07-01-2014,07 - 08,0,"2265,5","1966,3",0,0,0,"443,8",0,0,400,0,"472,5","297,9",0,50,0,0,2618,0,0
07-01-2014,08 - 09,0,2158,2110,0,0,0,0,0,200,0,0,824,0,"1,5",50,0,0,"3063,1",0,0
07-01-2014,09 - 10,0,"2207,9","1767,1",0,0,0,"563,1",0,"0,1",0,0,"435,6","235,5",0,50,0,0,"2690,4",0,0
07-01-2014,10 - 11,0,"2171,2",1595,0,"0,1",0,"728,8",0,"0,1",0,0,"328,6","313,8",0,50,0,0,"2530,9",0,0
07-01-2014,11 - 12,0,"2241,1","1908,1",0,0,0,652,0,0,0,0,423,"260,1",0,50,0,0,"2710,3",0,0
07-01-2014,12 - 13,0,"2092,5","1601,8",0,"0,1",0,"990,1",0,0,"34,9",0,"149,7","390,6",0,50,0,0,"2502,4",0,"0,2"
07-01-2014,13 - 14,0,"2183,6","1827,6",0,0,0,"882,7",0,0,"4,8",0,"210,7","356,5",0,50,0,0,"2608,8",0,0
07-01-2014,14 - 15,0,2187,"1829,4",0,0,0,"828,6",0,"0,1",0,0,"283,6","342,6",0,50,0,0,"2646,3",0,0
07-01-2014,15 - 16,0,"2274,8","1942,8",0,0,0,"680,6",0,0,"24,6",0,"420,1","242,4",0,50,0,0,"2796,3",0,0
07-01-2014,16 - 17,0,"2243,3",2110,0,0,0,"98,5",0,"119,2",0,0,"864,3",0,"27,5",50,0,0,"3035,2",0,0
07-01-2014,17 - 18,0,"2084,6",2110,0,0,0,"11,4",0,"435,4",0,0,900,0,"15,5",50,0,0,"3110,9",0,0
07-01-2014,18 - 19,0,2152,2110,0,"0,1",0,"381,4",0,"310,7",0,0,"620,8","139,8",0,50,0,0,"2908,3",0,0
07-01-2014,19 - 20,0,"2273,7","1958,5",0,0,0,"787,3",0,"0,1",0,0,"293,5","371,6",0,50,0,0,"2488,8",0,0
07-01-2014,20 - 21,0,"2072,6","1579,6",0,0,0,1000,0,0,"163,5",0,"240,9","337,9",0,50,0,0,"2286,2",0,0
07-01-2014,21 - 22,0,"1563,9","548,4",0,0,"169,2",1000,0,0,"353,3",0,519,0,0,50,0,0,"1660,7",0,0
07-01-2014,22 - 23,0,"1389,7","151,1",0,0,250,1000,0,0,691,0,"614,2",0,"179,8",50,0,0,"1189,8",0,0
07-01-2014,23 - 00,0,"1337,4","33,6",0,0,250,1000,0,0,1000,0,"607,6",0,"221,2",100,0,0,"976,2",0,0
08-01-2014,00 - 01,0,"911,9",0,"585,5",0,"229,2",1000,0,0,1000,0,"325,7",0,"0,1",250,0,0,"638,1",0,0
08-01-2014,01 - 02,0,"855,6",0,590,0,250,1000,0,0,1000,0,"336,2",0,"61,9",250,0,0,"556,7",0,0
08-01-2014,02 - 03,0,"826,4",0,590,0,250,1000,0,0,1000,0,"303,1",0,"110,1",250,0,0,"538,8",0,0
08-01-2014,03 - 04,0,863,0,645,0,250,1000,0,0,1000,0,"282,4",0,"60,5",250,0,0,"476,4",0,0
08-01-2014,04 - 05,0,"1267,2",0,"176,6",0,"233,4",1000,0,0,1000,0,"246,3","0,1",0,250,0,0,"567,6",0,0
08-01-2014,05 - 06,0,"1513,1","140,3",0,0,"74,3",1000,0,0,1000,0,199,"0,1",0,250,0,0,840,0,"0,1"
08-01-2014,06 - 07,0,"1825,4",1152,0,0,0,"977,9",0,0,"399,9",0,0,"584,6",0,150,0,0,"1866,8",0,0
08-01-2014,07 - 08,0,"2437,1",1733,0,0,0,"388,9",0,0,0,0,"572,1","238,3",0,100,0,0,"2326,2",0,0
08-01-2014,08 - 09,0,2428,"1774,3",0,0,0,"123,4",0,"65,8",0,0,"846,7","16,5",0,100,0,0,"2559,6",0,0
08-01-2014,09 - 10,0,"2471,2","1736,9",0,0,0,"258,8",0,"0,1",0,0,"733,4",62,0,100,0,0,"2488,3",0,0
08-01-2014,10 - 11,0,"2370,1",1467,0,"0,2",0,"450,8",0,0,"0,1",0,584,"168,6",0,100,0,0,"2341,6",0,0
08-01-2014,11 - 12,0,"2367,1","1470,8",0,"0,1",0,"464,4",0,"0,1",0,0,"571,9","181,7",0,100,0,0,"2333,8",0,0
08-01-2014,12 - 13,0,"2213,3","1092,1",0,0,0,"708,2",0,"0,2",0,0,"380,6","318,3",0,100,0,0,"2066,6",0,0
08-01-2014,13 - 14,0,"2256,2","1220,8",0,0,0,"631,2",0,"0,1",0,0,"431,2","276,9",0,100,0,0,"2157,4",0,0
08-01-2014,14 - 15,0,"2332,2","1363,6",0,0,0,"542,8",0,"0,1",0,0,"537,3","196,8",0,100,0,0,"2308,7",0,0
08-01-2014,15 - 16,0,"2472,9","1737,8",0,0,0,"401,1",0,0,0,0,"649,6","128,9",0,100,0,0,2632,"0,1",0
08-01-2014,16 - 17,0,"2610,6","2011,1",0,0,"0,1","107,4",0,"0,1",0,0,900,0,"4,6",100,0,0,"2850,5",0,0
08-01-2014,17 - 18,0,"2475,1",2050,0,150,0,"47,3",0,"268,8",0,0,900,"0,5",0,100,0,0,"2994,8",0,0
08-01-2014,18 - 19,0,"2593,7","2041,2",0,0,0,65,0,"0,1",0,0,900,0,"2,8",100,0,0,"2775,4",0,0
08-01-2014,19 - 20,0,"2346,3","1612,5",0,0,0,"365,1",0,"0,2",0,0,"662,5","167,2",0,100,0,0,"2456,7",0,0
08-01-2014,20 - 21,0,"2082,9",1177,0,0,0,"789,8",0,"0,1",0,0,"343,1","359,3",0,100,0,0,"2196,1",0,0
08-01-2014,21 - 22,0,"1712,6","851,9",0,0,0,1000,0,0,0,0,"166,6","441,5",0,100,0,0,"2089,8",0,0
08-01-2014,22 - 23,0,"1349,2","545,5",0,0,0,1000,0,0,"22,7",0,"246,3","347,5",0,100,0,0,1871,0,0
08-01-2014,23 - 00,0,"1143,3","258,9",0,0,"0,1",1000,0,0,"312,7",0,"360,7","83,4",0,100,0,0,"1516,4",0,0
