Year,Week,NO1,NO2,NO3,NO4,NO5,NORGE,VASS1,VASS2,VASS3
2014,1,"0,652516067028046","0,718851864337921","0,659009754657745","0,611200094223022","0,663169741630554","0,671801626682282","0,666683971881866","0,744678437709808","0,616368234157562"
2014,2,"0,625916182994842","0,708221197128296","0,645158112049103","0,593596160411835","0,638858139514923","0,655348002910614","0,650204062461853","0,727293610572815","0,600746273994446"
2014,3,"0,579968750476837","0,676094472408295","0,601062417030334","0,569725632667542","0,596003115177154","0,620838284492493","0,612972259521484","0,689662277698517","0,572567999362946"
2014,4,"0,531204342842102","0,643710732460022","0,562815845012665","0,546160697937012","0,55534303188324","0,587132036685944","0,573618352413178","0,656134843826294","0,546306848526001"
2014,5,"0,483912140130997","0,612658560276032","0,527140438556671","0,524029016494751","0,515702426433563","0,554851949214935","0,535202264785767","0,624135434627533","0,522041499614716"
2014,6,"0,437978565692902","0,586245954036713","0,496682405471802","0,507416486740112","0,480926245450974","0,527293920516968","0,501217544078827","0,596547663211822","0,503154754638672"
2014,7,"0,400489300489426","0,564407527446747","0,47280478477478","0,494319170713425","0,451537042856216","0,504694163799286","0,472136795520782","0,574544727802277","0,48876366019249"
2014,8,"0,353883862495422","0,539575219154358","0,442615360021591","0,479333311319351","0,420469522476196","0,478869915008545","0,438823789358139","0,55190372467041","0,470292150974274"
2014,9,"0,316013067960739","0,522185206413269","0,416375935077667","0,46727192401886","0,394623190164566","0,458720594644546","0,41363450884819","0,53487503528595","0,45425471663475"
2014,10,"0,291400104761124","0,502671897411346","0,396474391222","0,455959111452103","0,368588119745254","0,439421772956848","0,390003830194473","0,514809310436249","0,441439360380173"
2014,11,"0,268058985471725","0,487495094537735","0,382894903421402","0,455630660057068","0,346705585718155","0,425967484712601","0,368913620710373","0,500483453273773","0,439003050327301"
2014,12,"0,23711633682251","0,48084619641304","0,371871024370194","0,44593009352684","0,332314789295197","0,414922654628754","0,352134197950363","0,496676504611969","0,429483860731125"
2014,13,"0,205259650945663","0,456866800785065","0,350510984659195","0,432216197252274","0,299224406480789","0,391221851110458","0,321076959371567","0,474419385194778","0,41442459821701"
2014,14,"0,183247178792954","0,43059653043747","0,320992588996887","0,415761500597","0,263405352830887","0,365300863981247","0,292819142341614","0,444840133190155","0,394796341657639"
2014,15,"0,18358226120472","0,423493385314941","0,313455730676651","0,403119951486588","0,246560364961624","0,355403929948807","0,284368395805359","0,434826850891113","0,38305327296257"
2014,16,"0,169469311833382","0,408034086227417","0,310059249401092","0,396278142929077","0,227925643324852","0,342623502016068","0,267048448324204","0,419837266206741","0,378268986940384"
2014,17,"0,190828055143356","0,413184612989426","0,32254222035408","0,389016419649124","0,22200870513916","0,344478100538254","0,273901373147964","0,41770327091217","0,376789182424545"
2014,18,"0,223479479551315","0,419798314571381","0,326559901237488","0,378010421991348","0,222808420658112","0,347335010766983","0,287909865379334","0,414217054843903","0,370088666677475"
2014,19,"0,229123532772064","0,421044558286667","0,31461888551712","0,361773014068604","0,217234581708908","0,342091023921967","0,290057241916656","0,409166365861893","0,354735612869263"
2014,20,"0,286338359117508","0,445159375667572","0,34043687582016","0,353779345750809","0,231833398342133","0,359217166900635","0,322977304458618","0,421545028686523","0,354673624038696"
2014,21,"0,554767310619354","0,532911658287048","0,486714035272598","0,384596318006516","0,328211843967438","0,45371225476265","0,460954695940018","0,487199991941452","0,415332973003387"
2014,22,"0,684027850627899","0,599504590034485","0,559686303138733","0,415014535188675","0,415188252925873","0,520911335945129","0,559967994689941","0,534539639949799","0,456713944673538"
2014,23,"0,763042688369751","0,658564627170563","0,61527556180954","0,489022552967072","0,501811861991882","0,590072512626648","0,64062488079071","0,58690220117569","0,524774670600891"
2014,24,"0,808399498462677","0,714104235172272","0,677016079425812","0,543787240982056","0,591147601604462","0,652168393135071","0,706964910030365","0,65130865573883","0,579185009002686"
2014,25,"0,810543596744537","0,748628437519074","0,706045269966126","0,574522376060486","0,634204745292664","0,684737682342529","0,739206075668335","0,686875700950623","0,609632313251495"
2014,26,"0,806231319904327","0,75769716501236","0,716714143753052","0,584505498409271","0,642287135124206","0,693056285381317","0,744504153728485","0,696542143821716","0,620861887931824"
2014,27,"0,81778758764267","0,775284588336944","0,731216907501221","0,612739861011505","0,672176003456116","0,714897215366364","0,761344730854034","0,724260568618774","0,644403994083404"
2014,28,"0,868084490299225","0,821130454540253","0,761988162994385","0,663445770740509","0,738192498683929","0,764754235744476","0,811867296695709","0,781227588653564","0,687285602092743"
2014,29,"0,880530178546906","0,831491827964783","0,773066163063049","0,694263160228729","0,767674684524536","0,783986687660217","0,823922157287598","0,804554283618927","0,712673187255859"
2014,30,"0,873123109340668","0,831832110881806","0,769379615783691","0,708709120750427","0,779275417327881","0,78896826505661","0,822439610958099","0,81444787979126","0,72215074300766"
2014,31,"0,864037275314331","0,831720471382141","0,770667731761932","0,718750894069672","0,791736423969269","0,793294191360474","0,820141792297363","0,826876282691956","0,728459060192108"
2014,32,"0,86784029006958","0,838200509548187","0,773887038230896","0,730151832103729","0,798312366008759","0,800435960292816","0,826642453670502","0,832530438899994","0,737735390663147"
2014,33,"0,86796897649765","0,856399655342102","0,761643171310425","0,735073089599609","0,797591090202332","0,807408511638641","0,842055797576904","0,833512961864471","0,738474667072296"
2014,34,"0,888774275779724","0,855904281139374","0,790119707584381","0,731663644313812","0,803267538547516","0,811846613883972","0,849620163440704","0,83076548576355","0,744851529598236"
2014,35,"0,892216920852661","0,85322892665863","0,780781745910644","0,723541259765625","0,79643177986145","0,806811273097992","0,851119339466095","0,818503975868225","0,737204313278198"
2014,36,"0,879903376102448","0,853949069976806","0,764281153678894","0,726505219936371","0,789469242095947","0,803882896900177","0,852555274963379","0,807962715625763","0,734914362430572"
2014,37,"0,878503501415253","0,857227087020874","0,747052252292633","0,724665343761444","0,788123250007629","0,802653133869171","0,857863306999206","0,801220059394836","0,72960352897644"
2014,38,"0,854705214500427","0,83673483133316","0,727203130722046","0,719242215156555","0,770962655544281","0,78620183467865","0,836990237236023","0,782593727111816","0,720960736274719"
2014,39,"0,838040888309479","0,826319396495819","0,739673793315888","0,72204726934433","0,776586830615997","0,783980250358582","0,823384165763855","0,791480183601379","0,72455620765686"
2014,40,"0,827530801296234","0,814668416976929","0,752270579338074","0,734292685985565","0,785143971443176","0,784514605998993","0,814329385757446","0,795226156711578","0,735244631767273"
2014,41,"0,855421304702759","0,837984919548035","0,741493403911591","0,727193057537079","0,791425287723541","0,794168293476105","0,839398741722107","0,801632702350616","0,726936221122742"
2014,42,"0,874882757663727","0,83240669965744","0,722662448883056","0,712331473827362","0,786603629589081","0,786972761154175","0,840366959571838","0,791575312614441","0,711204946041107"
2014,43,"0,922300219535828","0,873737990856171","0,739226460456848","0,701282858848572","0,833271503448486","0,815045356750488","0,880561888217926","0,843884468078613","0,702244102954864"
2014,44,"0,938901841640472","0,916174471378326","0,766737282276154","0,698654472827911","0,890212714672089","0,846565365791321","0,918204009532928","0,900305032730102","0,704235017299652"
2014,45,"0,932069420814514","0,915355980396271","0,751874566078186","0,68818461894989","0,884025394916534","0,840579926967621","0,915413379669189","0,895726025104523","0,69274890422821"
2014,46,"0,927364826202392","0,907886683940888","0,73116672039032","0,675045430660248","0,870307087898254","0,829387187957764","0,905995070934296","0,885818302631378","0,678070068359375"
2014,47,"0,89933580160141","0,885002315044403","0,701663315296173","0,658681273460388","0,839483976364136","0,805411040782928","0,879410564899444","0,86040723323822","0,658830165863037"
2014,48,"0,87401819229126","0,862221240997314","0,674158036708832","0,641361176967621","0,813029766082764","0,782520890235901","0,854071319103241","0,837421953678131","0,639316082000732"
2014,49,"0,840175211429596","0,834977686405182","0,649296283721924","0,628713369369507","0,781111836433411","0,757537305355072","0,822431981563568","0,812405586242676","0,623314678668976"
2014,50,"0,799672901630402","0,814880788326264","0,622538864612579","0,615243375301361","0,750358879566193","0,734765589237213","0,794511198997498","0,790667772293091","0,606585919857025"
2014,51,"0,759530365467072","0,796056032180786","0,59601902961731","0,598624587059021","0,722524344921112","0,712395310401916","0,766749262809754","0,772457599639892","0,58791172504425"
2014,52,"0,714585423469544","0,774200737476349","0,570766150951386","0,580487787723541","0,689795970916748","0,687280237674713","0,735921502113342","0,749239563941956","0,568859875202179"
