Date,Hours,NO1 > NO2,NO2 > NO1,NO1 > SE3,SE3 > NO1,NO4 > SE2,SE2 > NO4,SE2 > NO3,NO3 > SE2,NO2 > DK1,DK1 > NO2,NO3 > NO4,NO4 > NO3,NO4 > SE1,SE1 > NO4,NO1 > NO3,NO3 > NO1,NO1 > NO5,NO5 > NO1,NO5 > NO2,NO2 > NO5,NO3 > NO5,NO5 > NO3,NO2 > NL,NL > NO2
01-01-2019,00 - 01,0,"1449,6",0,689,0,250,1000,0,0,1532,0,"200,6",0,600,0,50,0,"787,5",0,0,200,0,"85,6",0
01-01-2019,01 - 02,0,"1197,6",0,680,0,250,1000,0,0,1532,0,"221,2",0,600,0,50,0,947,0,0,200,0,"704,6",0
01-01-2019,02 - 03,0,"1130,4",0,706,0,250,1000,0,0,1532,0,"277,3",0,600,0,50,0,"914,4",0,0,200,0,723,0
01-01-2019,03 - 04,0,"1249,5",0,722,0,250,1000,0,0,1532,0,"304,1",0,600,0,50,0,"749,9",0,0,200,0,"340,7",0
01-01-2019,04 - 05,0,"1376,5",0,757,0,250,1000,0,0,1532,0,"321,7",0,600,0,50,0,"608,6","0,1",0,200,0,0,0
01-01-2019,05 - 06,0,"1410,8",0,829,0,250,1000,0,0,1532,0,"305,7",0,600,0,50,0,"602,1",0,0,200,0,0,0
01-01-2019,06 - 07,0,"1307,2",0,897,0,250,1000,0,0,1532,0,"296,4",0,600,0,100,0,"776,2",0,0,200,0,"112,6",0
01-01-2019,07 - 08,0,"1056,1",0,982,0,250,1000,0,0,1532,0,"239,6",0,600,0,100,0,"1063,8",0,0,200,0,"627,1",0
01-01-2019,08 - 09,0,"1287,6",0,1074,0,250,1000,0,0,1532,0,"250,6",0,600,0,150,0,"825,7",0,0,200,0,"8,1",0
01-01-2019,09 - 10,0,"1192,2",0,1199,0,250,1000,0,0,1532,0,"210,8",0,600,0,150,0,"925,1",0,0,200,0,"290,8",0
01-01-2019,10 - 11,0,"1124,9",0,1078,0,250,1000,0,0,1532,0,"226,8",0,600,0,150,0,"1227,2",0,0,200,0,723,0
01-01-2019,11 - 12,0,"1078,8",0,1112,0,250,1000,0,0,1532,0,"211,7",0,600,0,150,0,"1295,7",0,0,200,0,723,0
01-01-2019,12 - 13,0,"1029,3",0,1255,0,250,1000,0,0,1532,0,"197,1",0,600,0,150,0,1206,0,0,200,0,723,0
01-01-2019,13 - 14,0,1063,0,1257,0,250,1000,0,0,1532,0,"176,6",0,600,0,150,0,"1166,3",0,0,200,0,"559,7",0
01-01-2019,14 - 15,0,"1202,7",0,1260,0,250,1000,0,0,1532,0,"163,4",0,600,0,150,0,"1025,8",0,0,200,0,"183,1",0
01-01-2019,15 - 16,0,"1196,3",0,1327,0,250,1000,0,0,1532,0,158,0,600,0,150,0,"1032,8",0,0,200,0,"170,6",0
01-01-2019,16 - 17,0,903,0,1344,0,250,1000,0,0,1532,0,"179,3",0,600,0,150,0,"1335,7",0,0,200,0,"466,9",0
01-01-2019,17 - 18,0,"881,6",0,1345,0,250,1000,0,0,1532,0,"176,2",0,600,0,150,0,"1334,2",0,0,200,0,723,0
01-01-2019,18 - 19,0,1131,0,1188,0,250,1000,0,0,1532,0,"185,7",0,600,0,150,0,"1197,5",0,0,200,0,"155,8",0
01-01-2019,19 - 20,0,"1394,9",0,1046,0,250,1000,0,0,1532,0,"188,8",0,600,0,100,0,"1074,2",0,0,200,0,0,"89,6"
01-01-2019,20 - 21,0,"1626,2",0,875,0,250,1000,0,0,1532,0,"194,9",0,600,0,100,0,"942,3",0,0,200,0,0,0
01-01-2019,21 - 22,0,"1741,3",0,871,0,250,1000,0,0,1532,0,"199,4",0,600,0,100,0,"739,3",0,0,200,0,0,"285,9"
01-01-2019,22 - 23,0,"1585,8",0,778,0,250,1000,0,0,1532,0,134,0,600,0,50,0,"901,2",0,0,200,0,63,0
01-01-2019,23 - 00,0,"1602,5",0,705,0,250,1000,0,0,1532,0,"169,5",0,600,0,50,0,"797,5",0,0,200,0,0,"113,3"
02-01-2019,00 - 01,0,"1823,2",0,655,0,250,1000,0,0,1532,0,200,0,600,0,0,0,"736,1",0,0,200,0,0,0
02-01-2019,01 - 02,0,"1872,1",0,677,0,250,1000,0,0,1532,0,"209,9",0,600,0,0,0,"563,9",0,0,200,0,0,"342,9"
02-01-2019,02 - 03,0,"1802,8",0,673,0,250,1000,0,0,1532,0,"228,8",0,600,0,0,0,"573,4",0,0,200,0,0,"304,5"
02-01-2019,03 - 04,0,"1779,5",0,827,0,250,1000,0,0,1532,0,"243,3",0,600,0,0,0,"438,4",0,0,200,0,0,"581,8"
02-01-2019,04 - 05,0,"1694,7",0,928,0,250,1000,0,0,1532,0,"251,5",0,600,0,0,0,"494,5",0,0,200,0,0,"479,7"
02-01-2019,05 - 06,0,"1662,5",0,1057,0,250,1000,0,0,1532,0,"248,2",0,600,0,50,0,576,0,0,200,0,0,"521,9"
02-01-2019,06 - 07,0,"1598,8",0,1231,0,250,1000,0,0,1532,0,"391,1",0,600,0,100,0,"925,7",0,0,200,0,0,"333,3"
02-01-2019,07 - 08,0,"1765,9",0,1336,0,250,1000,0,0,1532,0,"503,6",0,"308,4",0,100,0,"1224,5",0,0,200,0,0,0
02-01-2019,08 - 09,0,"1677,5",0,1423,0,0,"965,4",0,0,1532,0,"527,1",0,"400,3",0,100,0,"1423,1",0,0,200,0,"169,7",0
02-01-2019,09 - 10,0,"1667,9",0,1507,0,0,"575,9",0,0,1532,0,"641,5",0,"335,5",0,100,0,"1356,5",0,0,147,0,364,0
02-01-2019,10 - 11,0,"1599,5",0,1552,0,0,"850,2",0,0,1532,0,"635,6",0,"547,1",0,100,0,"1362,5",0,0,200,0,"423,4",0
02-01-2019,11 - 12,0,"1669,2",0,1532,0,"0,1",719,0,0,1532,0,"632,4",0,476,0,100,0,"1243,9",0,0,200,0,"231,8",0
02-01-2019,12 - 13,0,"1702,3",0,1603,0,0,"781,1",0,0,1532,0,"546,3",0,"534,1",0,100,0,"1102,9",0,0,"168,4",0,"109,8",0
02-01-2019,13 - 14,0,"1517,6",0,1608,0,0,"784,4",0,0,1532,0,"553,4",0,535,0,100,0,"1252,8",0,0,200,0,395,0
02-01-2019,14 - 15,0,1258,0,1707,0,"0,1",352,0,0,"1134,4",0,"590,3",0,"298,5",0,100,0,"1412,6",0,0,"86,9",0,"719,5",0
02-01-2019,15 - 16,0,"2264,5",0,189,0,0,0,0,0,"534,4",0,"603,6",0,"21,1",0,100,0,"1953,6","0,1",0,0,"0,1",723,0
02-01-2019,16 - 17,0,2047,"363,2",0,150,0,0,"241,7","65,6",0,0,"761,7",0,0,0,100,0,"2726,7",0,0,0,"0,1",723,0
02-01-2019,17 - 18,0,1761,"447,2",0,150,0,0,"330,6","665,6",0,0,839,0,0,0,100,0,"3024,5",0,0,0,0,723,0
02-01-2019,18 - 19,0,1184,"13,5",0,150,0,0,"354,4","1265,6",0,0,"846,5",0,0,0,100,0,"3057,4",0,0,0,0,723,0
02-01-2019,19 - 20,0,"1089,6",0,0,150,0,0,"127,5","1183,4",0,0,"841,1",0,0,0,100,0,"3025,4",0,0,200,0,723,0
02-01-2019,20 - 21,0,"1006,6",0,"176,5",150,0,0,"43,3","937,6",0,0,"785,8",0,"0,1",0,100,0,"2889,7",0,0,200,0,723,0
02-01-2019,21 - 22,0,996,0,"483,6","7,6",0,0,0,"814,5",0,0,"829,7",0,0,0,100,0,2427,0,0,"199,9",0,723,0
02-01-2019,22 - 23,0,"1397,1",0,"132,8",44,0,0,0,"462,5",0,0,"787,1",0,0,0,50,0,"2056,2",0,0,200,0,"610,2",0
02-01-2019,23 - 00,0,"842,7",0,975,0,0,"373,6",0,0,"137,5",0,"530,9",0,0,0,0,0,"1666,3",0,0,200,0,"168,6",0
03-01-2019,00 - 01,0,"871,7",0,968,0,0,"446,6",0,0,"737,5",0,"397,8",0,0,100,0,0,"1261,3",0,0,200,0,0,0
03-01-2019,01 - 02,0,"1203,8",0,1045,0,"165,1","706,8",0,0,"877,8",0,0,0,0,100,0,0,"771,7",0,"0,1",0,0,0,619
03-01-2019,02 - 03,0,"1712,5",0,743,0,"147,1","805,3",0,0,"1400,7",0,0,0,0,100,0,0,"515,9",0,0,0,0,0,723
03-01-2019,03 - 04,0,"1846,1",0,453,0,"151,5","762,3",0,0,1532,0,0,0,0,100,0,0,"656,4",0,0,0,0,0,723
03-01-2019,04 - 05,0,"1985,2",0,"168,8",0,"121,9","644,9",0,0,"1449,5",0,0,0,0,100,0,0,"831,3",0,0,0,0,0,723
03-01-2019,05 - 06,0,1290,0,"701,8",0,0,"266,5",0,0,"849,5",0,"352,2",0,0,0,0,0,"1088,8",0,0,0,"0,1",0,515
03-01-2019,06 - 07,0,"1198,8",0,612,150,0,0,"97,9",0,"249,5",0,"617,5","171,1",0,0,100,0,"1554,8",0,0,200,0,104,0
03-01-2019,07 - 08,0,"1900,6","740,8",0,150,0,0,600,"1,5",0,0,"761,6",391,0,0,100,0,"2640,6",0,0,0,0,723,0
03-01-2019,08 - 09,0,"2101,1","1789,7",0,150,0,0,600,"601,5",0,0,"975,3","213,8",0,0,100,0,3650,300,0,200,0,723,0
03-01-2019,09 - 10,0,"1520,8","1184,8",0,150,0,0,"567,1","1201,5",0,0,1000,"116,1",0,0,100,0,3650,300,0,200,0,723,0
03-01-2019,10 - 11,0,"1183,7","859,3",0,150,0,0,"570,2",1532,0,0,1000,"89,5",0,0,100,0,3650,300,0,200,0,723,0
03-01-2019,11 - 12,0,"1334,6","1111,4",0,150,0,0,545,1532,0,0,949,"55,3",0,0,100,0,3650,300,0,200,0,723,0
03-01-2019,12 - 13,0,"1401,7","1222,9",0,150,0,0,"574,7",1532,0,0,"941,1","62,1",0,0,100,0,3650,300,0,200,0,723,0
03-01-2019,13 - 14,0,"1441,1","1301,3",0,150,0,0,"564,8",1532,0,0,"881,9","84,7",0,0,100,0,3650,300,0,200,0,723,0
03-01-2019,14 - 15,0,"1489,5","1301,9",0,150,0,0,"552,1",1532,0,0,"900,1","87,8",0,0,100,0,3650,300,0,200,0,723,0
03-01-2019,15 - 16,0,"1490,2",1198,0,150,0,0,"538,4",1532,0,0,"906,5","84,9",0,0,100,0,3650,300,0,200,0,723,0
03-01-2019,16 - 17,0,"1958,1","1561,1",0,150,0,0,"525,6",1532,0,0,"897,4","56,8",0,0,100,0,3650,300,0,200,0,104,0
03-01-2019,17 - 18,0,1384,"1044,3",0,150,0,0,"515,9",1532,0,0,"874,6","79,9",0,0,100,0,3650,300,0,200,0,723,0
03-01-2019,18 - 19,0,"1425,3","1214,3",0,150,0,0,"493,1","1531,9",0,0,"841,9","91,8",0,0,100,0,3650,300,0,200,0,723,0
03-01-2019,19 - 20,0,"1506,3","1407,2",0,150,0,0,"433,3",1532,0,0,"836,7","47,6",0,0,100,0,3650,300,0,200,0,723,0
03-01-2019,20 - 21,0,"1391,6","1140,2",0,150,0,0,"407,6","1330,3",0,0,"787,6","157,1",0,0,100,0,3650,"124,1",0,200,0,723,0
03-01-2019,21 - 22,0,"961,9","211,1",0,150,0,0,"438,9","1286,2",0,0,"691,1","273,8",0,0,50,0,"3051,5",0,0,200,0,723,0
03-01-2019,22 - 23,0,"1270,3",0,"4,9",150,0,0,286,"686,2",0,0,"578,5","258,7",0,0,50,0,"2260,4",0,0,200,0,"462,9",0
03-01-2019,23 - 00,0,"550,5",0,"1278,2",0,0,0,0,"86,2",0,0,"496,1",0,0,0,0,0,"1454,1",0,0,"86,4",0,0,0
04-01-2019,00 - 01,0,"829,2",0,1211,"0,1",0,0,0,0,"513,8",0,"309,2","356,2",0,100,0,0,"1113,2",0,0,100,0,"2,5",0
04-01-2019,01 - 02,0,"1244,2",0,1228,0,"95,3",470,0,0,"1113,8",0,0,0,0,100,0,0,"550,9",0,0,100,0,0,"128,4"
04-01-2019,02 - 03,0,"1331,6",0,1231,0,250,"617,3",0,0,1532,0,0,0,"110,6",100,0,0,"401,4",0,0,100,0,0,0
04-01-2019,03 - 04,0,"1308,7",0,1215,0,250,"596,6",0,0,1532,0,0,0,117,100,0,0,394,0,0,100,0,0,0
04-01-2019,04 - 05,0,"1275,5",0,1303,0,250,"456,1",0,0,1532,0,0,0,"5,7",100,0,0,"352,9",0,0,"82,2",0,0,0
04-01-2019,05 - 06,0,"1346,8",0,1171,0,"58,4","383,4",0,0,"1517,2",0,0,0,0,0,0,0,"458,6",0,"0,1",0,0,104,0
04-01-2019,06 - 07,0,"1119,8",0,"1137,6",150,0,0,"491,7",0,"917,2",0,"628,4","97,2",0,0,100,0,"1090,9",0,0,0,100,723,0
04-01-2019,07 - 08,0,2135,"276,2",0,150,0,0,600,0,"317,2",0,"721,5","262,4",0,0,100,0,"1946,2",0,"0,1",0,100,723,0
04-01-2019,08 - 09,0,"2165,2",837,0,150,0,0,600,0,0,0,787,"195,5",0,0,100,0,2558,0,0,0,100,723,0
04-01-2019,09 - 10,0,"2144,5","737,5",0,150,0,0,600,"12,1",0,0,"815,8","189,3",0,0,100,0,"2494,7",0,0,0,100,723,0
04-01-2019,10 - 11,0,"2147,6",725,0,150,0,0,600,0,0,0,"843,5","185,4",0,0,100,0,"2440,5",0,0,0,100,723,0
04-01-2019,11 - 12,0,"2252,9","509,9",0,150,0,0,"576,7",0,"214,4",0,"829,6","161,5",0,0,100,0,"2168,1",0,0,0,100,723,0
04-01-2019,12 - 13,0,"2154,1",0,"76,1",150,0,0,"371,6",0,"814,4",0,729,"99,7",0,0,100,0,"1702,9",0,0,0,100,723,0
04-01-2019,13 - 14,0,"2296,9",0,"0,1",150,0,0,"316,4",0,1094,0,"702,4","81,4",0,0,100,0,"1578,1","0,1",0,0,100,723,0
04-01-2019,14 - 15,0,"2398,6",0,0,150,0,0,"244,5",0,"1421,3",0,"667,7","50,5",0,0,100,0,"1476,1",0,"0,1",0,100,723,0
04-01-2019,15 - 16,0,"2458,5","117,1",0,150,0,0,"308,1",0,"1008,1",0,"707,3","78,8",0,0,100,0,"1607,2",0,0,0,100,723,0
04-01-2019,16 - 17,0,2613,"668,9",0,150,0,0,"506,4",0,"408,1",0,"753,6","135,2",0,0,100,0,"2045,1",0,0,0,100,723,0
04-01-2019,17 - 18,0,2530,"1050,7",0,150,0,0,600,0,"0,1",0,794,"197,1",0,0,100,0,"2434,2",0,"0,1",0,100,723,0
04-01-2019,18 - 19,0,"2742,2","1135,1",0,150,0,0,"554,5",0,332,0,"752,1","134,9",0,0,100,0,"2220,8",0,0,0,100,723,0
04-01-2019,19 - 20,0,"2548,7",540,0,150,0,0,"419,5",0,932,0,"680,5","88,5",0,0,100,0,"1687,4",0,0,0,100,723,0
04-01-2019,20 - 21,0,"1748,2",0,"531,6",150,0,0,"110,4",0,1532,0,544,0,0,0,100,0,"1222,7",0,0,0,100,699,0
04-01-2019,21 - 22,0,"1611,6",0,"912,3",94,0,0,0,0,1532,0,"494,3",0,0,0,50,0,"859,7",0,0,0,100,"525,4",0
04-01-2019,22 - 23,0,1760,0,"320,1",0,"0,1","359,5",0,0,1532,0,"384,4",0,"12,5",0,50,0,"1088,1",0,0,0,0,"290,7",0
04-01-2019,23 - 00,0,"1563,6",0,"729,4",0,"222,5","700,1",0,0,1532,0,0,0,0,0,0,0,"696,7",0,0,0,0,"306,3",0
05-01-2019,00 - 01,0,"1957,9",0,"282,2",0,0,"393,8",0,0,1532,0,"168,1","100,5",0,50,0,0,"433,8",0,0,0,0,171,0
05-01-2019,01 - 02,0,"2041,7",0,"328,4",0,"14,7","690,4",0,0,1532,0,0,0,0,50,0,0,"192,4",0,0,0,0,0,"316,2"
05-01-2019,02 - 03,0,"1756,2",0,"586,8",0,"184,7","731,2",0,0,1532,0,0,0,0,50,0,0,141,0,0,0,0,0,"213,7"
05-01-2019,03 - 04,0,"1867,1",0,"517,3",0,250,"790,4",0,0,1532,0,0,0,"30,1",50,0,0,"71,5",0,0,0,0,0,"484,7"
05-01-2019,04 - 05,0,"2056,5",0,"391,1",0,250,"656,8",0,0,1532,0,0,0,"19,7",50,0,0,0,0,25,0,"134,1",0,723
05-01-2019,05 - 06,0,2266,0,"119,6",0,"93,6",659,0,0,1532,0,0,0,0,0,50,0,0,0,"23,5",0,200,0,723
05-01-2019,06 - 07,0,"2400,2","15,7",0,0,0,"687,9",0,0,1532,0,0,"39,6",0,0,100,0,37,0,0,0,"199,9",0,723
05-01-2019,07 - 08,0,2160,0,0,0,0,"573,8",0,0,1532,0,"232,2",0,0,0,150,0,"344,3",0,0,0,"115,1",0,"280,7"
05-01-2019,08 - 09,0,"2169,4",398,0,"149,9",0,0,0,0,"1240,3",0,"568,2","136,8",0,0,150,0,"953,5",0,0,0,0,"42,9",0
05-01-2019,09 - 10,0,"2173,3",711,0,150,0,0,"10,9",0,"873,5",0,"591,6","232,3",0,0,150,0,"1415,9",0,0,0,0,"643,9",0
05-01-2019,10 - 11,0,"2112,9","630,4",0,150,0,0,"15,1",0,"618,2",0,"624,9","214,5",0,0,150,0,"1500,4",0,0,0,0,"599,6",0
05-01-2019,11 - 12,0,"2099,8","709,8",0,150,0,0,"45,7",0,601,0,"632,7","219,9",0,0,150,0,1539,0,0,0,"0,1","662,5",0
05-01-2019,12 - 13,0,"1745,3","586,5",0,150,0,0,154,0,1,0,"698,7","254,7",0,0,150,0,"1750,1",0,0,0,0,723,0
05-01-2019,13 - 14,0,"1949,6","1115,7",0,150,0,0,"263,5",0,0,0,"760,2","287,5",0,0,150,0,"2014,1",0,0,0,0,723,0
05-01-2019,14 - 15,0,"1623,2","926,7",0,150,0,0,291,"584,2",0,0,"782,3","291,8",0,0,150,0,"2126,5",0,0,0,0,723,0
05-01-2019,15 - 16,0,"1529,6","1246,3",0,150,0,0,493,"1184,2",0,0,"921,5","233,8",0,0,150,0,"2612,2",0,0,0,0,723,0
05-01-2019,16 - 17,0,"1367,7","1548,4",0,150,0,0,600,1532,0,0,"916,1","356,3",0,0,150,0,"3116,9",0,0,0,"0,1",723,0
05-01-2019,17 - 18,0,"1412,8","1779,5",0,150,0,0,600,1532,0,0,"893,3","413,7",0,0,150,0,"3326,7","0,1",0,"0,1",0,723,0
05-01-2019,18 - 19,0,1362,"1503,8",0,150,0,0,600,1532,0,0,"885,5","559,8",0,0,150,0,"3113,2",0,0,"0,1",0,723,0
05-01-2019,19 - 20,0,"1272,7","1180,9",0,150,0,0,600,1532,0,0,925,"473,7",0,0,150,0,"2840,7",0,0,"0,1",0,723,0
05-01-2019,20 - 21,0,"962,3","633,4",0,150,0,0,600,1532,0,0,"892,9","470,4",0,0,100,0,"2494,2",0,0,0,0,723,0
05-01-2019,21 - 22,0,"751,6","189,2",0,150,0,0,600,1532,0,0,"838,4","508,1",0,0,50,0,"2197,3",0,0,0,0,"620,2",0
05-01-2019,22 - 23,0,"1107,2","89,6",0,150,0,0,"515,6","1068,6",0,0,"759,5","462,2",0,0,50,0,"1576,7","0,1",0,0,0,"417,4",0
05-01-2019,23 - 00,0,"109,8",0,"1331,2",150,0,0,"270,7","468,6",0,0,"618,8","414,9",0,0,0,0,"1265,9",0,0,100,0,723,0
06-01-2019,00 - 01,0,"1339,8",0,"725,6",150,0,0,80,0,0,0,"269,1",600,0,100,0,0,"791,9",0,0,100,0,"253,9",0
06-01-2019,01 - 02,0,"1272,3",0,"1048,4",0,0,0,0,0,"321,4",0,"321,3","259,2",0,100,0,0,"440,4",0,0,0,0,0,0
06-01-2019,02 - 03,0,"1711,9",0,"527,5",0,0,0,0,0,"901,4",0,"348,3","234,9",0,100,0,0,"429,2",0,0,0,0,0,0
06-01-2019,03 - 04,0,"1827,2",0,"395,3",0,0,"0,1",0,0,"1078,1",0,"366,8","223,3",0,100,0,0,"387,9",0,0,0,0,0,0
06-01-2019,04 - 05,0,"1966,4",0,"370,3",0,0,"84,3",0,0,"1036,2",0,443,0,0,100,0,0,"315,3",0,0,0,0,0,619
06-01-2019,05 - 06,0,1244,0,"1024,6",0,0,0,0,0,"529,6",0,"363,3",240,0,100,0,0,"400,9",0,0,0,0,0,0
06-01-2019,06 - 07,0,"1124,7",0,"1107,8",0,0,0,0,0,"184,9",0,299,"461,3",0,50,0,0,"493,6",0,0,0,0,0,0
06-01-2019,07 - 08,0,"731,1",0,"1354,8",150,0,0,"143,2","213,4",0,0,"589,6","234,9",0,0,50,0,"705,9",0,0,100,0,0,0
06-01-2019,08 - 09,0,"899,7",0,"877,9",150,0,0,"367,6","813,4",0,0,"759,3","312,6",0,0,100,0,"1023,1",0,0,100,0,0,0
06-01-2019,09 - 10,0,"925,6","57,6",0,150,0,0,"599,9","1413,4",0,0,"813,2","491,9",0,0,100,0,"1898,6",0,0,"0,1",0,619,0
06-01-2019,10 - 11,0,"882,7","187,8",0,150,0,0,600,1532,0,0,"775,9","586,9",0,0,100,0,"2205,2",0,0,0,0,723,0
06-01-2019,11 - 12,0,"1013,9","375,7",0,150,0,0,600,1532,0,0,"775,4","586,8",0,0,100,0,"2326,9",0,0,"0,1",0,723,0
06-01-2019,12 - 13,0,"1040,7","437,8",0,150,0,0,600,1532,0,0,"781,2","572,9",0,0,100,0,"2363,5",0,0,"0,1",0,723,0
06-01-2019,13 - 14,0,"951,3","266,3",0,150,0,0,600,1532,0,0,"822,2","503,2",0,0,100,0,2254,0,0,0,0,"689,3",0
06-01-2019,14 - 15,0,"1202,1",42,0,150,0,0,"543,1",1532,0,0,881,"304,9",0,0,100,0,"1782,4",0,0,0,0,"70,3",0
06-01-2019,15 - 16,0,"1222,8","33,7",0,150,0,0,"525,9",1532,0,0,"899,9","292,5",0,0,100,0,"1876,9",0,0,0,0,0,0
06-01-2019,16 - 17,0,"1630,7","1081,5",0,150,0,0,600,1532,0,0,"964,2","385,9",0,0,100,0,"2644,7",0,0,"90,7",0,104,0
06-01-2019,17 - 18,0,1261,1225,0,150,0,0,600,1532,0,0,"977,5","333,6",0,0,100,0,"3142,5",0,"0,1",100,0,723,0
06-01-2019,18 - 19,0,"1176,3","926,8",0,150,0,0,"596,3",1532,0,0,1000,"300,4",0,0,100,0,"2902,1",0,0,100,0,723,0
06-01-2019,19 - 20,0,"1003,6","418,7",0,150,0,0,"597,4",1532,0,0,1000,"306,1",0,0,100,0,"2574,3",0,0,100,0,723,0
06-01-2019,20 - 21,0,"840,7",0,0,150,0,0,"535,1","1366,9",0,0,1000,"279,3",0,0,100,0,"2230,6",0,0,100,0,723,0
06-01-2019,21 - 22,0,"1149,4","0,1",0,150,0,0,"568,8","835,6",0,0,"942,4","250,1",0,0,50,0,"1890,2",0,0,"55,1",0,723,0
06-01-2019,22 - 23,0,"1029,6",0,"832,5",150,0,0,"386,9","235,6",0,0,"811,5","227,5",0,0,50,0,1125,0,0,100,0,723,0
06-01-2019,23 - 00,0,"1175,2",0,847,150,0,0,"349,1",0,"364,4",0,"677,9","219,1",0,50,0,0,"860,5",0,0,100,0,"483,2",0
07-01-2019,00 - 01,0,"1318,8",0,"1248,9",0,0,"63,8",0,0,"952,6",0,"478,8",0,0,100,0,0,"420,1",0,0,100,0,0,"135,8"
07-01-2019,01 - 02,0,"1464,4",0,1178,0,0,"241,1",0,0,1532,0,"317,5",0,82,100,0,0,"251,5",0,0,100,0,0,0
07-01-2019,02 - 03,0,"1453,9",0,1134,0,0,"215,7",0,0,1532,0,"338,6",0,"127,1",100,0,0,"260,8",0,0,100,0,0,0
07-01-2019,03 - 04,0,"1516,1",0,1227,0,0,"385,1",0,0,"1492,7",0,"231,6",0,"188,4",100,0,0,"136,2",0,0,100,0,0,572
07-01-2019,04 - 05,0,"1374,3",0,1373,0,0,"195,2",0,0,"892,7",0,"340,3",0,"54,5",100,0,0,"208,1",0,0,"66,3",0,0,"691,4"
07-01-2019,05 - 06,0,"1148,7",0,1476,150,0,0,"334,2",0,"292,7",0,437,"326,2",0,50,0,0,"476,8",0,0,0,100,0,"72,4"
07-01-2019,06 - 07,0,"2795,4","1226,6",0,150,0,0,600,"307,3",0,0,"693,2","543,7",0,0,50,0,"1973,6",0,0,0,100,"546,6",0
07-01-2019,07 - 08,0,"2297,7","2078,6",0,150,0,0,600,"907,3",0,0,"939,2","86,6",0,0,100,0,"3559,7",0,0,0,100,723,0
07-01-2019,08 - 09,0,"1903,9","1634,6",0,150,0,0,"408,7","1357,3",0,0,"871,8",0,0,0,100,0,3700,"20,8",0,0,100,723,0
07-01-2019,09 - 10,0,"1935,2",1526,0,150,0,0,"322,4","1285,6",0,0,"817,7",0,0,0,100,0,"3541,5",0,"0,1",0,100,723,0
07-01-2019,10 - 11,0,"1967,3","1375,8",0,150,0,0,"264,2","1262,2",0,0,"812,8",0,0,0,100,0,"3306,9",0,0,0,100,723,0
07-01-2019,11 - 12,0,2164,"1356,5",0,150,0,0,"269,8","1115,5",0,0,"803,8",0,0,0,100,0,"3074,7",0,0,0,100,723,0
07-01-2019,12 - 13,0,"2552,8","1442,3",0,150,0,0,"254,6","836,5",0,0,"841,5",0,0,0,100,0,"2737,1",0,0,0,100,723,0
07-01-2019,13 - 14,0,"2764,1","1328,6",0,150,0,0,"250,9","578,6",0,0,836,0,0,0,100,0,"2486,1",0,0,0,100,723,0
07-01-2019,14 - 15,0,3063,"1484,8",0,150,0,0,"310,8","232,8",0,0,"822,2",0,0,0,100,0,"2365,1",0,0,0,100,723,0
07-01-2019,15 - 16,0,"3157,7","1086,8",0,150,0,0,"228,3",0,0,0,803,0,0,0,100,0,"1973,4",0,0,0,"100,1",723,0
07-01-2019,16 - 17,0,3300,"1091,7",0,150,0,0,"196,9",0,215,0,"758,2",0,0,0,100,0,"1975,6",0,"19,6",0,100,723,0
07-01-2019,17 - 18,0,3300,"1308,4",0,150,0,0,"334,5",0,815,0,"870,7",0,0,0,100,0,"2250,3",0,400,0,100,723,0
07-01-2019,18 - 19,0,3300,750,0,150,0,0,"23,5",0,1415,0,"678,2",0,0,0,100,0,"1583,1",0,400,0,100,"437,6",0
07-01-2019,19 - 20,0,3300,"600,6",0,"133,2",0,0,0,0,1532,0,"625,6",0,0,0,100,0,"1292,9",0,400,0,100,0,0
07-01-2019,20 - 21,0,"3220,7","42,4",0,0,0,0,0,0,1532,0,"631,8",0,0,0,100,0,"681,7",0,0,0,"134,7",0,0
07-01-2019,21 - 22,0,2582,0,"545,5",0,0,"134,6",0,0,1532,0,"475,9",0,0,0,50,0,588,0,0,0,100,0,0
07-01-2019,22 - 23,0,"2606,3",0,"693,3",0,0,"483,4",0,0,1532,0,"320,3","0,1",0,50,0,0,"322,6",0,0,0,0,0,"316,1"
07-01-2019,23 - 00,0,"2228,7",0,1052,0,"165,4",1000,0,0,1532,0,"44,4",0,"0,1",100,0,0,"117,2",0,0,100,0,0,723
08-01-2019,00 - 01,0,"1904,2",0,1347,0,"35,4","592,5",0,0,1532,0,0,0,0,100,0,0,"72,5",0,0,100,0,0,723
08-01-2019,01 - 02,0,"1828,2",0,1317,0,250,"641,3",0,0,1532,0,0,0,"32,1",100,0,0,"12,5",0,0,100,0,0,"720,2"
08-01-2019,02 - 03,0,"1659,8",0,1402,0,250,"627,6",0,0,1532,"0,1",0,0,"79,2",100,0,0,0,0,"134,2",100,0,0,723
08-01-2019,03 - 04,0,"1673,6",0,"1355,1",0,250,"566,9",0,0,1532,0,0,0,"67,3",100,0,0,0,0,"172,4","66,9",0,0,723
08-01-2019,04 - 05,0,"1855,6",0,"1238,6",0,"144,6","526,2",0,0,1532,0,0,0,0,100,0,0,0,0,"88,9","54,6",0,0,723
08-01-2019,05 - 06,0,"2560,5",0,"441,6",0,0,"319,8",0,0,1532,0,92,"46,2",0,50,0,0,"266,1",0,"0,1",0,"0,1",0,619
08-01-2019,06 - 07,0,"3246,9","512,3",0,150,0,0,0,0,1532,0,"318,1","86,4",0,0,50,0,"1022,3",0,0,0,0,0,0
