Date,Hours,NO1 > NO2,NO2 > NO1,NO1 > SE3,SE3 > NO1,NO4 > SE2,SE2 > NO4,SE2 > NO3,NO3 > SE2,NO2 > DK1,DK1 > NO2,NO3 > NO4,NO4 > NO3,NO4 > SE1,SE1 > NO4,NO1 > NO3,NO3 > NO1,NO1 > NO5,NO5 > NO1,NO5 > NO2,NO2 > NO5,NO3 > NO5,NO5 > NO3
01-01-2017,23 - 00,0,"726,3",0,"533,6",200,0,0,"454,7",0,0,0,"776,7",550,0,100,0,0,"2094,5",0,0,200,0
02-01-2017,00 - 01,0,"702,5",0,"710,8",200,0,0,"72,5",0,"3,5",0,"737,6",550,0,0,100,0,1585,0,0,200,0
02-01-2017,01 - 02,0,"773,8",0,951,"159,9",0,0,0,0,"274,7",0,"767,8",550,0,0,100,0,"1174,6",0,0,"145,2",0
02-01-2017,02 - 03,0,"961,9",0,1034,0,0,"30,4",0,0,"874,7",0,900,"502,8",0,0,100,0,"860,6",0,0,"199,9",0
02-01-2017,03 - 04,0,"855,2",0,1068,0,0,"78,8",0,0,"738,3",0,900,"452,2",0,0,100,0,"935,8",0,0,200,0
02-01-2017,04 - 05,0,"653,1",0,1063,"0,1",0,"68,1",0,0,"138,3",0,900,492,0,0,100,0,"1289,8",0,0,200,0
02-01-2017,05 - 06,0,"1519,6","561,7",0,200,0,0,"437,2","461,7",0,0,"779,9",550,0,0,0,0,"2361,7",0,0,0,0
02-01-2017,06 - 07,0,"1941,9","921,7",0,200,0,0,600,"1061,7",0,0,"736,6",550,0,0,0,0,"2758,1",0,0,0,200
02-01-2017,07 - 08,0,1800,587,0,200,0,0,600,1332,0,0,"772,9",550,0,100,0,0,3000,"89,2",0,0,"153,2"
02-01-2017,08 - 09,0,1900,"475,2",0,200,0,0,600,1332,0,0,"719,2",550,0,100,0,0,3000,"60,1",0,0,300
02-01-2017,09 - 10,0,1900,"523,4",0,200,0,0,600,1332,0,0,"715,7",550,0,100,0,0,3000,33,0,0,300
02-01-2017,10 - 11,0,1855,"489,9",0,200,0,0,600,1332,0,0,689,550,0,100,0,0,2945,0,0,0,300
02-01-2017,11 - 12,0,"1863,7","573,7",0,200,0,0,600,1332,0,0,"688,9",550,0,100,0,0,"2936,3",0,0,0,300
02-01-2017,12 - 13,0,1883,"660,4",0,200,0,0,600,1332,0,0,"711,9",550,0,100,0,0,2917,0,0,0,300
02-01-2017,13 - 14,0,"1881,2","715,2",0,200,0,0,600,1332,0,0,"658,7",550,0,100,0,0,"2918,8",0,0,0,300
02-01-2017,14 - 15,0,"1876,9","683,3",0,200,0,0,600,1332,0,0,"646,4",550,0,100,0,0,"2923,1",0,0,0,300
02-01-2017,15 - 16,0,1900,"612,9",0,200,0,0,600,1332,0,0,"656,5",550,0,100,0,0,3000,"12,8",0,0,300
02-01-2017,16 - 17,0,1900,"515,4",0,200,0,0,600,1332,0,0,"676,5",550,0,100,0,0,3000,"19,3",0,0,300
02-01-2017,17 - 18,0,1900,"557,5",0,200,0,0,600,1332,0,0,"698,2",550,0,100,0,0,3000,"10,1",0,0,300
02-01-2017,18 - 19,0,"1901,2","656,6",0,200,0,0,600,1332,0,0,"723,4",550,0,100,0,0,"2998,8",0,0,0,292
02-01-2017,19 - 20,0,"1853,5",772,0,200,0,0,600,1332,0,0,"736,4",550,0,100,0,0,"2946,5",0,0,0,281
02-01-2017,20 - 21,0,"1794,9","746,7",0,200,0,0,600,1332,0,0,"753,1",550,0,100,0,0,"2905,1",0,"0,1",0,"252,1"
02-01-2017,21 - 22,0,"1807,2","864,6",0,200,0,0,600,1332,0,0,"782,1",550,0,100,0,0,"2892,8",0,0,0,"177,9"
02-01-2017,22 - 23,0,1871,980,0,200,0,0,600,1332,0,0,"795,1",550,0,100,0,0,2829,0,0,0,"122,9"
02-01-2017,23 - 00,0,1662,1080,0,200,0,0,600,"1317,9",0,0,"856,5",550,0,100,0,0,"2890,9",0,0,"33,4",0
03-01-2017,00 - 01,0,"2046,2","1030,6",0,200,0,0,"445,9","717,9",0,0,"784,7",550,0,0,50,0,"2076,3",0,0,0,0
03-01-2017,01 - 02,0,"1913,8","977,2",0,200,0,0,"495,7","542,1",0,0,"822,4",550,0,0,50,0,"2013,3",0,0,"0,1",0
03-01-2017,02 - 03,0,"1684,2","719,4",0,200,0,0,"562,1","497,3",0,0,"852,1",550,0,0,50,0,"1914,5","0,1",0,"0,1",0
03-01-2017,03 - 04,0,"1783,8","845,9",0,200,0,0,600,"369,1",0,0,"855,7",550,0,0,50,0,"1936,7","0,1",0,"18,7",0
03-01-2017,04 - 05,0,"2039,8",1270,0,200,0,0,600,"432,7",0,0,"853,7",550,0,0,50,0,"2166,8",0,0,"113,9",0
03-01-2017,05 - 06,0,"2284,1",1270,0,200,0,0,600,"559,5",0,0,"832,5",550,0,0,100,0,"2180,7",0,0,"47,7",0
03-01-2017,06 - 07,0,"2290,2","1031,7",0,200,0,0,600,"893,7",0,0,"747,1",550,0,0,100,0,"2409,8",0,0,0,"135,6"
03-01-2017,07 - 08,0,"1882,6","680,4",0,200,0,0,600,"1274,2",0,0,"656,2",550,0,0,100,0,"2917,4",0,0,0,"287,3"
03-01-2017,08 - 09,0,1900,"614,8",0,200,0,0,600,"1286,1",0,0,"613,4",550,0,0,100,0,3000,"31,6",0,0,300
03-01-2017,09 - 10,0,"2182,7","638,7",0,200,0,0,600,853,0,0,"595,7",550,0,0,100,0,"2717,3",0,0,0,300
03-01-2017,10 - 11,0,"2261,3","648,7",0,200,0,0,600,"762,5",0,0,588,550,0,0,100,0,"2538,7",0,0,0,300
03-01-2017,11 - 12,0,2300,"746,2",0,200,0,0,600,"348,1",0,0,"572,5",550,0,0,100,0,2500,0,100,0,300
03-01-2017,12 - 13,0,2300,770,0,200,0,0,600,0,152,0,"573,3",550,0,0,100,0,2500,0,100,0,300
03-01-2017,13 - 14,0,2300,"864,3",0,200,0,0,"594,7",0,"514,4",0,"576,5",550,0,0,100,0,2500,0,100,0,300
03-01-2017,14 - 15,0,2300,"843,1",0,200,0,0,"573,8",0,"781,1",0,"588,4","530,9",0,0,100,0,2500,0,100,0,300
03-01-2017,15 - 16,0,2300,770,0,200,0,0,"595,7",0,"1025,5",0,"605,4","506,1",0,0,100,0,2600,0,100,0,300
03-01-2017,16 - 17,0,2300,"661,4",0,200,0,0,600,0,"1022,9",0,"616,9","531,6",0,0,100,0,2600,0,100,0,300
03-01-2017,17 - 18,0,2300,"693,4",0,200,0,0,"599,9",0,"885,8",0,"628,1","548,8",0,0,100,0,2600,0,100,0,300
03-01-2017,18 - 19,0,2300,"774,9",0,200,0,0,600,0,992,0,"649,2",550,0,0,100,0,2600,0,100,0,300
03-01-2017,19 - 20,0,2300,870,0,200,0,0,486,0,"1180,1",0,"633,8",550,0,0,100,0,2500,0,100,0,300
03-01-2017,20 - 21,0,2300,"789,6",0,200,0,0,"412,8",0,"1296,6",0,632,550,0,0,100,0,2400,0,100,0,300
03-01-2017,21 - 22,0,2300,"894,8",0,200,0,0,0,0,1532,0,"600,9",550,0,0,100,0,"2313,1",0,400,0,"61,4"
03-01-2017,22 - 23,0,2300,344,0,200,0,0,0,0,1532,0,"577,4",550,0,0,100,0,"1595,5",0,"392,8",0,"186,3"
03-01-2017,23 - 00,0,"2120,7",0,"144,6",0,0,0,0,0,1532,0,"793,8","452,9",0,0,100,0,"992,5",0,0,0,0
04-01-2017,00 - 01,0,"2007,7",0,284,0,0,"876,9",0,0,1532,0,147,0,0,0,0,0,"878,1",0,"0,1",200,0
04-01-2017,01 - 02,0,"1904,6",0,242,0,"79,3",1000,0,0,1532,0,"20,6",0,"18,3",0,0,0,"911,8",0,0,200,0
04-01-2017,02 - 03,0,"1951,8",0,281,0,"74,5",1000,0,0,1532,0,"12,6",0,"23,9",0,0,0,"805,8","0,1",0,200,0
04-01-2017,03 - 04,0,"1896,1",0,344,0,"36,7","993,9",0,0,1532,0,0,0,0,0,0,0,"825,8",0,0,200,0
04-01-2017,04 - 05,0,"1918,1",0,527,0,0,"773,4",0,0,1532,0,"202,4",0,0,0,0,0,"726,5",0,0,200,0
04-01-2017,05 - 06,0,"1858,7",0,"724,7","113,1",0,0,0,0,1532,0,"727,1",500,0,0,0,0,784,0,0,"128,7",0
04-01-2017,06 - 07,0,2300,0,"65,9","48,4",0,0,0,0,1532,0,"760,2",500,0,0,100,0,1480,0,100,0,0
04-01-2017,07 - 08,0,2300,770,0,200,0,0,"165,3",0,932,0,"645,8",500,0,0,100,0,"2637,9",0,100,0,"130,5"
04-01-2017,08 - 09,0,2300,670,0,200,0,0,"526,6",0,"358,7",0,"659,6",500,0,0,100,0,"2744,2",0,100,0,300
04-01-2017,09 - 10,0,2300,670,0,200,0,0,"501,9",0,"413,5",0,636,500,0,0,100,0,"2718,1",0,100,0,300
04-01-2017,10 - 11,0,2300,670,0,200,0,0,493,0,"252,3",0,"634,7",500,0,0,100,0,"2663,5",0,100,0,300
04-01-2017,11 - 12,0,2300,"663,1",0,200,0,0,"522,1",0,"184,1",0,"631,4",500,0,0,100,0,2600,0,100,0,300
04-01-2017,12 - 13,0,2300,670,0,200,0,0,"471,7",0,"4,5",0,603,500,0,0,100,0,2600,0,100,0,300
04-01-2017,13 - 14,0,2300,670,0,200,0,0,"453,2",0,"70,7",0,"591,1",500,0,0,100,0,2600,0,100,0,300
04-01-2017,14 - 15,0,2300,670,0,200,0,0,422,0,"3,5",0,"574,8",500,0,0,100,0,2600,0,100,0,300
04-01-2017,15 - 16,0,2300,670,0,200,0,0,"543,9","3,3",0,0,"663,6","408,5",0,0,100,0,2700,0,100,0,300
04-01-2017,16 - 17,0,2300,570,0,200,0,0,600,"308,3",0,0,"708,6","395,6",0,0,100,0,2800,0,100,0,300
04-01-2017,17 - 18,0,2300,570,0,200,0,0,600,"540,5",0,0,"683,4","448,1",0,0,100,0,2800,0,"93,3",0,300
04-01-2017,18 - 19,0,2300,670,0,200,0,0,600,"361,5",0,0,"689,3","454,1",0,0,100,0,2800,0,100,0,300
04-01-2017,19 - 20,0,2300,"636,4",0,200,0,0,"461,8",306,0,0,"649,2",500,0,0,100,0,2600,0,"30,8",0,300
04-01-2017,20 - 21,0,2300,"743,2",0,200,0,0,"474,3","144,9",0,0,"668,2",500,0,0,100,0,2600,0,100,0,300
04-01-2017,21 - 22,0,2300,870,0,200,0,0,"432,8","124,1",0,0,690,500,0,0,100,0,2600,0,"152,4",0,300
04-01-2017,22 - 23,0,2300,970,0,200,0,0,"461,9","107,8",0,0,"726,1",500,0,0,100,0,2500,0,"48,8",0,300
04-01-2017,23 - 00,0,"1972,1","964,4",0,200,0,0,"122,9",0,0,0,"757,1",500,0,0,0,0,"2667,6",0,0,"0,1",0
05-01-2017,00 - 01,0,"2214,3","956,9",0,200,0,0,"132,4",0,0,0,"793,4",500,0,100,0,0,"2486,8",0,0,0,0
05-01-2017,01 - 02,0,"1873,9","610,2",0,200,0,0,200,0,0,0,"815,1",500,0,100,0,0,"2444,6",0,0,0,"0,1"
05-01-2017,02 - 03,0,"1863,4",619,0,200,0,0,"224,9",0,0,0,"816,7",500,0,100,0,0,"2415,9",0,0,0,0
05-01-2017,03 - 04,0,"2050,3","837,7",0,200,0,0,"274,4",0,0,0,"842,9",500,0,100,0,0,"2452,3",0,0,0,"0,1"
05-01-2017,04 - 05,0,2203,1060,0,200,0,0,"364,9","153,3",0,0,"865,4",500,0,100,0,0,"2557,9",0,"0,1",0,"0,1"
05-01-2017,05 - 06,0,"2268,8",960,0,200,0,0,600,"637,3",0,0,"875,5",500,0,100,0,0,"2531,2",0,0,0,200
05-01-2017,06 - 07,0,"2008,4",660,0,200,0,0,600,"1237,3",0,0,900,500,0,0,50,0,"2991,6",0,0,0,200
05-01-2017,07 - 08,0,2100,372,0,200,0,0,600,1532,0,0,"807,7",500,0,0,50,0,3000,"310,8",0,0,300
05-01-2017,08 - 09,0,2200,"245,5",0,200,0,0,600,"1508,6",0,0,"845,2",500,0,0,50,0,3000,400,0,0,"288,9"
05-01-2017,09 - 10,0,2200,"280,6",0,200,0,0,600,1532,0,0,"830,1",500,0,0,50,0,3000,400,0,0,300
05-01-2017,10 - 11,0,2100,207,0,200,0,0,600,1532,0,0,"797,3",500,0,0,50,0,3000,345,0,0,300
05-01-2017,11 - 12,0,2000,158,0,200,0,0,600,1532,0,0,"824,9",500,0,0,50,0,3000,"259,5",0,0,300
05-01-2017,12 - 13,0,2000,"222,4",0,200,0,0,600,1532,0,0,"881,2",500,0,0,50,0,3000,280,0,0,300
05-01-2017,13 - 14,0,2000,"277,5",0,200,0,0,600,1532,0,0,835,500,0,0,50,0,3000,"271,2",0,0,300
05-01-2017,14 - 15,0,2000,"280,9",0,200,0,0,600,1532,0,0,810,500,0,0,50,0,3000,"277,6",0,0,300
05-01-2017,15 - 16,0,2100,"259,5",0,200,0,0,600,1532,0,0,"813,1",500,0,0,50,0,3000,392,0,0,300
05-01-2017,16 - 17,0,2200,"218,4",0,200,0,0,600,1532,0,0,"850,3",500,0,0,50,0,3000,400,0,0,300
05-01-2017,17 - 18,0,2200,"233,4",0,200,0,0,600,1532,0,0,"874,6",500,0,0,50,0,3000,400,0,0,"299,4"
05-01-2017,18 - 19,0,2200,334,0,200,0,0,600,1532,0,0,900,500,0,0,50,0,3000,400,0,0,"231,1"
05-01-2017,19 - 20,0,2000,"271,5",0,200,0,0,600,1532,0,0,900,500,0,0,50,0,3000,"365,6",0,0,"195,9"
05-01-2017,20 - 21,0,2000,"363,3",0,200,0,0,600,1532,0,0,900,500,0,0,50,0,3000,"346,2",0,0,"157,8"
05-01-2017,21 - 22,0,1900,"437,9",0,200,0,0,600,1532,0,0,900,500,0,0,0,0,3000,"236,1",0,0,"127,5"
05-01-2017,22 - 23,0,1800,660,0,200,0,0,600,1532,0,0,900,500,0,0,0,0,3000,"122,4",0,0,"114,3"
05-01-2017,23 - 00,0,1800,860,0,200,0,0,600,1532,0,0,900,500,0,100,0,0,3000,"187,4",0,"40,3",0
06-01-2017,00 - 01,0,"1609,5",860,0,100,0,0,600,1532,0,0,800,500,0,100,0,0,"2975,9",0,0,"48,9",0
06-01-2017,01 - 02,0,"1571,9",860,0,100,0,0,600,1532,0,0,800,500,0,100,0,0,"2907,1",0,"0,1","61,6",0
06-01-2017,02 - 03,0,"1585,9",960,0,100,0,0,600,1532,0,0,800,500,0,100,0,0,"2927,8",0,0,"86,2",0
06-01-2017,03 - 04,0,1580,960,0,100,0,0,600,1532,0,0,800,500,0,100,0,0,"2942,1",0,0,"86,8",0
06-01-2017,04 - 05,0,"1571,3",960,0,100,0,0,600,1532,0,0,800,500,0,100,0,0,"2973,8",0,0,"105,6",0
06-01-2017,05 - 06,0,1676,860,0,100,0,0,600,1532,0,0,800,500,0,100,0,0,3000,"64,2",0,"90,2",0
06-01-2017,06 - 07,0,"1905,4",660,0,100,0,0,600,1532,0,0,800,500,0,0,50,0,3000,"231,2",0,0,"63,6"
06-01-2017,07 - 08,0,2100,"293,8",0,100,0,0,600,1532,0,0,800,500,0,0,50,0,3000,400,0,0,"131,2"
06-01-2017,08 - 09,0,2100,112,0,100,0,0,600,1532,0,0,800,500,0,0,50,0,3000,400,0,0,"202,6"
06-01-2017,09 - 10,0,2100,"185,7",0,100,0,0,600,"1196,7",0,0,800,500,0,0,50,0,3000,"93,2",0,0,"213,6"
06-01-2017,10 - 11,0,2230,"292,6",0,100,0,0,600,"825,3",0,0,800,500,0,0,50,0,2870,0,0,0,"226,1"
06-01-2017,11 - 12,0,"2212,3","337,3",0,100,0,0,600,"529,8",0,0,800,500,0,0,50,0,"2787,7",0,0,0,"260,6"
06-01-2017,12 - 13,0,2300,"381,9",0,100,0,0,600,"294,2",0,0,800,500,0,0,50,0,2700,0,92,0,"282,2"
06-01-2017,13 - 14,0,2300,460,0,100,0,0,600,0,"46,1",0,800,500,0,0,50,0,2700,0,100,0,"258,5"
06-01-2017,14 - 15,0,2300,"503,3",0,100,0,0,600,0,"94,7",0,800,500,0,0,50,0,2700,0,100,0,"255,9"
06-01-2017,15 - 16,0,2300,560,0,100,0,0,600,0,"345,8",0,800,500,0,0,50,0,2800,0,100,0,"220,4"
06-01-2017,16 - 17,0,2300,560,0,100,0,0,600,0,295,0,800,500,0,0,50,0,2800,0,100,0,"186,6"
06-01-2017,17 - 18,0,2300,660,0,100,0,0,600,"102,4",0,0,800,500,0,0,50,0,2800,0,100,0,"149,8"
06-01-2017,18 - 19,0,2300,660,0,100,0,0,600,0,"81,7",0,800,500,0,0,50,0,"2670,9",0,100,0,"110,3"
06-01-2017,19 - 20,0,2300,660,0,100,0,0,600,0,"427,6",0,800,500,0,0,50,0,"2558,5",0,100,0,115
06-01-2017,20 - 21,0,2300,760,0,100,0,0,600,0,"589,7",0,800,500,0,0,50,0,"2559,6",0,100,0,"93,5"
06-01-2017,21 - 22,0,2300,760,0,100,0,0,600,0,"770,3",0,800,500,0,0,0,0,"2354,5",0,"258,1",0,"77,9"
06-01-2017,22 - 23,0,2300,960,0,100,0,0,600,0,"870,6",0,800,500,0,0,0,0,"2238,3",0,"141,8",0,"56,2"
06-01-2017,23 - 00,0,"1596,3",0,"178,6",100,0,0,"428,2",0,"1021,4",0,800,500,0,100,0,0,"1626,8",0,0,200,0
07-01-2017,00 - 01,0,"1915,2","137,2",0,100,0,0,"515,6",0,"1359,7",0,800,500,0,100,0,0,"1556,5",0,0,0,0
07-01-2017,01 - 02,0,"1957,3",0,0,100,0,0,"414,4",0,1532,0,800,500,0,100,0,0,"1242,9",0,0,"87,7",0
07-01-2017,02 - 03,0,"1822,1",0,"225,4",100,0,0,"300,3",0,1532,0,800,500,0,100,0,0,"1082,3",0,0,200,0
07-01-2017,03 - 04,0,"1791,5",0,"413,2",100,0,0,"252,2",0,1532,0,800,500,0,100,0,0,"878,3",0,0,200,0
07-01-2017,04 - 05,0,"1629,1",0,"484,4",100,0,0,"280,2",0,1532,0,800,500,0,100,0,0,"981,6",0,0,"199,9",0
07-01-2017,05 - 06,0,"1811,6",0,0,100,0,0,290,0,"1440,3",0,800,500,0,100,0,0,1282,0,0,200,0
07-01-2017,06 - 07,0,"1552,3",0,"162,7",100,0,0,"308,3",0,"1006,4",0,800,500,0,100,0,0,"1543,9",0,0,200,0
07-01-2017,07 - 08,0,"1584,9",0,"0,1",100,0,0,"278,6",0,"406,4",0,800,500,0,100,0,0,"1910,1",0,0,200,0
07-01-2017,08 - 09,0,"1736,4","555,8",0,100,0,0,408,0,"120,8",0,800,500,0,100,0,0,"2513,5",0,0,0,0
07-01-2017,09 - 10,0,"2129,7","852,9",0,100,0,0,600,0,"6,1",0,800,500,0,100,0,0,"2570,3",0,0,0,"220,3"
07-01-2017,10 - 11,0,"2237,3","751,3",0,100,0,0,600,"119,9",0,0,800,500,0,100,0,0,"2562,7","0,1",0,0,"261,2"
07-01-2017,11 - 12,0,2191,"679,9",0,100,0,0,600,"221,3",0,0,800,500,0,100,0,0,2609,0,0,0,"286,4"
07-01-2017,12 - 13,0,"2250,7",733,0,100,0,0,600,"218,5",0,0,800,500,0,100,0,0,"2549,3",0,0,0,"283,6"
07-01-2017,13 - 14,0,"2242,6","815,4",0,100,0,0,600,261,0,0,800,500,0,100,0,0,"2557,4",0,0,0,269
07-01-2017,14 - 15,0,"2230,4","804,7",0,100,0,0,600,"376,6",0,0,800,500,0,100,0,0,"2569,6",0,0,0,271
07-01-2017,15 - 16,0,"2101,8","660,4",0,100,0,0,600,"664,7",0,0,800,500,0,100,0,0,"2698,2",0,0,0,"176,1"
07-01-2017,16 - 17,0,"1958,6","600,1",0,100,0,0,600,"897,5",0,0,800,500,0,100,0,0,"2841,4",0,0,0,"167,9"
07-01-2017,17 - 18,0,"1806,5","611,2",0,100,0,0,600,"1074,6",0,0,800,500,0,100,0,0,"2993,5",0,0,0,"144,9"
07-01-2017,18 - 19,0,1800,"632,2",0,100,0,0,600,"1142,3",0,0,800,500,0,100,0,0,3000,"48,2",0,0,"109,3"
07-01-2017,19 - 20,0,"1833,2","718,3",0,100,0,0,600,1042,0,0,800,500,0,100,0,0,"2966,8",0,0,0,"87,8"
07-01-2017,20 - 21,0,"1827,2","816,1",0,100,0,0,600,"1098,8",0,0,800,500,0,100,0,0,"2972,8",0,0,0,"36,6"
07-01-2017,21 - 22,0,"1814,7","954,3",0,100,0,0,600,"1142,8",0,0,800,500,0,100,0,0,"2985,3","0,1",0,"3,1",0
07-01-2017,22 - 23,0,1814,"1047,7",0,100,0,0,600,"1013,9",0,0,800,500,0,100,0,0,2886,"0,1",0,0,"55,1"
07-01-2017,23 - 00,0,"1674,5",1060,0,100,0,0,"578,4","836,5",0,0,800,500,0,100,0,0,2881,0,0,0,0
08-01-2017,00 - 01,0,"1375,8",1060,0,100,0,0,600,"976,3",0,0,800,500,0,100,0,0,3000,15,0,"93,6",0
08-01-2017,01 - 02,0,"1100,2","879,6",0,100,0,0,600,"1013,4",0,0,800,500,0,100,0,0,"2981,9",0,0,"69,5",0
08-01-2017,02 - 03,0,"835,2","675,1",0,100,0,0,600,"1042,9",0,0,800,500,0,100,0,0,"2976,3",0,0,"72,5",0
08-01-2017,03 - 04,0,"758,9","660,5",0,100,0,0,600,"1191,7",0,0,800,500,0,100,0,0,3000,"28,2",0,"111,7",0
08-01-2017,04 - 05,0,"846,2","743,3",0,100,0,0,"599,9","1444,7",0,0,800,500,0,100,0,0,3000,"112,7",0,"159,6",0
08-01-2017,05 - 06,0,"1212,6",1060,0,100,0,0,600,"1267,6",0,0,800,500,0,100,0,0,3000,"142,5",0,"178,7",0
08-01-2017,06 - 07,0,"1335,4",1060,0,100,0,0,600,"1331,5",0,0,800,500,0,100,0,0,3000,"175,7",0,200,0
08-01-2017,07 - 08,0,"559,4","113,9",0,100,0,0,600,"1374,1",0,0,800,500,0,100,0,0,3000,"69,8",0,"123,2",0
08-01-2017,08 - 09,0,"991,8",401,0,100,0,0,600,1439,0,0,800,500,0,100,0,0,3000,"159,4",0,"171,1",0
08-01-2017,09 - 10,0,1700,"950,2",0,100,0,0,600,1532,0,0,800,500,0,100,0,0,3000,"257,6",0,"191,7",0
08-01-2017,10 - 11,0,1800,"959,4",0,100,0,0,600,1532,0,0,800,500,0,100,0,0,3000,"214,4",0,"173,1",0
08-01-2017,11 - 12,0,1800,"903,3",0,100,0,0,600,1493,0,0,800,500,0,100,0,0,3000,"175,7",0,"137,1",0
08-01-2017,12 - 13,0,1800,"898,9",0,100,0,0,600,"1399,6",0,0,800,500,0,100,0,0,3000,"143,7",0,"108,2",0
08-01-2017,13 - 14,0,"1703,5","832,4",0,100,0,0,600,"1169,8",0,0,800,500,0,100,0,0,3000,"32,4",0,"19,7",0
08-01-2017,14 - 15,0,"1799,8","910,3",0,100,0,0,"589,1","1019,7",0,0,800,500,0,100,0,0,3000,"33,4",0,0,0
08-01-2017,15 - 16,0,1800,"832,7",0,100,0,0,"599,9",1330,0,0,800,500,0,100,0,0,3000,"94,9",0,"45,3",0
08-01-2017,16 - 17,0,1800,"726,5",0,100,0,0,600,1532,0,0,800,500,0,100,0,0,3000,"177,2",0,"54,2",0
08-01-2017,17 - 18,0,1800,"732,5",0,100,0,0,600,1532,0,0,800,500,0,100,0,0,3000,"177,2",0,"42,3",0
08-01-2017,18 - 19,0,1800,"813,8",0,100,0,0,600,1532,0,0,800,500,0,100,0,0,3000,161,0,"34,3",0
08-01-2017,19 - 20,0,1800,"889,4",0,100,0,0,600,"1431,6",0,0,800,500,0,100,0,0,3000,67,0,"9,7",0
08-01-2017,20 - 21,0,1800,"938,5",0,100,0,0,"582,6","841,4",0,0,800,500,0,100,0,0,3000,"0,1",0,0,"4,5"
08-01-2017,21 - 22,0,"1796,3",1060,0,100,0,0,600,"1374,5",0,0,800,500,0,100,0,0,3000,"127,8",0,"49,7",0
08-01-2017,22 - 23,0,"1338,8","757,3",0,100,0,0,"556,2","774,5",0,0,800,500,0,100,0,0,2968,0,0,0,0
