År,Uke,NO 1,NO 2,NO 3,NO 4,NO 5,NORGE,VASS 1,VASS 2,VASS 3
2012,18,"0,273070245981216","0,509270489215851","0,30032753944397","0,491797834634781","0,262766987085342","0,418179839849472","0,413168907165527","0,394038617610931","0,445562422275543"
2012,19,"0,296162813901901","0,50465190410614","0,289154231548309","0,477669894695282","0,247589081525803","0,410461336374283","0,416151404380798","0,376640647649765","0,431723952293396"
2012,20,"0,338744282722473","0,505394637584686","0,30246764421463","0,475105673074722","0,239123240113258","0,412720918655396","0,425479501485825","0,367540836334228","0,434186697006226"
2012,21,"0,481553316116333","0,558974146842957","0,394332855939865","0,491463094949722","0,287568718194962","0,466538280248642","0,503282308578491","0,404868900775909","0,469834864139557"
2012,22,"0,546955943107605","0,59405118227005","0,447257876396179","0,515053391456604","0,335551589727402","0,505410075187683","0,555408477783203","0,430988311767578","0,501778960227966"
2012,23,"0,580484509468079","0,606850266456604","0,493251472711563","0,540550172328949","0,359905272722244","0,528272271156311","0,579742133617401","0,440791040658951","0,533827722072601"
2012,24,"0,663619101047516","0,640475273132324","0,558315098285675","0,56804358959198","0,421957820653915","0,572766900062561","0,635914206504822","0,475696563720703","0,570811450481415"
2012,25,"0,728853523731232","0,684572041034698","0,64593768119812","0,620887815952301","0,487654805183411","0,629091620445252","0,694805443286896","0,520189583301544","0,633809745311737"
2012,26,"0,776472210884094","0,728932559490204","0,732410669326782","0,663624167442322","0,565699756145477","0,684308052062988","0,749210119247436","0,579423129558563","0,686683118343353"
2012,27,"0,81791079044342","0,776781916618347","0,802479147911072","0,725253105163574","0,649092137813568","0,744341313838959","0,803057372570038","0,6456418633461","0,749749183654785"
2012,28,"0,903241276741028","0,819934487342834","0,860076904296875","0,769112706184387","0,728908002376556","0,799422144889832","0,866183638572693","0,696379542350769","0,797720372676849"
2012,29,"0,901284158229828","0,835674464702606","0,882814049720764","0,801131904125214","0,759497761726379","0,821451961994171","0,878578960895538","0,725514829158783","0,826635599136352"
2012,30,"0,903323709964752","0,861504435539246","0,915512800216675","0,832441210746765","0,805972456932068","0,851775348186493","0,895480155944824","0,775997519493103","0,857777535915375"
2012,31,"0,903436243534088","0,869388461112976","0,920293867588043","0,854635179042816","0,827244222164154","0,864868760108948","0,900572061538696","0,795624017715454","0,876048862934112"
2012,32,"0,909911692142486","0,874151825904846","0,924270987510681","0,859601497650146","0,838167488574982","0,870962858200073","0,904435098171234","0,80673736333847","0,880852520465851"
2012,33,"0,906360507011414","0,875799715518951","0,912932932376862","0,863956391811371","0,849353015422821","0,873512268066406","0,903370201587677","0,817540645599365","0,881206274032593"
2012,34,"0,914066672325134","0,876700818538666","0,911308765411377","0,865953326225281","0,858413755893707","0,876535475254059","0,902740836143494","0,829071164131164","0,881868422031403"
2012,35,"0,912501335144043","0,887582361698151","0,909261465072632","0,867468535900116","0,869682252407074","0,883145391941071","0,908322691917419","0,84640234708786","0,88069349527359"
2012,36,"0,903547823429108","0,901632905006409","0,932304501533508","0,888212203979492","0,900224387645721","0,901402354240418","0,913646221160889","0,883261024951935","0,900443434715271"
2012,37,"0,906783878803253","0,924741208553314","0,950575768947601","0,896855354309082","0,921060383319855","0,918802678585052","0,924977421760559","0,918485045433044","0,910767197608948"
2012,38,"0,905376374721527","0,93383002281189","0,941408693790436","0,899969816207886","0,921328723430634","0,922158598899841","0,927026748657226","0,927822470664978","0,910766065120697"
2012,39,"0,904846966266632","0,925734162330628","0,916458070278168","0,895453929901123","0,904377579689026","0,911952078342438","0,916073024272919","0,918267905712128","0,901007294654846"
2012,40,"0,909734845161438","0,945381999015808","0,906701445579529","0,891985416412354","0,908149242401123","0,91901421546936","0,929406404495239","0,931035816669464","0,894753515720368"
2012,41,"0,897060334682464","0,933727502822876","0,898007273674011","0,885589778423309","0,893188118934631","0,908150613307953","0,914432764053345","0,921449422836304","0,888327121734619"
2012,42,"0,896301627159119","0,930947601795196","0,873052716255188","0,874210834503174","0,876950442790985","0,898560225963592","0,907869935035706","0,913505733013153","0,873255610466004"
2012,43,"0,88170313835144","0,915753483772278","0,856997430324554","0,861473441123962","0,855501890182495","0,88263463973999","0,888166666030884","0,901194036006928","0,859321892261505"
2012,44,"0,872201323509216","0,904911577701569","0,834052383899689","0,845883250236511","0,833724975585938","0,867354452610016","0,874033391475678","0,886617004871368","0,841897428035736"
2012,45,"0,863508105278015","0,89953351020813","0,814496576786041","0,83197557926178","0,815210700035095","0,855677843093872","0,863754868507385","0,877226769924164","0,826384842395782"
2012,46,"0,850131213665009","0,904205560684204","0,805417060852051","0,82221657037735","0,80746340751648","0,851836144924164","0,85716050863266","0,886603891849518","0,81494265794754"
2012,47,"0,848162472248077","0,917479276657104","0,796533048152924","0,811342597007751","0,801669418811798","0,852329552173614","0,862930059432984","0,892923474311829","0,803355991840362"
2012,48,"0,815335273742676","0,895071446895599","0,759937465190888","0,791074633598328","0,768896818161011","0,826191544532776","0,83634090423584","0,865681052207947","0,778769373893738"
2012,49,"0,76665073633194","0,862729966640472","0,717480957508087","0,764573514461517","0,726051807403564","0,790957093238831","0,797293424606323","0,830501437187195","0,748617708683014"
2012,50,"0,72227942943573","0,832294344902039","0,673927307128906","0,739921152591705","0,685043513774872","0,757467269897461","0,761037707328796","0,796154797077179","0,719581544399261"
2012,51,"0,678032338619232","0,80151093006134","0,631997048854828","0,715087592601776","0,64532208442688","0,724228501319885","0,724580883979797","0,762349247932434","0,691156804561615"
2012,52,"0,645527720451355","0,782069742679596","0,607107996940613","0,695907652378082","0,623569905757904","0,702933728694916","0,698298096656799","0,747664391994476","0,670920193195343"
2011,1,"0,455863744020462","0,404005974531174","0,398340821266174","0,463912039995194","0,432681769132614","0,426857233047485","0,422732532024384","0,414487093687058","0,442985773086548"
2011,2,"0,421885639429092","0,381563782691956","0,375105261802673","0,443680286407471","0,411715626716614","0,404353946447372","0,39850789308548","0,392071902751923","0,422722905874252"
2011,3,"0,388672322034836","0,363313138484955","0,36276912689209","0,427844107151032","0,394274830818176","0,386389881372452","0,37505567073822","0,379058957099915","0,407907754182816"
2011,4,"0,349933415651321","0,337380260229111","0,339337706565857","0,416998207569122","0,370137304067612","0,363720834255218","0,34597310423851","0,35533407330513","0,39477002620697"
2011,5,"0,318655878305435","0,318809419870377","0,31765627861023","0,408129215240478","0,351042002439499","0,346128404140472","0,322470307350159","0,339762836694717","0,383400291204452"
2011,6,"0,291044622659683","0,298283725976944","0,292121827602386","0,395612627267838","0,328786462545395","0,326139777898788","0,300054848194122","0,317605376243591","0,368531465530396"
2011,7,"0,258036464452744","0,271229207515717","0,256487756967545","0,374501347541809","0,293775588274002","0,297602146863937","0,272185295820236","0,283218324184418","0,344097703695297"
2011,8,"0,224450558423996","0,243808090686798","0,223178386688232","0,353491336107254","0,257505804300308","0,268882244825363","0,241692081093788","0,252193927764893","0,319734305143356"
2011,9,"0,192567601799965","0,218689396977425","0,20140378177166","0,340941846370697","0,23463648557663","0,247030973434448","0,215553939342499","0,228808417916298","0,304962486028671"
2011,10,"0,161658734083176","0,196004986763","0,181659832596779","0,329102605581284","0,213842257857323","0,226995959877968","0,190070986747742","0,209640771150589","0,291514903306961"
2011,11,"0,134099692106247","0,173134014010429","0,156806394457817","0,312189221382141","0,188245356082916","0,204448744654655","0,16448463499546","0,187973693013191","0,272303581237793"
2011,12,"0,1180075481534","0,167060971260071","0,148806750774384","0,301693230867386","0,180874615907669","0,196191176772118","0,154610365629196","0,18625870347023","0,26062548160553"
2011,13,"0,102027744054794","0,151904180645943","0,134094342589378","0,287756681442261","0,161626815795898","0,180482223629951","0,136010825634003","0,174134790897369","0,245739281177521"
2011,14,"0,110497020184994","0,174908190965652","0,142703145742416","0,28204944729805","0,164056435227394","0,190156787633896","0,154281958937645","0,185035020112991","0,242800444364548"
2011,15,"0,163185432553291","0,190944880247116","0,159325733780861","0,283519744873047","0,162960484623909","0,201913997530937","0,175676241517067","0,188992321491241","0,248263448476791"
2011,16,"0,252346634864807","0,221242442727089","0,203926339745522","0,289498209953308","0,180419981479645","0,229421585798264","0,216693297028542","0,208003371953964","0,264862984418869"
2011,17,"0,311145544052124","0,254788607358932","0,259669721126556","0,294008612632751","0,204504922032356","0,258219182491302","0,255508184432983","0,231846660375595","0,284421235322952"
2011,18,"0,333243548870087","0,264578461647034","0,279799312353134","0,292444139719009","0,219275951385498","0,268238753080368","0,27163377404213","0,238739594817162","0,288900166749954"
2011,19,"0,417234063148499","0,300402879714966","0,380848288536072","0,308160752058029","0,272332072257996","0,312686234712601","0,321816146373749","0,28061380982399","0,327833116054535"
2011,20,"0,461011588573456","0,326038628816605","0,423469871282578","0,340161174535751","0,298832923173904","0,342943221330643","0,352241784334183","0,304949998855591","0,362926930189133"
2011,21,"0,488955527544022","0,365031182765961","0,468278378248215","0,382606267929077","0,32395601272583","0,379763513803482","0,387289524078369","0,337441504001617","0,405834019184113"
2011,22,"0,53701114654541","0,410293757915497","0,529087066650391","0,438102275133133","0,36985519528389","0,429302543401718","0,436167418956757","0,380506098270416","0,461799710988998"
2011,23,"0,743639886379242","0,468183606863022","0,661609351634979","0,534649252891541","0,504199385643005","0,529442667961121","0,548458695411682","0,454547762870789","0,567913055419922"
2011,24,"0,799768269062042","0,511207759380341","0,722277283668518","0,59034126996994","0,577834904193878","0,584287405014038","0,601202189922333","0,509827375411987","0,625212669372559"
2011,25,"0,810489654541016","0,536782741546631","0,752678155899048","0,638104140758514","0,630403578281403","0,619968175888062","0,632797718048096","0,542663276195526","0,668822526931763"
2011,26,"0,829711735248566","0,597058296203613","0,802911877632141","0,674910485744476","0,712423622608185","0,675286829471588","0,692775905132294","0,611376285552978","0,706417083740234"
2011,27,"0,859242618083954","0,6267871260643","0,824266374111176","0,705203771591186","0,760571897029877","0,708014190196991","0,728492796421051","0,645017623901367","0,734340906143188"
2011,28,"0,860391616821289","0,644094169139862","0,833003580570221","0,727644860744476","0,778056681156158","0,724585473537445","0,743644952774048","0,660875618457794","0,753431499004364"
2011,29,"0,904507040977478","0,677164971828461","0,845066010951996","0,752659738063812","0,813948631286621","0,754998624324799","0,787721395492554","0,679310441017151","0,775707364082336"
2011,30,"0,930800378322601","0,691196739673614","0,866164863109589","0,769426941871643","0,842140316963196","0,774085104465485","0,80872505903244","0,696434378623962","0,793893039226532"
2011,31,"0,918010830879211","0,693719327449799","0,866135895252228","0,77494889497757","0,847313284873962","0,776531457901001","0,808143854141235","0,701412200927734","0,798247456550598"
2011,32,"0,90341728925705","0,693016767501831","0,874839842319489","0,776394665241241","0,842667281627655","0,775517225265503","0,803159058094025","0,69941920042038","0,803411960601806"
2011,33,"0,930922448635101","0,686878681182861","0,882091104984284","0,786403656005859","0,84597635269165","0,778738021850586","0,803693890571594","0,698250472545624","0,814000427722931"
2011,34,"0,951284825801849","0,695442497730255","0,875241041183472","0,785800397396088","0,863166809082031","0,786167562007904","0,817077457904816","0,709542512893677","0,810116410255432"
2011,35,"0,959480404853821","0,705648481845856","0,881051421165466","0,78838711977005","0,874271392822266","0,794189810752869","0,830025970935822","0,717441916465759","0,81161642074585"
2011,36,"0,978401780128479","0,739833891391754","0,885703802108765","0,801075041294098","0,896599471569061","0,816931068897247","0,860611796379089","0,742960572242737","0,821428775787354"
2011,37,"0,967576920986176","0,771901607513428","0,915247559547424","0,817586541175842","0,920839965343475","0,840552985668182","0,88215833902359","0,772807657718658","0,842518866062164"
2011,38,"0,960455775260925","0,794873893260956","0,920414626598358","0,818994879722595","0,928881704807282","0,851593315601349","0,896555364131928","0,789361834526062","0,844327509403229"
2011,39,"0,947072148323059","0,805014967918396","0,935758769512176","0,83892285823822","0,944719970226288","0,864072382450104","0,899993777275086","0,809603452682495","0,862330377101898"
2011,40,"0,939772486686706","0,825580716133118","0,948944985866546","0,858191907405853","0,951049983501434","0,878794968128204","0,90913188457489","0,829048454761505","0,880527138710022"
2011,41,"0,917967617511749","0,827872753143311","0,939921796321869","0,854576528072357","0,932551443576813","0,872706651687622","0,900570034980774","0,825218677520752","0,875834882259369"
2011,42,"0,91011106967926","0,832894325256348","0,936394274234772","0,86300802230835","0,92313951253891","0,873867988586426","0,896609425544739","0,829986095428467","0,880802989006042"
2011,43,"0,90966010093689","0,832629919052124","0,929621636867523","0,86173814535141","0,914137363433838","0,870939910411835","0,894167482852936","0,826663374900818","0,877558290958404"
2011,44,"0,913086175918579","0,844836235046387","0,93282675743103","0,875851273536682","0,925003349781036","0,881814658641815","0,901739001274109","0,842930495738983","0,888265192508698"
2011,45,"0,904807209968567","0,835939109325409","0,909445822238922","0,876620590686798","0,90607762336731","0,871752560138702","0,888776183128357","0,8310187458992","0,883687436580658"
2011,46,"0,879216432571411","0,816165745258331","0,888298451900482","0,878803253173828","0,879815876483917","0,855276763439178","0,860880255699158","0,816934466362","0,880530118942261"
2011,47,"0,859291315078735","0,824242413043976","0,871959209442139","0,870302319526672","0,875201761722565","0,852525472640991","0,857691049575806","0,825299024581909","0,868861258029938"
2011,48,"0,843360483646393","0,84993714094162","0,862854063510895","0,860730528831482","0,872910261154175","0,857942342758179","0,86707603931427","0,843493700027466","0,858011662960052"
2011,49,"0,812778890132904","0,836121737957001","0,832064151763916","0,840212762355804","0,844372093677521","0,836725652217865","0,845045685768128","0,825018763542175","0,83554470539093"
2011,50,"0,787356078624725","0,824061453342438","0,799869239330292","0,826155126094818","0,816434264183044","0,818053126335144","0,824295401573181","0,809279501438141","0,817158699035644"
2011,51,"0,752437472343445","0,8083336353302","0,772114515304566","0,811219274997711","0,789887070655823","0,797796189785004","0,7997607588768","0,794211268424988","0,798219203948975"
2011,52,"0,736238598823547","0,831510901451111","0,764599859714508","0,798167407512665","0,791333854198456","0,80230188369751","0,809043109416962","0,811497330665588","0,785370409488678"
2010,1,"0,543045461177826","0,656126260757446","0,490633398294449","0,635991275310516","0,552569210529327","0,60620903968811","0,584600925445557","0,648600399494171","0,599124908447266"
2010,2,"0,497218251228332","0,6220982670784","0,450178623199463","0,6118985414505","0,515974521636963","0,572538077831268","0,546423614025116","0,615732848644256","0,570831060409546"
2010,3,"0,453998535871506","0,588604629039764","0,413136839866638","0,586110770702362","0,479528576135635","0,539230108261108","0,508707046508789","0,58367383480072","0,542388617992401"
2010,4,"0,401469141244888","0,554706811904907","0,380555808544159","0,56221866607666","0,434439361095428","0,504259765148163","0,466563612222672","0,549596428871155","0,516306698322296"
2010,5,"0,354983866214752","0,520043253898621","0,350853502750397","0,537623524665832","0,400563895702362","0,471792221069336","0,429099231958389","0,517410039901733","0,490321695804596"
2010,6,"0,311138868331909","0,484410047531128","0,318391263484955","0,513896286487579","0,36276850104332","0,438262045383453","0,391264826059341","0,480946213006973","0,4650838971138"
2010,7,"0,270136952400208","0,449372172355652","0,286431789398193","0,487981081008911","0,324094742536545","0,404522836208344","0,353884607553482","0,445420473814011","0,43776661157608"
2010,8,"0,231791704893112","0,415847033262253","0,259538173675537","0,461423337459564","0,294131547212601","0,373677253723144","0,319767385721207","0,414420455694199","0,411454021930695"
2010,9,"0,195918709039688","0,382474631071091","0,235131070017815","0,43887123465538","0,271056979894638","0,345641702413559","0,287208586931229","0,38740935921669","0,388629853725433"
2010,10,"0,165780633687973","0,351691782474518","0,221741259098053","0,420390635728836","0,250350087881088","0,321553617715836","0,257647216320038","0,364007115364075","0,37132003903389"
2010,11,"0,137403771281242","0,326475352048874","0,209923788905144","0,398780226707458","0,233137518167496","0,299912929534912","0,231006518006325","0,347939968109131","0,351652413606644"
2010,12,"0,111753009259701","0,306319355964661","0,192896172404289","0,380099296569824","0,217185035347939","0,280885726213455","0,208649501204491","0,333773374557495","0,332967013120651"
2010,13,"0,101235181093216","0,288434445858002","0,176714673638344","0,363443464040756","0,199476718902588","0,264003992080688","0,190333262085915","0,318482339382172","0,316658824682236"
2010,14,"0,092380568385124","0,27307265996933","0,157538294792175","0,34732523560524","0,183515831828117","0,2484150826931","0,175537779927254","0,303328514099121","0,299631476402283"
2010,15,"0,099485531449318","0,264979332685471","0,145774200558662","0,335302859544754","0,171449959278107","0,239284664392471","0,169842824339867","0,292048156261444","0,287712633609772"
2010,16,"0,094650603830814","0,252004116773605","0,130177915096283","0,323657184839249","0,152276769280434","0,225672319531441","0,158115014433861","0,274866998195648","0,274608135223389"
2010,17,"0,113122351467609","0,266192883253098","0,141557440161705","0,314044147729874","0,154234156012535","0,231823265552521","0,17215071618557","0,281960606575012","0,269347995519638"
2010,18,"0,127019047737122","0,265564888715744","0,137778282165527","0,304689168930054","0,150130242109299","0,22913783788681","0,175382927060127","0,276005238294601","0,261489897966385"
2010,19,"0,169543653726578","0,2797010242939","0,151186257600784","0,31801775097847","0,154522657394409","0,243008747696877","0,196524605154991","0,277776718139648","0,275896728038788"
