Date,Hours,NO1 > NO2,NO2 > NO1,NO1 > SE3,SE3 > NO1,NO4 > SE2,SE2 > NO4,SE2 > NO3,NO3 > SE2,NO2 > DK1,DK1 > NO2,NO3 > NO4,NO4 > NO3,NO4 > SE1,SE1 > NO4,NO1 > NO3,NO3 > NO1,NO1 > NO5,NO5 > NO1,NO5 > NO2,NO2 > NO5,NO3 > NO5,NO5 > NO3
03-01-2016,04 - 05,0,3400,"1035,9",0,0,250,900,0,0,1532,0,416,0,"345,8",200,0,0,"955,4",0,300,,
03-01-2016,05 - 06,0,3400,"1038,9",0,0,250,900,0,0,1532,0,418,0,"322,9",200,0,0,1005,0,300,,
03-01-2016,06 - 07,0,3400,"395,8",0,0,250,900,0,0,1532,0,"539,8",0,450,100,0,0,"390,5",0,17,,
03-01-2016,07 - 08,0,"3306,5","396,5",0,0,250,900,0,0,1532,0,"588,2",0,450,100,0,0,"564,3",0,0,,
03-01-2016,08 - 09,0,3400,"616,5",0,0,250,900,0,0,1532,0,"627,1",0,450,100,0,0,"840,5",0,"37,1",,
03-01-2016,09 - 10,0,3400,"1043,2",0,0,197,900,0,0,1269,0,"631,6",0,450,100,0,0,"1445,1",0,300,,
03-01-2016,10 - 11,0,3400,"1298,9",0,0,0,"685,2",0,0,669,0,"645,7",0,"448,9",100,0,0,"1792,5",0,300,,
03-01-2016,11 - 12,0,3400,"1388,8",0,0,0,"290,8",0,0,607,0,"833,7",0,"181,7",100,0,0,"1942,9",0,300,,
03-01-2016,12 - 13,0,3400,"1342,1",0,0,0,"300,2",0,0,"914,5",0,"839,1",0,"186,7",100,0,0,"1933,4",0,300,,
03-01-2016,13 - 14,0,3400,1224,0,0,0,"488,4",0,0,"938,2",0,"743,2",0,"324,2",100,0,0,1859,0,300,,
03-01-2016,14 - 15,0,3400,"1163,3",0,0,0,"519,1",0,0,"923,4",0,"735,7",0,339,100,0,0,"1827,7",0,300,,
03-01-2016,15 - 16,0,3400,"996,1",0,0,0,"591,3",0,0,"858,8",0,"717,6",0,380,100,0,0,"1726,1",0,300,,
03-01-2016,16 - 17,0,3400,"1353,3",0,"102,5",0,198,0,0,"614,7",0,900,0,0,100,0,0,"2073,5",0,300,,
03-01-2016,17 - 18,0,3400,"1651,1",0,150,0,0,"49,3",0,316,0,900,"20,8",0,100,0,0,"2354,7",0,300,,
03-01-2016,18 - 19,0,3400,"1532,4",0,150,0,47,0,0,"388,3",0,900,"24,4",0,100,0,0,"2184,7",0,300,,
03-01-2016,19 - 20,0,3400,"1395,9",0,150,0,246,0,0,"547,8",0,900,"15,5",0,100,0,0,"2039,4",0,300,,
03-01-2016,20 - 21,0,3400,"1239,7",0,0,0,"276,6",0,0,"662,9",0,900,0,"122,6",100,0,0,"1834,4",0,300,,
03-01-2016,21 - 22,0,3400,"1096,9",0,0,0,"338,5",0,0,595,0,"792,3",0,"282,2",200,0,0,"1754,9",0,300,,
03-01-2016,22 - 23,0,3400,"1033,4",0,0,0,675,0,0,932,0,607,0,450,200,0,0,"1624,4",0,300,,
03-01-2016,23 - 00,0,"3301,1","229,8",0,0,250,900,0,0,1532,0,"601,1",0,450,200,0,0,"857,1",0,0,,
04-01-2016,00 - 01,0,3400,"776,8",0,0,250,900,0,0,1532,0,"523,9",0,"340,5",300,0,0,"1338,2",0,300,,
04-01-2016,01 - 02,0,3400,876,0,0,250,"899,9",0,0,1532,0,"574,6",0,"390,3",300,0,0,"1349,4",0,300,,
04-01-2016,02 - 03,0,3400,"824,3",0,0,250,900,0,0,1532,0,"587,4",0,"437,9",300,0,0,"1273,9",0,300,,
04-01-2016,03 - 04,0,3400,"794,9",0,0,250,900,0,0,1532,0,"593,9",0,"441,6",300,0,0,"1254,6",0,300,,
04-01-2016,04 - 05,0,3400,"856,6",0,0,250,900,0,0,1532,0,"555,9",0,"320,3",300,0,0,"1382,1",0,300,,
04-01-2016,05 - 06,0,3400,"974,3",0,0,250,900,0,0,1532,0,557,0,169,200,0,0,"1595,2",0,300,,
04-01-2016,06 - 07,0,3400,635,0,0,0,"174,7",0,0,932,0,"859,1",0,"17,4",200,0,0,"1580,9",0,300,,
04-01-2016,07 - 08,0,3400,"1387,7",0,150,0,0,"88,5",0,332,0,900,"236,4",0,100,0,0,"2811,3",0,300,,
04-01-2016,08 - 09,0,"3048,2","1231,1",0,150,0,0,"99,9",268,0,0,900,"408,9",0,100,0,0,"3181,4",0,0,,
04-01-2016,09 - 10,0,3062,"1291,4",0,150,0,0,"87,4","393,8",0,0,900,"346,7",0,100,0,0,"3204,9",0,0,,
04-01-2016,10 - 11,0,"3129,9","1332,6",0,150,0,0,"89,9","341,9",0,0,900,"324,9",0,100,0,0,"3182,5",0,0,,
04-01-2016,11 - 12,0,"3156,5","1164,8",0,150,0,0,"87,3","335,5",0,0,"899,9","265,8",0,100,0,0,"2947,1",0,0,,
04-01-2016,12 - 13,0,"3219,6","1089,6",0,150,0,0,"66,1",251,0,0,900,"177,5",0,100,0,0,2823,0,0,,
04-01-2016,13 - 14,0,"3137,3","958,6",0,150,0,0,65,"310,3",0,0,900,"150,4",0,100,0,0,"2720,5",0,0,,
04-01-2016,14 - 15,0,"3115,8","910,1",0,150,0,0,34,"317,4",0,0,900,"150,5",0,100,0,0,"2713,3",0,"0,1",,
04-01-2016,15 - 16,0,"3296,4","1201,6",0,150,0,0,"19,8","105,4",0,0,900,"185,9",0,100,0,0,"2867,1",0,0,,
04-01-2016,16 - 17,0,"2943,7","1356,9",0,150,0,0,"55,8","442,4",0,0,900,"344,7",0,100,0,0,"3456,3",0,0,,
04-01-2016,17 - 18,0,"2769,3","1462,5",0,150,0,0,"71,7","674,9",0,0,900,342,0,100,0,0,"3630,7",0,0,,
04-01-2016,18 - 19,0,"2998,1","1350,4",0,150,0,0,"93,1","490,9",0,0,900,"263,5",0,100,0,0,"3251,8",0,0,,
04-01-2016,19 - 20,0,"3193,5","1025,7",0,150,0,0,"82,3",290,0,0,900,"104,9",0,100,0,0,"2671,5",0,0,,
04-01-2016,20 - 21,0,"3370,1","659,5",0,"54,9",0,"53,2",0,"101,5",0,0,900,0,0,100,0,0,2013,0,0,,
04-01-2016,21 - 22,0,3400,"350,6",0,"15,7",0,"77,2",0,0,"1,2",0,900,0,0,300,0,0,"1729,2",0,"40,8",,
04-01-2016,22 - 23,0,3400,"595,3",0,0,0,"422,4",0,0,89,0,"612,2",0,"233,6",300,0,0,"1725,9",0,"159,4",,
04-01-2016,23 - 00,0,3400,"522,3",0,0,0,"724,3",0,0,"266,1",0,"470,1",0,"432,5",300,0,0,1494,0,48,,
05-01-2016,00 - 01,0,3400,1048,0,0,0,"603,8",0,0,"349,1",0,"230,5",0,0,400,0,0,"1691,7",0,"107,7",,
05-01-2016,01 - 02,0,3400,"1081,3",0,0,"82,4",800,0,0,"348,2",0,"88,1",0,"0,1",400,0,0,"1626,9",0,"85,9",,
05-01-2016,02 - 03,0,3400,"1103,8",0,0,"119,1",800,0,0,"361,8",0,"108,5",0,0,400,0,0,"1612,7",0,"89,2",,
05-01-2016,03 - 04,0,3400,"1221,3",0,0,"37,9",800,0,0,"355,2",0,"68,3",0,0,400,0,0,"1664,9",0,"114,2",,
05-01-2016,04 - 05,0,3400,1321,0,0,0,"577,1",0,0,"312,8",0,"173,7","87,6",0,400,0,0,1796,0,"151,9",,
05-01-2016,05 - 06,0,"3395,9","1278,5",0,0,0,"481,4",0,0,"123,7",0,"442,1","44,5",0,200,0,0,"1742,3",0,0,,
05-01-2016,06 - 07,0,"3149,7","708,2",0,"31,9",0,0,0,"246,1",0,0,"743,5",0,0,200,0,0,"1968,3",0,0,,
05-01-2016,07 - 08,0,"2773,6","989,7",0,150,0,0,"301,3","483,9",0,0,900,"96,4",0,100,0,0,3074,0,0,,
05-01-2016,08 - 09,0,"2844,6","1411,6",0,100,0,0,"25,9","438,2",0,0,600,200,0,100,0,0,"3527,9",0,0,,
05-01-2016,09 - 10,0,"2943,7",1446,0,100,0,0,"93,1","346,4",0,0,600,200,0,100,0,0,"3456,3",0,0,,
05-01-2016,10 - 11,0,"2954,4","1419,1",0,100,0,0,"109,5","379,6",0,0,600,200,0,100,0,0,"3445,6",0,0,,
05-01-2016,11 - 12,0,"2956,6","1451,8",0,100,0,0,"86,3","422,1",0,0,600,200,0,100,0,0,"3443,4",0,0,,
05-01-2016,12 - 13,0,"3007,7","1459,9",0,100,0,"5,6",0,"369,4",0,0,600,200,0,100,0,0,"3392,3",0,"0,1",,
05-01-2016,13 - 14,0,"2989,8","1490,1",0,100,0,0,"23,4","360,2",0,0,600,200,0,100,0,0,"3410,2",0,0,,
05-01-2016,14 - 15,0,"2980,1","1471,7",0,100,0,0,"10,5","354,7",0,0,600,200,0,100,0,0,"3419,9","0,1",0,,
05-01-2016,15 - 16,0,"2939,7","1450,1",0,100,0,0,"70,9","378,5",0,0,600,200,0,100,0,0,"3460,3",0,0,,
05-01-2016,16 - 17,0,"2766,5","1454,3",0,150,0,0,"360,8",499,0,0,900,"168,7",0,100,0,0,"3633,5",0,0,,
05-01-2016,17 - 18,0,"2673,3","1538,9",0,150,0,0,"377,5","683,2",0,0,"899,9","200,2",0,100,0,0,"3726,7",0,0,,
05-01-2016,18 - 19,0,"2905,8","1619,7",0,150,0,0,"378,8",509,0,0,900,"210,9",0,100,0,0,"3494,2",0,0,,
05-01-2016,19 - 20,0,"3045,2","1591,6",0,150,0,0,"255,5","396,2",0,0,900,"152,9",0,100,0,0,"3354,8",0,0,,
05-01-2016,20 - 21,0,"3039,6","1219,5",0,150,0,0,"95,1","405,2",0,0,"825,3","59,8",0,100,0,0,"2904,7",0,0,,
05-01-2016,21 - 22,0,"3144,6","836,3",0,150,0,0,105,"331,7",0,0,"695,7","41,3",0,300,0,0,"2484,9",0,"0,1",,
05-01-2016,22 - 23,0,"3252,3","883,2",0,"0,8",0,0,0,"361,6",0,0,"866,7",0,0,300,0,0,"2148,7",0,0,,
05-01-2016,23 - 00,0,"3331,1","902,3",0,0,0,323,0,"249,2",0,0,"656,7",0,"79,6",300,0,0,"1838,4",0,0,,
06-01-2016,00 - 01,0,"2897,8","942,6",0,"13,7",0,0,"0,1","655,6",0,0,"344,2",650,0,400,0,0,"2661,9",0,0,,
06-01-2016,01 - 02,0,"2964,4","914,1",0,0,0,0,0,"631,6",0,0,"384,1","613,5",0,400,0,0,"2463,6",0,0,,
06-01-2016,02 - 03,0,"2968,2","853,7",0,0,0,0,0,"620,2",0,0,"379,8","619,3",0,400,0,0,"2352,7",0,0,,
06-01-2016,03 - 04,0,"2920,3","802,3",0,0,0,0,0,"650,4",0,0,"376,4","634,5",0,400,0,0,"2356,5",0,0,,
06-01-2016,04 - 05,0,"2793,6","705,8",0,"17,4",0,0,"0,1",759,0,0,"350,6",650,0,400,0,0,"2408,9",0,0,,
06-01-2016,05 - 06,0,"2550,8","575,3",0,150,0,"0,1",0,"882,2",0,0,"533,7","340,4",0,200,0,0,"2501,8",0,0,,
06-01-2016,06 - 07,0,"2285,2","111,4",0,150,0,0,"169,8","1102,6",0,0,758,"231,9",0,200,0,0,"2720,8","0,1",0,,
06-01-2016,07 - 08,0,"1746,1",0,0,150,0,0,"136,5","1302,9",0,0,900,"134,9",0,100,0,0,"3441,3",0,0,,
06-01-2016,08 - 09,0,"1680,8",0,0,150,0,0,"230,3","1255,4",0,0,900,"138,3",0,100,0,0,"3518,7",0,0,,
06-01-2016,09 - 10,0,"1764,3","179,7",0,150,0,0,"255,3","920,2",0,0,900,"123,2",0,100,0,0,"3561,2",0,0,,
06-01-2016,10 - 11,0,"1879,1","395,5",0,150,0,0,"282,3","824,4",0,0,900,"115,8",0,100,0,0,"3582,5",0,0,,
06-01-2016,11 - 12,0,"1968,7","537,5",0,150,0,0,"301,6",765,0,0,900,"118,2",0,100,0,0,"3586,9",0,0,,
06-01-2016,12 - 13,0,"1990,9","592,6",0,150,0,0,"319,8",754,0,0,900,"115,2",0,100,0,0,"3600,1",0,0,,
06-01-2016,13 - 14,0,"1870,5","515,7",0,150,0,0,"382,1",759,0,0,900,"138,8",0,100,0,0,"3626,6",0,0,,
06-01-2016,14 - 15,0,"2309,2","1162,7",0,150,0,0,"337,1","663,8",0,0,900,"135,8",0,100,0,0,3900,"26,6",0,,
06-01-2016,15 - 16,0,2500,1341,0,150,0,0,"265,8","665,9",0,0,900,136,0,100,0,0,3900,1,0,,
06-01-2016,16 - 17,0,"2502,2","1218,2",0,150,0,0,"200,8","626,2",0,0,900,"144,4",0,100,0,0,"3897,8",0,0,,
06-01-2016,17 - 18,0,2500,1253,0,150,0,0,227,"679,5",0,0,900,"178,5",0,100,0,0,3900,15,0,,
06-01-2016,18 - 19,0,2500,1327,0,150,0,0,"258,7","787,4",0,0,900,"213,7",0,100,0,0,3900,"66,7",0,,
06-01-2016,19 - 20,0,2500,"1411,9",0,150,0,0,"290,8","829,2",0,0,900,"224,8",0,100,0,0,3900,"53,1",0,,
06-01-2016,20 - 21,0,"2479,4","1398,6",0,150,0,0,"232,6","861,7",0,0,900,"214,6",0,100,0,0,3900,"45,5",0,,
06-01-2016,21 - 22,0,"2421,4","1044,6",0,150,0,0,"299,7",953,0,0,900,"192,4",0,300,0,0,"3823,8",0,0,,
06-01-2016,22 - 23,0,"2640,4","674,5",0,150,0,0,138,"818,3",0,0,"797,9","90,7",0,300,0,0,"3106,4",0,0,,
06-01-2016,23 - 00,0,"2945,8","525,5",0,"146,9",0,0,0,"606,4",0,0,"740,2",0,0,300,0,0,"2408,3",0,0,,
07-01-2016,00 - 01,0,"2941,5","1824,2",0,150,0,0,"121,3","596,4",0,0,477,650,0,300,0,0,"3458,5",0,0,,
07-01-2016,01 - 02,0,"3017,5","1973,9",0,150,0,0,"72,9","586,8",0,0,"459,2",650,0,300,0,0,"3345,5",0,0,,
07-01-2016,02 - 03,0,"3046,3","1913,1",0,150,0,0,"57,3","558,7",0,0,"442,2",650,0,300,0,0,"3165,7",0,0,,
07-01-2016,03 - 04,0,"3033,7","1923,3",0,150,0,0,"73,5","565,8",0,0,"453,5",650,0,300,0,0,3179,0,0,,
07-01-2016,04 - 05,0,"3157,5","2069,6",0,150,0,0,"153,9","469,3",0,0,"501,7",650,0,300,0,0,"3242,5",0,0,,
07-01-2016,05 - 06,0,"3128,3",2029,0,150,0,0,"164,1","291,5",0,0,"515,3",650,0,200,0,0,"3271,7",0,0,,
07-01-2016,06 - 07,0,"2905,7",1645,0,150,0,0,"355,8","493,4",0,0,858,"224,5",0,100,0,0,"3494,3",0,0,,
07-01-2016,07 - 08,0,2500,"1110,6",0,150,0,0,"249,2","780,5",0,0,"891,7",0,0,100,0,0,3900,"60,8",0,,
07-01-2016,08 - 09,0,2500,"924,5",0,150,0,0,"156,2","548,6",0,0,900,"80,3",0,100,0,0,3900,"61,9",0,,
07-01-2016,09 - 10,0,2500,"980,9",0,150,0,0,132,"524,3",0,0,900,"15,6",0,100,0,0,3900,"64,9",0,,
07-01-2016,10 - 11,0,2500,"1033,2",0,150,0,0,"125,8","557,6",0,0,"877,8",0,0,100,0,0,3900,"64,5",0,,
07-01-2016,11 - 12,0,2500,"1080,7",0,150,0,0,"139,1","525,6",0,0,"895,7",0,0,100,0,0,3900,"13,7",0,,
07-01-2016,12 - 13,0,2500,"1104,9",0,150,0,0,"157,7","341,5",0,0,"893,8",0,0,100,0,0,3900,"40,1",0,,
07-01-2016,13 - 14,0,2500,"1119,5",0,150,0,0,"139,3","274,3",0,0,"866,3",0,0,100,0,0,3900,"2,3",0,,
07-01-2016,14 - 15,0,"2530,3","1133,8",0,150,0,0,"105,7","224,4",0,0,852,0,0,100,0,0,"3869,7",0,"0,1",,
07-01-2016,15 - 16,0,"2650,3","1091,3",0,150,0,0,"81,8","203,6",0,0,"851,2",0,0,100,0,0,"3749,7",0,0,,
07-01-2016,16 - 17,0,"2707,9",943,0,150,0,0,"131,3","186,3",0,0,900,"45,2",0,100,0,0,"3692,1",0,0,,
07-01-2016,17 - 18,0,2566,"1006,7",0,150,0,0,"158,4",407,0,0,900,"63,8",0,100,0,0,3834,0,0,,
07-01-2016,18 - 19,0,"2809,1",1050,0,150,0,0,"203,4","196,3",0,0,900,"9,4",0,100,0,0,"3590,9",0,0,,
07-01-2016,19 - 20,0,"3123,7","1253,7",0,150,0,0,"168,1",0,"95,2",0,900,"24,5",0,100,0,0,"3276,3",0,0,,
07-01-2016,20 - 21,0,3373,"1290,3",0,150,0,0,"173,2",0,"366,1",0,"862,4","57,1",0,100,0,0,3027,0,0,,
07-01-2016,21 - 22,0,"3304,6","1290,3",0,150,0,0,187,0,"367,9",0,"799,5","137,7",0,200,0,0,"3095,4",0,0,,
07-01-2016,22 - 23,0,3400,"1323,9",0,150,0,0,0,0,"396,1",0,"753,4","98,3",0,200,0,0,3000,0,"23,7",,
07-01-2016,23 - 00,0,"3282,9","717,3",0,0,0,"8,6",0,0,"271,5",0,"785,9",0,0,300,0,0,"2311,7",0,0,,
08-01-2016,00 - 01,0,"3382,1","702,4",0,0,0,"103,1",0,0,"871,5",0,"830,6",650,0,200,0,0,"1906,2",0,0,,
08-01-2016,01 - 02,0,3400,"570,4",0,0,0,"431,5",0,0,"1471,5",0,"626,9","551,8",0,200,0,0,"1597,3",0,"155,2",,
08-01-2016,02 - 03,0,3400,"619,3",0,0,0,"527,3",0,0,1532,0,"621,3","496,9",0,200,0,0,1596,0,"280,9",,
08-01-2016,03 - 04,0,3400,"695,6",0,0,0,"494,8",0,0,1532,0,"613,4","513,7",0,200,0,0,"1644,4",0,300,,
08-01-2016,04 - 05,0,3400,"764,1",0,0,0,"409,3",0,0,1532,0,"638,5","575,6",0,200,0,0,"1769,5",0,300,,
08-01-2016,05 - 06,0,3400,"823,8",0,0,0,"214,6",0,0,"1272,7",0,"781,8",650,0,200,0,0,"2007,8",0,300,,
08-01-2016,06 - 07,0,3400,"1450,2",0,150,0,"36,1",0,0,"672,7",0,900,"474,5",0,100,0,0,"2966,6",0,"283,8",,
08-01-2016,07 - 08,0,"2997,2","1086,4",0,150,0,0,"1,3",0,"72,7",0,900,"387,5",0,100,0,0,"3402,8",0,0,,
08-01-2016,08 - 09,0,"2622,9","944,2",0,150,0,0,"40,4","160,7",0,0,900,339,0,100,0,0,"3777,1",0,0,,
08-01-2016,09 - 10,0,"2711,2",1000,0,150,0,0,"57,6","71,1",0,0,900,302,0,100,0,0,"3688,8",0,0,,
08-01-2016,10 - 11,0,"2791,8","1089,3",0,150,0,0,"73,2",0,16,0,900,"286,3",0,100,0,0,"3608,2",0,0,,
08-01-2016,11 - 12,0,"2776,7","1125,3",0,150,0,0,"70,3","38,1",0,0,900,"295,4",0,100,0,0,"3623,3","0,1",0,,
08-01-2016,12 - 13,0,"2835,2","1134,7",0,150,0,"25,8",0,"61,7",0,0,900,"315,1",0,100,0,0,"3564,8",0,0,,
08-01-2016,13 - 14,0,"2765,7","1169,2",0,150,0,74,0,"121,8",0,0,900,"308,4",0,100,0,0,"3634,3",0,0,,
08-01-2016,14 - 15,0,"2505,8","1114,9",0,150,0,"91,7",0,"665,6",0,0,900,"313,5",0,100,0,0,3818,0,0,,
08-01-2016,15 - 16,0,2500,"1208,7",0,150,0,"47,7",0,"623,9",0,0,900,"317,5",0,100,0,0,3900,"36,7",0,,
08-01-2016,16 - 17,0,"2465,4",1100,0,150,0,0,"50,5","796,2",0,0,900,"358,2",0,100,0,0,3900,"77,5",0,,
08-01-2016,17 - 18,0,"2435,1",1100,0,150,0,0,70,"1123,3",0,0,900,"404,4",0,100,0,0,3900,"101,8",0,,
08-01-2016,18 - 19,0,"2333,3",1100,0,150,0,0,"91,2","1112,4",0,0,900,"445,3",0,100,0,0,3900,"108,1",0,,
08-01-2016,19 - 20,0,"2376,7",1300,0,150,0,0,"30,7","1045,8",0,0,900,"466,4",0,100,0,0,3900,"101,1",0,,
