Date,Hours,NO2 > NL,NL > NO2,NO1 > NO2,NO2 > NO1,NO1 > SE3,SE3 > NO1,NO4 > SE2,SE2 > NO4,SE2 > NO3,NO3 > SE2,NO2 > DK1,DK1 > NO2,NO3 > NO4,NO4 > NO3,NO4 > SE1,SE1 > NO4,NO1 > NO3,NO3 > NO1,NO1 > NO5,NO5 > NO1,NO5 > NO2,NO2 > NO5,NO3 > NO5,NO5 > NO3,NO2 > DE,DE > NO2
01-01-2021,00 - 01,723,0,0,0,0,"61,3",150,0,0,600,1632,0,0,1000,650,0,0,250,0,"1908,6","351,1",0,150,0,722,0
01-01-2021,01 - 02,723,0,"398,5",0,0,617,150,0,0,600,1632,0,0,1000,650,0,0,250,0,1673,500,0,150,0,722,0
01-01-2021,02 - 03,723,0,"1015,8",0,0,"1284,9",150,0,0,600,1632,0,0,1000,650,0,0,250,0,"1549,5",500,0,150,0,722,0
01-01-2021,03 - 04,723,0,"1203,6",0,0,"1462,4",150,0,0,600,1632,0,0,1000,650,0,0,250,0,"1516,1",500,0,150,0,722,0
01-01-2021,04 - 05,723,0,"1200,2",0,0,"1411,1",150,0,0,600,1632,0,0,1000,650,0,0,250,0,"1555,8",500,0,150,0,722,0
01-01-2021,05 - 06,723,0,"939,8",0,0,"1191,4",150,0,0,600,1632,0,0,1000,650,0,0,250,0,1583,500,0,150,0,722,0
01-01-2021,06 - 07,723,0,"322,5",0,0,"627,1",150,0,0,600,1632,0,0,1000,650,0,0,250,0,"1712,2",500,0,150,0,722,0
01-01-2021,07 - 08,723,0,0,0,"14,8",0,150,0,0,600,1632,0,0,1000,650,0,0,250,0,"2122,5","376,4",0,"125,4",0,722,0
01-01-2021,08 - 09,723,0,0,"30,2","352,6",0,150,0,0,600,1632,0,0,1000,650,0,0,250,0,"2471,7",0,0,"65,6",0,722,0
01-01-2021,09 - 10,723,0,0,"209,1","427,5",0,150,0,0,600,1632,0,0,1000,650,0,0,250,0,"2446,6",0,0,"6,1",0,722,0
01-01-2021,10 - 11,723,0,0,"428,8","937,6",0,150,0,0,"538,6",1632,0,0,1000,650,0,0,250,0,"2827,6",0,0,0,0,722,0
01-01-2021,11 - 12,723,0,0,"596,7","1222,7",0,150,0,0,"504,2",1632,0,0,1000,650,0,0,250,0,"3047,9",0,0,0,0,722,0
01-01-2021,12 - 13,723,0,0,"600,1","1226,6",0,150,0,0,"492,8",1632,0,0,1000,650,0,0,250,0,"3106,8",0,0,0,0,722,0
01-01-2021,13 - 14,723,0,0,612,"1321,6",0,150,0,0,"478,5",1632,0,0,"980,4",650,0,0,250,0,"3215,4",0,0,0,0,722,0
01-01-2021,14 - 15,723,0,0,691,1549,0,150,0,0,"480,7",1632,0,0,"986,9","606,6",0,0,250,0,3407,0,0,0,0,722,0
01-01-2021,15 - 16,723,0,0,"771,9",1824,0,150,0,0,"473,6",1632,0,0,1000,"581,9",0,0,250,0,"3647,1",0,0,0,0,722,0
01-01-2021,16 - 17,723,0,0,"721,6",1845,0,150,0,0,"486,6",1632,0,0,1000,"596,3",0,0,250,0,"3810,9",0,0,0,0,722,0
01-01-2021,17 - 18,723,0,0,"738,7",1845,0,150,0,0,"529,3",1632,0,0,1000,"614,6",0,0,250,0,"3810,7",0,0,0,0,722,0
01-01-2021,18 - 19,723,0,0,"740,6","1808,1",0,150,0,0,584,1632,0,0,1000,"590,7",0,0,250,0,"3703,1",0,0,0,0,722,0
01-01-2021,19 - 20,723,0,0,"643,2","1608,3",0,150,0,0,600,1632,0,0,"957,3","624,9",0,0,250,0,"3573,9",0,0,0,0,722,0
01-01-2021,20 - 21,723,0,0,529,"1462,8",0,150,0,0,600,1632,0,0,"945,9",650,0,0,250,0,"3430,3",0,0,"61,3",0,722,0
01-01-2021,21 - 22,723,0,0,"556,7","1664,1",0,150,0,0,600,1632,0,0,"957,2",650,0,0,250,0,"3489,2",0,0,150,0,722,0
01-01-2021,22 - 23,723,0,0,"575,7","1621,2",0,150,0,0,600,1632,0,0,"963,3",650,0,0,250,0,"3247,1",0,0,150,0,722,0
01-01-2021,23 - 00,723,0,0,"284,4","1160,9",0,150,0,0,600,1632,0,0,"972,5",650,0,0,250,0,"2881,7",0,0,150,0,722,0
02-01-2021,00 - 01,723,0,0,0,"705,3",0,150,0,0,600,1632,0,0,1000,650,0,0,250,0,"2585,4","14,5",0,200,0,722,0
02-01-2021,01 - 02,723,0,"62,5",0,"37,8",0,150,0,0,600,1632,0,0,1000,650,0,0,250,0,"1954,5",500,0,200,0,722,0
02-01-2021,02 - 03,723,0,"327,1",0,0,"163,6",150,0,0,600,1632,0,0,1000,650,0,0,250,0,"1916,2",500,0,200,0,722,0
02-01-2021,03 - 04,723,0,"452,2",0,0,"229,8",150,0,0,600,1632,0,0,1000,650,0,0,250,0,"1907,4",500,0,200,0,722,0
02-01-2021,04 - 05,723,0,"347,3",0,0,"74,6",150,0,0,600,1632,0,0,1000,650,0,0,250,0,"1965,6",500,0,200,0,722,0
02-01-2021,05 - 06,723,0,0,0,"359,3",0,150,0,0,600,1632,0,0,1000,650,0,0,250,0,"2020,8","492,2",0,200,0,722,0
02-01-2021,06 - 07,723,0,0,"200,7","1268,5",0,150,0,0,600,1632,0,0,1000,650,0,0,250,0,"2761,4",0,0,200,0,722,0
02-01-2021,07 - 08,723,0,0,"355,1","1549,6",0,150,0,0,600,1632,0,0,1000,650,0,0,250,0,3068,0,0,150,0,722,0
02-01-2021,08 - 09,723,0,0,"503,7",1845,0,150,0,0,600,1632,0,0,1000,650,0,0,250,0,"3422,9",0,0,150,0,722,0
02-01-2021,09 - 10,723,0,0,"645,2",1845,0,150,0,0,600,1632,0,0,1000,650,0,0,250,0,3517,0,0,"73,5",0,722,0
02-01-2021,10 - 11,723,0,0,"742,7",1845,0,150,0,0,600,1632,0,0,1000,650,0,0,250,0,"3599,4",0,0,"19,6",0,722,0
02-01-2021,11 - 12,723,0,0,"784,7",1845,0,150,0,0,"592,3",1632,0,0,1000,"612,7",0,0,250,0,"3648,6",0,0,0,0,722,0
02-01-2021,12 - 13,723,0,0,"842,3",1845,0,150,0,0,"546,8",1632,0,0,1000,"636,9",0,0,250,0,"3600,1",0,0,0,0,722,0
02-01-2021,13 - 14,723,0,0,"849,8",1845,0,150,0,0,"513,1",1632,0,0,1000,631,0,0,250,0,"3597,2",0,0,0,0,722,0
02-01-2021,14 - 15,723,0,0,"853,2",1845,0,150,0,0,"511,8",1632,0,0,1000,"623,1",0,0,250,0,"3599,4",0,0,0,0,722,0
02-01-2021,15 - 16,723,0,0,"875,9",1845,0,150,0,0,"455,1",1632,0,0,1000,650,0,0,250,0,"3624,4",0,0,0,0,722,0
02-01-2021,16 - 17,723,0,0,"784,7",1845,0,150,0,0,"380,2",1632,0,0,1000,650,0,0,250,0,3751,0,0,0,0,722,0
02-01-2021,17 - 18,723,0,0,"772,4",1845,0,150,0,0,"344,7",1632,0,0,1000,650,0,0,250,0,"3769,5",0,0,0,0,722,0
02-01-2021,18 - 19,723,0,0,"792,9",1845,0,150,0,0,"281,3",1632,0,0,1000,650,0,0,250,0,"3683,5",0,0,0,0,722,0
02-01-2021,19 - 20,723,0,0,652,1845,0,150,0,0,"290,9",1632,0,0,1000,650,0,0,250,0,"3696,4",0,0,0,0,722,0
02-01-2021,20 - 21,723,0,0,"636,6","1677,3",0,150,0,0,"284,7",1632,0,0,1000,650,0,0,250,0,"3452,8",0,0,0,0,722,0
02-01-2021,21 - 22,723,0,0,"715,4","1834,3",0,150,0,0,158,1632,0,0,1000,650,0,0,250,0,"3366,2",0,0,0,0,722,0
02-01-2021,22 - 23,723,0,0,"593,3","1775,8",0,150,0,0,"199,5",1632,0,0,1000,650,0,0,250,0,"3236,2",0,0,0,0,722,0
02-01-2021,23 - 00,723,0,0,"385,9","1265,8",0,150,0,0,"236,9",1632,0,0,1000,650,0,0,250,0,"2775,9",0,0,0,0,722,0
03-01-2021,00 - 01,723,0,0,0,372,0,150,0,0,"297,8",1632,0,0,1000,650,0,0,250,0,"2249,9","36,5",0,0,0,670,0
03-01-2021,01 - 02,723,0,"421,4",0,0,"375,8",150,0,0,"94,2",1632,0,0,1000,650,0,0,250,0,"1829,5",500,0,200,0,681,0
03-01-2021,02 - 03,723,0,"834,9",0,0,"956,6",150,0,0,"77,7",1632,0,0,1000,650,0,0,250,0,"1608,6",500,0,200,0,681,0
03-01-2021,03 - 04,723,0,"872,2",0,0,"1072,7",150,0,0,"7,2",1632,0,0,1000,650,0,0,250,0,"1519,7",500,0,200,0,681,0
03-01-2021,04 - 05,723,0,"877,1",0,0,"1120,2",150,0,0,"15,1",1632,0,0,1000,650,0,0,250,0,"1484,4",500,0,200,0,670,0
03-01-2021,05 - 06,723,0,"766,9",0,0,"943,9",150,0,0,"44,1",1632,0,0,1000,650,0,0,250,0,"1597,8",500,0,200,0,660,0
03-01-2021,06 - 07,723,0,474,0,0,"738,3",150,0,0,"22,9","1444,9",0,0,1000,650,0,0,250,0,"1623,4",500,0,200,0,639,0
03-01-2021,07 - 08,723,0,0,0,0,0,150,0,0,"29,8","1386,5",0,0,1000,650,0,0,250,0,"1981,3","250,3",0,150,0,588,0
03-01-2021,08 - 09,723,0,0,"53,4","201,8",0,150,0,0,"210,5",1632,0,0,1000,650,0,0,250,0,2313,0,0,0,0,577,0
03-01-2021,09 - 10,723,0,0,343,"616,1",0,150,0,0,229,1632,0,0,1000,650,0,0,250,0,"2566,8",0,0,0,0,546,0
03-01-2021,10 - 11,723,0,0,767,"1051,2",0,150,0,0,"172,4",1632,0,0,1000,650,0,0,250,0,"2783,8",0,0,0,0,495,0
03-01-2021,11 - 12,723,0,0,"711,7","933,2",0,150,0,0,"151,9",1632,0,0,1000,650,0,0,250,0,"2808,9",0,0,0,0,485,0
03-01-2021,12 - 13,723,0,0,"723,5","776,9",0,150,0,0,152,"1563,4",0,0,1000,650,0,0,250,0,"2668,1",0,0,0,0,392,0
03-01-2021,13 - 14,723,0,0,790,"788,6",0,150,0,0,"149,4","1513,4",0,0,1000,650,0,0,250,0,"2651,7",0,0,0,0,330,0
03-01-2021,14 - 15,723,0,0,"881,9","1026,5",0,150,0,0,"129,3",1480,0,0,1000,650,0,0,250,0,"2835,6",0,0,0,0,340,0
03-01-2021,15 - 16,723,0,0,"1087,9","1416,7",0,150,0,0,"99,6","1485,7",0,0,1000,650,0,0,250,0,"3136,3",0,0,0,0,288,0
03-01-2021,16 - 17,723,0,0,1069,"1596,8",0,150,0,0,"97,3","1612,8",0,0,1000,650,0,0,250,0,"3419,4",0,0,0,0,216,0
03-01-2021,17 - 18,723,0,0,"1095,3","1694,8",0,150,0,0,81,1632,0,0,1000,650,0,0,250,0,"3517,6",0,0,"19,8",0,134,0
03-01-2021,18 - 19,723,0,0,"1062,8","1567,4",0,150,0,0,"119,9",1632,0,0,1000,650,0,0,250,0,"3408,3",0,0,0,0,134,0
03-01-2021,19 - 20,723,0,0,"935,9","1449,5",0,150,0,0,"153,3",1632,0,0,1000,650,0,0,250,0,"3391,1",0,0,0,0,134,0
03-01-2021,20 - 21,723,0,0,"821,9","1330,6",0,150,0,0,"172,4","1593,6",0,0,1000,650,0,0,250,0,"3337,8",0,0,0,0,134,0
03-01-2021,21 - 22,723,0,0,"711,3","1183,2",0,150,0,0,"209,9","1523,9",0,0,1000,650,0,0,250,0,"3260,8",0,0,0,0,134,0
03-01-2021,22 - 23,723,0,0,"576,6","727,4",0,150,0,0,"266,5","1518,6",0,0,1000,650,0,0,250,0,"2867,1",0,0,0,0,144,0
03-01-2021,23 - 00,723,0,0,"155,4",0,0,150,0,0,"110,5",1023,0,0,1000,650,0,0,250,0,"2456,9",0,0,200,0,144,0
04-01-2021,00 - 01,723,0,0,"377,1",0,"371,5",150,0,0,0,423,0,0,1000,650,0,0,250,0,"1721,7",0,0,"170,9",0,134,0
04-01-2021,01 - 02,723,0,0,"179,3",0,"482,2",150,0,0,0,"273,5",0,0,1000,650,0,0,250,0,"1693,4",0,0,"139,1",0,"77,4",0
04-01-2021,02 - 03,723,0,0,"107,1",0,"484,3",150,0,0,0,"275,2",0,0,1000,650,0,0,250,0,"1728,9",0,0,"167,4",0,"80,7",0
04-01-2021,03 - 04,723,0,0,"109,4",0,"456,6",150,0,0,0,318,0,0,1000,650,0,0,250,0,"1781,7",0,0,"191,5",0,"116,9",0
04-01-2021,04 - 05,723,0,0,0,0,"546,3",150,0,0,"45,7","718,8",0,0,1000,650,0,0,250,0,"1861,1",0,0,200,0,134,0
04-01-2021,05 - 06,723,0,0,"427,3",0,0,150,0,0,"90,8","1318,8",0,0,1000,650,0,0,250,0,"2145,6",0,0,"183,6",0,144,0
04-01-2021,06 - 07,723,0,0,"704,6","519,3",0,150,0,0,"187,4",1632,0,0,1000,650,0,0,250,0,"2559,4",0,0,0,0,196,0
04-01-2021,07 - 08,506,0,0,"1104,7","1184,9",0,150,0,0,"116,8",1632,0,0,1000,650,0,0,250,0,"3136,5",0,0,0,0,309,0
04-01-2021,08 - 09,506,0,0,"1025,8","1509,4",0,150,0,0,"44,6",1632,0,0,1000,650,0,0,250,0,"3751,2",0,0,0,0,381,0
04-01-2021,09 - 10,506,0,0,"1231,8","1629,1",0,150,0,0,18,"1467,9",0,0,1000,650,0,0,250,0,"3745,5",0,0,0,0,433,0
04-01-2021,10 - 11,506,0,0,1302,"1742,1",0,150,0,0,"3,9","1491,3",0,0,1000,650,0,0,250,0,"3818,3",0,0,0,0,374,0
04-01-2021,11 - 12,466,0,0,"1123,5","1699,2",0,150,0,0,"9,1","1615,6",0,0,1000,650,0,0,250,0,3887,0,0,0,0,505,0
04-01-2021,12 - 13,506,0,0,"1044,8","1664,7",0,150,0,0,"46,1","1616,5",0,0,1000,650,0,0,250,0,"3847,8",0,0,0,0,495,0
04-01-2021,13 - 14,"478,2",0,0,"988,4","1637,1",0,150,0,0,"54,3",1632,0,0,1000,650,0,0,250,0,"3839,2",0,0,0,0,515,0
04-01-2021,14 - 15,"334,7",0,0,"1134,3","1741,7",0,150,0,0,"52,8",1632,0,0,1000,650,0,0,250,0,"3838,5",0,0,0,0,515,0
04-01-2021,15 - 16,"365,3",0,0,1337,1845,0,150,0,0,"13,3",1632,0,0,1000,650,0,0,250,0,"3881,5",0,0,0,0,"212,5",0
04-01-2021,16 - 17,"254,6",0,0,"1464,9",1845,0,150,0,0,"8,5",1632,0,0,1000,650,0,0,250,0,"3875,7",0,0,0,0,173,0
04-01-2021,17 - 18,462,0,0,"1378,4","1766,2",0,150,0,0,"47,3",1632,0,0,1000,650,0,0,250,0,"3893,8",0,0,0,0,"65,6",0
04-01-2021,18 - 19,109,0,0,"1432,7",1845,0,150,0,0,"28,2",1632,0,0,1000,650,0,0,250,0,"3829,6",0,0,0,0,"374,6",0
04-01-2021,19 - 20,"266,2",0,0,"1362,7",1845,0,150,0,0,"42,7",1632,0,0,1000,650,0,0,250,0,3861,0,0,0,0,423,0
04-01-2021,20 - 21,506,0,0,1212,1845,0,150,0,0,"69,1","1593,6",0,0,1000,650,0,0,250,0,3854,0,0,0,0,433,0
04-01-2021,21 - 22,506,0,0,"1266,4",1845,0,150,0,0,"96,7","1410,7",0,0,1000,650,0,0,250,0,"3608,8",0,0,0,0,464,0
04-01-2021,22 - 23,506,0,0,"963,5","1307,7",0,150,0,0,"139,1","1617,2",0,0,1000,650,0,0,250,0,"3213,9",0,0,0,0,495,0
04-01-2021,23 - 00,506,0,0,"1107,7",766,0,150,0,0,"167,8","1448,4",0,0,1000,650,0,0,250,0,"2522,2",0,0,0,0,464,0
05-01-2021,00 - 01,506,0,0,"1637,8","792,4",0,150,0,"30,2",0,985,0,0,1000,650,0,0,250,0,"1955,5",0,0,0,100,165,0
05-01-2021,01 - 02,506,0,0,"1739,5","1039,9",0,150,0,"9,6",0,"947,8",0,0,1000,650,0,0,250,0,"1945,4",0,0,0,100,196,0
05-01-2021,02 - 03,506,0,0,1667,"969,1",0,150,0,"3,1",0,"939,5",0,0,1000,650,0,0,250,0,"1858,1",0,0,0,100,227,0
05-01-2021,03 - 04,506,0,0,"1612,8","959,5",0,150,0,0,0,"988,2",0,0,1000,650,0,0,250,0,"1873,6",0,0,0,99,227,0
05-01-2021,04 - 05,506,0,0,"1681,4","1160,5",0,150,0,0,0,"990,2",0,0,1000,650,0,0,250,0,"2063,6",0,0,0,"84,7",237,0
05-01-2021,05 - 06,506,0,0,"1521,7","1461,3",0,150,0,0,0,"1037,4",0,0,1000,650,0,0,250,0,2656,0,0,0,"60,7",237,0
05-01-2021,06 - 07,"364,9",0,0,"1168,1","1758,2",0,150,0,11,0,"1243,8",0,0,1000,650,0,0,250,0,"3335,3",0,0,0,100,268,0
05-01-2021,07 - 08,0,"65,6",0,"1318,5",1845,0,150,0,0,"81,5",1632,0,0,1000,650,0,0,250,0,"3788,8",0,0,0,100,319,0
05-01-2021,08 - 09,0,135,0,"1502,3",1845,0,150,0,0,0,"1426,6",0,0,1000,650,0,0,250,0,"3856,5",0,0,0,68,340,0
05-01-2021,09 - 10,0,0,0,"1603,8",1845,0,150,0,0,0,1391,0,0,1000,650,0,0,250,0,"3884,1",0,0,0,"85,2",299,0
05-01-2021,10 - 11,0,"220,5",0,"1660,1",1845,0,150,0,0,0,"1509,5",0,0,1000,650,0,0,250,0,"3865,4",0,0,0,"79,3",319,0
05-01-2021,11 - 12,0,"239,6",0,"1598,8",1845,0,150,0,0,"19,1","1546,4",0,0,1000,650,0,0,250,0,3900,0,0,0,"56,9",350,0
05-01-2021,12 - 13,0,"94,8",0,"1541,1",1845,0,150,0,0,"43,1","1506,1",0,0,1000,650,0,0,250,0,3900,"1,5",0,0,100,330,0
05-01-2021,13 - 14,"106,1",0,0,1473,1845,0,150,0,0,"10,9","1628,5",0,0,1000,650,0,0,250,0,3900,0,0,0,"67,8",21,0
05-01-2021,14 - 15,0,"215,5",0,"1512,1",1845,0,150,0,0,"38,7","1612,5",0,0,1000,650,0,0,250,0,"3864,6",0,0,0,100,"287,1",0
05-01-2021,15 - 16,0,0,0,"1607,3",1845,0,150,0,"1,5",0,"1555,3",0,0,1000,650,0,0,250,0,3849,0,0,0,100,0,0
05-01-2021,16 - 17,0,"90,1",0,"1779,8",1845,0,150,0,"17,1",0,"1538,4",0,0,1000,650,0,0,250,0,"3767,5",0,0,0,100,0,0
05-01-2021,17 - 18,0,"420,9",0,"1764,2",1845,0,150,0,0,"32,5",1632,0,0,1000,650,0,0,250,0,"3774,5",0,0,0,100,"283,4",0
05-01-2021,18 - 19,0,"401,6",0,"1721,8",1845,0,150,0,0,"62,5",1632,0,0,1000,650,0,0,250,0,"3722,6",0,0,0,100,392,0
05-01-2021,19 - 20,0,"15,8",0,"1545,1",1845,0,150,0,0,58,1632,0,0,1000,650,0,0,250,0,3770,0,0,0,100,361,0
05-01-2021,20 - 21,"292,6",0,0,"1395,5",1845,0,150,0,"0,7",0,"1538,4",0,0,1000,650,0,0,250,0,"3783,1",0,0,0,100,361,0
05-01-2021,21 - 22,506,0,0,"1034,7","1471,8",0,150,0,"32,6",0,"1349,2",0,0,1000,650,0,0,250,0,"3676,9",0,0,0,100,392,0
05-01-2021,22 - 23,506,0,0,"970,9","1134,6",0,150,0,"51,2",0,"1478,4",0,0,1000,650,0,0,250,0,"3229,5",0,0,0,100,361,0
05-01-2021,23 - 00,506,0,0,"963,1","559,1",0,150,0,"2,7",0,"1398,5",0,0,1000,650,0,0,250,0,"2662,1",0,0,0,100,268,0
06-01-2021,00 - 01,506,0,0,"1002,5","236,7",0,150,0,0,0,"981,3",0,0,1000,650,0,0,250,0,"2306,7",0,0,0,"53,5",474,0
06-01-2021,01 - 02,506,0,0,"1066,5","97,2",0,150,0,0,0,"860,9",0,0,1000,650,0,0,250,0,"1984,5",0,0,0,"60,9",515,0
06-01-2021,02 - 03,506,0,0,"969,1",0,0,150,0,"53,8",0,"668,4",0,0,1000,650,0,0,250,0,"1925,3",0,0,0,0,557,0
06-01-2021,03 - 04,506,0,0,"1029,4",0,0,150,0,"44,1",0,"488,5",0,0,1000,650,0,0,250,0,"1881,2",0,0,0,0,598,0
06-01-2021,04 - 05,506,0,0,"1046,7",0,0,150,0,"42,9",0,"429,9",0,0,1000,650,0,0,250,0,"1911,5",0,0,0,0,660,0
06-01-2021,05 - 06,506,0,0,"1060,7",0,0,150,0,"40,5",0,"541,8",0,0,1000,650,0,0,250,0,"2101,2",0,0,0,0,691,0
06-01-2021,06 - 07,506,0,0,"823,9",0,0,150,0,"52,3",0,"579,7",0,0,1000,650,0,0,250,0,"2709,4",0,0,0,0,784,0
06-01-2021,07 - 08,506,0,0,"842,7","327,9",0,150,0,0,0,"1011,3",0,0,1000,650,0,0,250,0,3405,0,0,0,"94,9",722,0
06-01-2021,08 - 09,506,0,0,"658,8",0,0,150,0,"3,9",0,"876,3",0,0,1000,650,0,0,250,0,"3390,7",0,0,0,0,743,0
06-01-2021,09 - 10,506,0,0,"796,5","254,1",0,150,0,"14,5",0,"903,6",0,0,1000,650,0,0,250,0,"3417,6",0,0,0,100,773,0
06-01-2021,10 - 11,506,0,0,"1210,8","826,4",0,150,0,0,0,"561,4",0,0,1000,650,0,0,250,0,"3528,9",0,0,0,"73,6",732,0
06-01-2021,11 - 12,506,0,0,"1378,8","1140,5",0,150,0,0,0,"503,5",0,0,1000,650,0,0,250,0,"3606,4",0,0,0,20,681,0
06-01-2021,12 - 13,506,0,0,"1446,8","1280,4",0,150,0,0,"15,2","522,5",0,0,1000,650,0,0,250,0,"3620,7",0,0,0,0,670,0
06-01-2021,13 - 14,506,0,0,1342,"1141,6",0,150,0,0,"28,5","685,3",0,0,1000,650,0,0,250,0,"3559,4",0,0,0,0,557,0
06-01-2021,14 - 15,506,0,0,"1529,2","1303,1",0,150,0,0,"52,3","439,1",0,0,1000,650,0,0,250,0,"3574,6",0,0,0,0,650,0
06-01-2021,15 - 16,506,0,0,"1699,5","1573,1",0,150,0,0,"45,3","178,6",0,0,1000,650,0,0,250,0,"3786,9",0,0,0,0,650,0
06-01-2021,16 - 17,506,0,0,"1845,8",1608,0,150,0,0,"38,5",0,0,0,1000,650,0,0,250,0,"3740,2",0,0,0,0,629,0
06-01-2021,17 - 18,"412,2",0,0,"1717,3","1509,7",0,150,0,0,"63,7","332,4",0,0,1000,650,0,0,250,0,"3734,8",0,0,0,0,"539,5",0
06-01-2021,18 - 19,0,"206,8",0,1885,1790,0,150,0,0,"109,9","932,4",0,0,1000,650,0,0,250,0,"3728,3",0,0,0,0,"438,5",0
06-01-2021,19 - 20,"412,2",0,0,"1216,8","1243,5",0,150,0,0,"159,3","1044,8",0,0,1000,650,0,0,250,0,"3735,1",0,0,0,0,608,0
06-01-2021,20 - 21,506,0,0,1067,"1087,1",0,150,0,0,"181,4","1083,3",0,0,1000,650,0,0,250,0,"3641,6",0,0,0,0,619,0
06-01-2021,21 - 22,506,0,0,"825,9","803,2",0,150,0,0,"255,3",1076,0,0,1000,650,0,0,250,0,"3475,4",0,0,0,0,639,0
06-01-2021,22 - 23,506,0,0,"843,2","1011,9",0,150,0,0,"178,9","1141,7",0,0,1000,650,0,0,250,0,"3416,5",0,0,0,0,629,0
06-01-2021,23 - 00,506,0,0,"563,3","394,8",0,150,0,0,"194,2","1007,1",0,0,1000,650,0,0,250,0,"2996,6",0,0,0,0,691,0
07-01-2021,00 - 01,"373,7",0,0,"199,5","308,9",0,150,0,0,"438,9","1607,1",0,0,1000,650,0,0,250,0,"3038,9",0,0,0,0,908,0
07-01-2021,01 - 02,506,0,0,"142,9","362,6",0,150,0,0,"489,3",1632,0,0,1000,650,0,0,250,0,"3002,7",0,0,0,0,949,0
07-01-2021,02 - 03,506,0,0,"172,2","337,7",0,150,0,0,"518,4",1632,0,0,1000,650,0,0,250,0,"2856,8",0,0,0,0,949,0
07-01-2021,03 - 04,506,0,0,"192,7","489,3",0,150,0,0,"542,8",1632,0,0,1000,650,0,0,250,0,"2960,1",0,0,0,0,939,0
07-01-2021,04 - 05,506,0,0,"163,6","715,2",0,150,0,0,"565,2",1632,0,0,1000,650,0,0,250,0,3029,0,0,0,0,949,0
07-01-2021,05 - 06,0,104,0,"712,5","1194,7",0,150,0,0,"593,1",1632,0,0,1000,650,0,0,250,0,"3175,2",0,0,0,0,928,0
07-01-2021,06 - 07,0,723,0,"1465,9",1790,0,150,0,0,"554,3",1632,0,0,1000,650,0,0,250,0,"3590,2",0,0,0,0,"684,1",0
07-01-2021,07 - 08,0,723,0,"1596,3","1288,9",0,150,0,0,"371,1",1632,0,0,1000,650,0,0,250,0,"3555,3",0,0,0,0,"375,1",0
07-01-2021,08 - 09,0,723,0,1795,"1178,9",0,150,0,0,"375,4",1632,0,0,1000,650,0,0,250,0,"3575,9",0,0,0,0,"66,1",0
07-01-2021,09 - 10,0,"508,8",0,"1571,5","1224,2",0,150,0,0,"360,7",1632,0,0,1000,650,0,0,250,0,"3646,2",0,0,0,0,"358,8",0
07-01-2021,10 - 11,0,"584,4",0,"1653,4","1367,5",0,150,0,0,375,1632,0,0,1000,650,0,0,250,0,"3659,2",0,0,0,0,"365,9",0
07-01-2021,11 - 12,0,"544,9",0,"1339,9",1194,0,150,0,0,"414,8",1632,0,0,1000,650,0,0,250,0,3741,0,0,0,0,"663,5",0
07-01-2021,12 - 13,0,"551,6",0,"1190,2","1034,8",0,150,0,0,"426,3",1632,0,0,1000,650,0,0,250,0,3766,0,0,0,0,"859,1",0
07-01-2021,13 - 14,0,619,0,1483,"1284,7",0,150,0,0,"419,9",1632,0,0,1000,650,0,0,250,0,"3712,3",0,0,0,0,"550,1",0
07-01-2021,14 - 15,0,0,0,"1217,1","1044,9",0,150,0,0,"387,2",1632,0,0,1000,650,0,0,250,0,"3721,2",0,0,0,0,"241,1",0
07-01-2021,15 - 16,0,0,0,"1406,4","1144,8",0,150,0,0,"343,5",1632,0,0,1000,650,0,0,250,0,3727,0,0,0,0,0,0
07-01-2021,16 - 17,0,0,0,"1358,5","966,9",0,150,0,0,"348,4",1632,0,0,1000,650,0,0,250,0,"3701,6",0,0,0,0,0,0
07-01-2021,17 - 18,0,0,0,"1337,4","1005,9",0,150,0,0,"337,2",1632,0,0,1000,650,0,0,250,0,"3711,7",0,0,0,0,"55,8",0
07-01-2021,18 - 19,0,619,0,"1720,4","1558,3",0,150,0,0,"363,2",1632,0,0,1000,650,0,0,250,0,"3731,4",0,0,0,0,"364,8",0
07-01-2021,19 - 20,0,723,0,"1572,6","1581,8",0,150,0,0,"379,6",1632,0,0,1000,650,0,0,250,0,"3752,8",0,0,0,0,"659,5",0
07-01-2021,20 - 21,0,723,0,"1705,3",1790,0,150,0,0,"405,3",1632,0,0,1000,650,0,0,250,0,"3763,2",0,0,0,0,"607,4",0
07-01-2021,21 - 22,0,723,0,"1638,6",1790,0,150,0,0,"424,1",1632,0,0,1000,650,0,0,250,0,"3610,5",0,0,0,0,"684,9",0
07-01-2021,22 - 23,0,723,0,"1541,7",1790,0,150,0,0,"387,1",1632,0,0,1000,650,0,0,250,0,"3431,2",0,0,0,0,"889,4",0
07-01-2021,23 - 00,0,723,0,"1510,1",1790,0,150,0,0,"456,1",1632,0,0,1000,650,0,0,250,0,"3185,5",0,0,0,0,"896,5",0
08-01-2021,00 - 01,0,723,0,"1214,8","704,3",0,150,0,0,"422,4",1632,0,0,1000,650,0,0,250,0,"2522,2",0,0,0,0,"587,5",0
08-01-2021,01 - 02,0,723,0,"1561,2","1045,1",0,150,0,0,"431,1",1632,0,0,1000,650,0,0,250,0,"2385,6",0,0,0,0,"278,5",0
08-01-2021,02 - 03,0,723,0,"1864,4","1396,3",0,150,0,0,"416,9",1632,0,0,1000,650,0,0,250,0,"2338,1",0,0,0,0,"15,9",0
