Date,Hours,NO1 > NO2,NO2 > NO1,NO1 > SE3,SE3 > NO1,NO4 > SE2,SE2 > NO4,SE2 > NO3,NO3 > SE2,NO2 > DK1,DK1 > NO2,NO3 > NO4,NO4 > NO3,NO4 > SE1,SE1 > NO4,NO1 > NO3,NO3 > NO1,NO1 > NO5,NO5 > NO1,NO5 > NO2,NO2 > NO5
02-01-2013,11 - 12,0,1900,"697,7",0,"92,9",0,"84,9",0,950,0,0,900,"0,1",0,100,0,0,"340,8",0,100
02-01-2013,12 - 13,0,1900,"501,9",0,"31,5",0,"144,1",0,950,0,0,900,0,0,100,0,0,"212,2",0,100
02-01-2013,13 - 14,0,1900,"483,2",0,8,0,"166,6",0,950,0,0,900,"0,1",0,100,0,0,"159,7",0,100
02-01-2013,14 - 15,0,1900,"446,8",0,0,0,"181,4",0,950,0,0,900,0,"2,6",100,0,0,"140,5",0,100
02-01-2013,15 - 16,0,1900,"864,3",0,"143,9",0,"104,1",0,950,0,0,900,0,0,100,0,0,"469,2",0,100
02-01-2013,16 - 17,0,1900,"1352,4",0,150,0,56,0,950,0,0,900,"205,9",0,100,0,0,"595,2",0,100
02-01-2013,17 - 18,0,1900,"1478,4",0,150,0,0,"4,3",950,0,0,900,"260,1",0,100,0,0,"623,8",0,100
02-01-2013,18 - 19,0,1900,"1417,9",0,150,0,0,"35,2",950,0,0,900,"214,6",0,100,0,0,"597,2",0,100
02-01-2013,19 - 20,0,1900,"1023,6",0,150,0,0,"17,4",950,0,0,900,"82,6",0,100,0,0,"468,2",0,100
02-01-2013,20 - 21,0,"1637,9",0,0,"134,7",0,"118,7",0,"857,8",0,0,900,0,0,100,0,"1,6",0,0,100
02-01-2013,21 - 22,0,"1497,6",0,"313,4",150,0,"174,9",0,"257,8",0,0,900,17,0,100,0,"9,8",0,0,100
02-01-2013,22 - 23,0,"1322,4",0,"89,4",150,0,"236,5",0,"0,1",0,0,900,"39,4",0,100,0,0,307,"0,1",0
02-01-2013,23 - 00,0,"1256,8",0,1142,0,0,"641,3",0,0,491,0,"594,6","0,1",0,200,0,"186,9",0,0,100
03-01-2013,00 - 01,0,"1217,9",0,1142,0,250,1000,0,0,1000,0,"219,1",0,"374,3",200,0,"266,7",0,0,100
03-01-2013,01 - 02,0,"1176,2",0,1047,0,250,1000,0,0,1000,0,"232,1",0,450,200,0,239,0,0,100
03-01-2013,02 - 03,0,"1170,4",0,989,0,250,1000,0,0,1000,0,"224,2",0,"447,9",200,0,"247,6",0,0,100
03-01-2013,03 - 04,0,"1098,2",0,1000,0,250,1000,0,0,1000,0,"170,9",0,385,200,0,"236,2",0,0,100
03-01-2013,04 - 05,0,"1150,7",0,1102,0,250,1000,0,0,1000,0,"57,8",0,"155,4",200,0,"270,9",0,0,100
03-01-2013,05 - 06,0,"1879,3",0,"473,9",0,"222,1",1000,0,0,1000,0,5,0,0,200,0,"255,2",0,0,100
03-01-2013,06 - 07,0,1900,0,"543,4",0,"56,1",1000,0,0,1000,0,"11,5","0,1",0,100,0,"255,9",0,0,100
03-01-2013,07 - 08,0,1900,0,"612,9","0,1",0,"391,8",0,0,"619,6",0,"586,8",0,450,100,0,129,0,0,100
03-01-2013,08 - 09,0,1900,0,"401,3","0,1",0,"483,4",0,0,"273,5",0,"605,9",0,450,0,0,"59,6",0,0,100
03-01-2013,09 - 10,0,"1870,7",0,"456,4",0,0,"193,6",0,"0,1",0,0,900,0,"167,4",0,0,"88,1",0,0,100
03-01-2013,10 - 11,0,1900,0,"402,2",0,0,196,0,"272,6",0,0,900,0,"159,1",0,0,"134,8",0,0,100
03-01-2013,11 - 12,0,1900,0,352,0,0,"199,5",0,"107,6",0,0,900,0,"131,2",0,0,"124,5",0,0,100
03-01-2013,12 - 13,0,1900,0,"321,8",0,0,249,0,19,0,0,900,0,120,0,0,"106,9",0,0,100
03-01-2013,13 - 14,0,1900,0,"295,5",0,0,"270,9",0,0,"154,5",0,900,0,141,0,0,100,0,0,100
03-01-2013,14 - 15,0,1900,0,"190,5",0,0,"241,2",0,0,107,0,900,0,"143,9",0,0,"21,6",0,0,100
03-01-2013,15 - 16,0,1900,0,124,0,0,"188,3",0,"62,1",0,0,900,0,"139,7",0,0,"12,2",0,0,100
03-01-2013,16 - 17,0,1900,"104,8",0,0,0,"153,9",0,"201,1",0,0,900,0,"57,3",0,0,0,"43,6",0,100
03-01-2013,17 - 18,0,1900,"7,5",0,0,0,"25,2",0,"352,7",0,0,900,0,"41,4",100,0,0,"41,1",0,100
03-01-2013,18 - 19,0,1900,0,"93,7",0,0,"7,9",0,"352,3",0,0,900,0,"78,4",100,0,0,"33,8",0,100
03-01-2013,19 - 20,0,1900,0,"89,3",0,0,"88,3",0,0,"115,1",0,900,0,"99,3",100,0,0,"0,1",0,"93,7"
03-01-2013,20 - 21,0,"1371,7",0,"778,4",0,0,"122,5",0,0,200,0,900,0,"221,6",100,0,"119,5",0,0,100
03-01-2013,21 - 22,0,"1414,7",0,941,0,0,"140,9",0,0,"476,8",0,900,0,"418,3",100,0,"264,4",0,0,100
03-01-2013,22 - 23,0,"1717,2",0,730,"0,2",0,"796,6",0,0,"783,6",0,"317,1",0,"0,1",100,0,"360,9",0,0,100
03-01-2013,23 - 00,0,"1498,5",0,890,0,250,1000,0,0,1000,0,"459,9",0,"366,5",200,0,"316,2",0,0,100
04-01-2013,00 - 01,0,"1525,7",0,645,0,250,1000,0,0,1000,0,"73,5",0,"432,3",200,0,"8,9",0,0,250
04-01-2013,01 - 02,0,"1452,4",0,611,0,250,1000,0,0,1000,0,"115,7",0,450,200,0,"11,1",0,0,250
04-01-2013,02 - 03,0,"1383,6",0,689,0,250,1000,0,0,1000,0,"122,9",0,450,200,0,"54,5",0,0,250
04-01-2013,03 - 04,0,"1352,9",0,707,0,250,1000,0,0,1000,0,"130,6",0,450,200,0,"57,3",0,0,250
04-01-2013,04 - 05,0,"1315,8",0,791,0,250,1000,0,0,1000,0,"89,4",0,"407,3",200,0,"58,3",0,0,250
04-01-2013,05 - 06,0,"1468,4",0,888,0,"116,6",1000,0,0,1000,0,"11,5","0,1",0,200,0,"85,5",0,0,250
04-01-2013,06 - 07,0,"1206,5",0,"1101,9",0,0,"808,6",0,0,"429,6",0,"41,5","244,7",0,100,0,0,"0,1",0,"166,6"
04-01-2013,07 - 08,0,1800,0,"382,3",0,0,0,0,"170,4",0,0,"727,5",0,"434,7",100,0,0,"8,2",0,175
04-01-2013,08 - 09,0,1800,"168,4",0,0,0,"28,5",0,"770,4",0,0,"831,5",0,450,0,0,0,"85,7",0,250
04-01-2013,09 - 10,0,1800,0,"31,8","4,6",0,"54,8",0,"664,5",0,0,900,"0,1",0,0,0,0,0,0,"193,3"
04-01-2013,10 - 11,0,"1713,3",0,0,0,0,"28,1",0,"832,8",0,0,900,0,"37,5",0,0,0,0,0,"179,4"
04-01-2013,11 - 12,0,"1771,9","0,2",0,"10,6",0,0,0,"702,1",0,0,"886,4",0,0,0,0,0,"0,1",0,"185,4"
04-01-2013,12 - 13,0,1800,0,"69,3",0,0,"17,8",0,"563,3",0,0,900,0,"50,1",0,0,0,0,0,"192,3"
04-01-2013,13 - 14,0,1800,0,"51,8",0,0,"47,5",0,"428,1",0,0,900,0,85,0,0,0,"54,5",0,250
04-01-2013,14 - 15,0,1800,0,"402,7",0,0,"89,6",0,"179,9",0,0,900,0,"185,4",0,0,"0,4",0,0,"215,1"
04-01-2013,15 - 16,0,1800,0,"206,6",0,0,"89,6",0,"330,2",0,0,900,0,"157,4",0,0,0,"42,1",0,250
04-01-2013,16 - 17,0,1800,"118,4",0,"82,6",0,"41,9",0,"819,4",0,0,900,"0,1",0,0,0,0,"0,2",0,"159,2"
04-01-2013,17 - 18,0,1800,"673,3",0,150,0,0,"85,4",950,0,0,900,"80,3",0,0,0,0,"199,9",0,250
04-01-2013,18 - 19,0,1800,"562,2",0,150,0,0,"63,7",950,0,0,900,"39,4",0,0,0,0,"155,5",0,"223,8"
04-01-2013,19 - 20,0,1900,"242,5",0,"113,3",0,0,0,"546,8",0,0,"868,1",0,0,0,0,0,"0,1",0,"134,4"
04-01-2013,20 - 21,0,1825,"0,1",0,"14,7",0,0,0,"97,3",0,0,"836,1","0,1",0,0,0,0,"0,1",0,"140,4"
04-01-2013,21 - 22,0,"1317,3",0,"588,8","17,6",0,0,0,0,0,0,"822,7","0,2",0,0,0,"0,1",0,0,"111,6"
04-01-2013,22 - 23,0,"1816,6",0,"68,2","58,4",0,0,0,0,"494,7",0,"748,2","92,7",0,100,0,"0,1",0,0,"62,9"
04-01-2013,23 - 00,0,"1428,6",0,1036,0,0,"479,8",0,0,1000,0,"553,6",0,0,200,0,"206,3",0,0,250
05-01-2013,00 - 01,0,"1018,5",0,"1237,2",0,0,"836,8",0,0,1000,0,77,0,0,300,0,0,0,0,"213,5"
05-01-2013,01 - 02,0,"860,4",0,"1419,5",0,0,"820,1",0,0,1000,0,"25,3","0,1",0,300,0,0,0,0,"230,6"
05-01-2013,02 - 03,0,"784,5",0,1430,0,0,"825,9",0,0,1000,0,"13,6",0,0,300,0,0,"0,1",0,"237,9"
05-01-2013,03 - 04,0,"765,5",0,1399,"0,1",0,793,0,0,1000,0,"31,7",0,"0,1",300,0,0,0,0,231
05-01-2013,04 - 05,0,"893,3",0,"1236,9","0,2",0,"789,9",0,0,1000,0,37,"24,6",0,300,0,0,"0,1",0,"199,8"
05-01-2013,05 - 06,0,"1171,4",0,"904,3","0,1",0,"751,3",0,0,1000,0,"92,4","32,4",0,300,0,0,0,0,"143,4"
05-01-2013,06 - 07,0,"1058,6",0,"1186,9","0,2",0,"723,3",0,0,"872,7",0,117,0,"0,1",300,0,0,"0,1",0,"167,2"
05-01-2013,07 - 08,0,"954,3",0,"1115,8",0,0,"543,8",0,0,531,0,313,0,"198,7",200,0,"0,1",0,0,"185,6"
05-01-2013,08 - 09,0,"800,4",0,"1068,5",0,0,0,0,0,"0,1",0,"854,8",0,"391,6",100,0,0,"293,5",0,0
05-01-2013,09 - 10,0,"1308,5",0,0,150,0,0,"238,1","422,1",0,0,"818,2","0,2",0,100,0,0,"513,8",0,0
05-01-2013,10 - 11,0,"1735,1","414,1",0,150,0,0,230,950,0,0,"777,8","0,2",0,100,0,0,"529,2",0,"0,1"
05-01-2013,11 - 12,0,1782,"441,6",0,150,0,0,"212,8",950,0,0,"751,8",0,0,100,0,0,520,0,0
05-01-2013,12 - 13,0,"1456,8","113,8",0,150,0,0,"219,9",950,0,0,"752,2","0,3",0,100,0,0,"505,7",0,"0,2"
05-01-2013,13 - 14,0,"1397,7","0,2",0,150,0,0,208,"416,2",0,0,"745,4",0,0,100,0,0,"484,7",0,0
05-01-2013,14 - 15,0,1406,0,0,150,0,0,"200,7","446,9",0,0,"740,1",0,"0,1",100,0,0,493,0,0
05-01-2013,15 - 16,0,1800,"559,1",0,150,0,0,"196,2",950,0,0,"734,1","0,1",0,100,0,0,"615,8",0,"78,6"
05-01-2013,16 - 17,0,1800,"1240,3",0,150,0,0,"373,5",950,0,0,"795,5","0,1",0,100,0,0,700,0,"187,2"
05-01-2013,17 - 18,0,1800,"1602,9",0,150,0,0,"485,5",950,0,0,"889,1",0,"0,2",100,0,0,700,0,"198,8"
05-01-2013,18 - 19,0,1800,"1513,6",0,150,0,0,"463,4",950,0,0,"873,9",0,0,100,0,0,700,0,"196,5"
05-01-2013,19 - 20,0,1900,955,0,150,0,0,"222,9",950,0,0,"780,7","0,1",0,100,0,0,700,0,"175,9"
05-01-2013,20 - 21,0,"1122,7",0,0,150,0,0,"227,1","949,6",0,0,"795,8","0,2",0,100,0,0,"507,7",0,0
05-01-2013,21 - 22,0,"1112,7",0,0,150,0,0,"202,2","462,3",0,0,"811,6",0,0,100,0,0,"522,8",0,0
05-01-2013,22 - 23,0,"947,5",0,0,150,0,0,"188,6","449,7",0,0,"823,6",0,0,100,0,0,"562,7",0,0
05-01-2013,23 - 00,0,"1084,4",0,0,0,0,0,"0,1","196,5",0,0,"612,4","340,2",0,200,0,0,"557,6",0,0
06-01-2013,00 - 01,0,"1088,8",0,"657,9","0,1",0,"357,2",0,0,"336,3",0,"352,5",0,0,300,0,0,"388,4",0,0
06-01-2013,01 - 02,0,"1403,2",0,"951,4",0,"176,4","797,6",0,0,"936,3",0,0,0,"0,1",300,0,0,0,0,"163,6"
06-01-2013,02 - 03,0,"1532,2",0,"928,1",0,"209,6","814,5",0,0,1000,0,0,0,0,300,0,0,"0,1",0,"181,2"
06-01-2013,03 - 04,0,"1286,6",0,1131,0,"185,9","816,9",0,0,1000,0,0,"0,1",0,300,0,0,"0,1",0,"160,6"
06-01-2013,04 - 05,0,"1454,5",0,"945,8",0,"174,9","814,4",0,0,1000,0,0,0,0,300,0,0,0,0,"159,6"
06-01-2013,05 - 06,0,"1744,3",0,"693,1",0,"160,6","794,1",0,0,1000,0,0,0,0,300,0,"0,1",0,0,"150,3"
06-01-2013,06 - 07,0,"1652,5",0,"711,2",0,"145,9","795,9",0,0,1000,0,0,"0,3",0,300,0,0,0,0,"169,7"
06-01-2013,07 - 08,0,1800,0,"448,3",0,"246,9","864,3",0,0,"661,3",0,0,0,0,200,0,0,"0,1",0,"228,4"
06-01-2013,08 - 09,0,1401,0,"735,2",0,0,"728,7",0,0,"798,4",0,"266,8",0,0,100,0,0,0,0,"224,3"
06-01-2013,09 - 10,0,"1248,1",0,"1006,2",0,0,436,0,0,"789,9",0,"538,2",0,"154,9",100,0,0,0,0,"125,9"
06-01-2013,10 - 11,0,"1099,5",0,"721,2",0,0,0,0,0,"340,1",0,857,0,"121,1",100,0,0,"322,1",0,0
06-01-2013,11 - 12,0,"1378,4",0,"0,7",150,0,0,"167,1","0,2",0,0,"764,6","0,1",0,100,0,0,489,0,0
06-01-2013,12 - 13,0,"1379,7",0,"111,3",150,0,0,"99,1","0,2",0,0,"700,9","0,1",0,100,0,0,"473,5",0,0
06-01-2013,13 - 14,0,"1329,3",0,"583,5",0,0,"0,1",0,0,"451,5",0,"788,9",0,"169,4",100,0,0,"292,7",0,0
06-01-2013,14 - 15,0,1800,0,"366,6",0,0,0,0,0,"982,7",0,"866,8",0,"355,4",100,0,0,"181,7","0,1",0
06-01-2013,15 - 16,0,"1544,6",0,"426,7",0,0,0,0,0,"652,5",0,"870,2",0,"251,2",100,0,0,"315,7",0,0
06-01-2013,16 - 17,0,"1414,7",0,"262,2","83,8",0,0,0,0,"52,4",0,"724,5","0,1",0,100,0,0,"423,3",0,0
06-01-2013,17 - 18,0,1800,"825,6",0,150,0,0,"27,3","547,7",0,0,"686,6","0,1",0,100,0,0,700,0,"225,2"
06-01-2013,18 - 19,0,1800,"1059,3",0,150,0,0,"120,1",950,0,0,"721,6","0,1",0,100,0,0,700,0,"179,8"
06-01-2013,19 - 20,0,1900,"1047,4",0,150,0,0,"86,8",950,0,0,"717,8","0,1",0,100,0,0,700,0,"176,9"
06-01-2013,20 - 21,0,1900,"858,2",0,150,0,0,34,950,0,0,"724,7",0,0,100,0,0,"677,6",0,"151,2"
06-01-2013,21 - 22,0,"1181,1",0,"126,8",150,0,0,"59,9","350,1",0,0,"752,6",0,0,100,0,0,"454,9",0,"0,1"
06-01-2013,22 - 23,0,"1119,9",0,0,150,0,0,"36,1","414,8",0,0,"786,3","0,1",0,100,0,0,"477,2",0,0
06-01-2013,23 - 00,0,"993,5",0,"870,3","0,2",0,"141,8",0,"0,1",0,0,698,0,"0,1",200,0,0,"242,4",0,0
07-01-2013,00 - 01,0,"1087,8",0,"850,8",0,0,"82,2",0,0,"161,3",0,"577,4",0,0,300,0,0,"215,3",0,0
07-01-2013,01 - 02,0,"1051,2",0,1232,0,0,"621,6",0,0,"761,4",0,"78,3",0,0,300,0,0,0,0,"225,1"
07-01-2013,02 - 03,0,"1047,1",0,1252,0,0,"646,7",0,0,"444,8",0,"38,2",0,0,300,0,"5,8",0,0,250
07-01-2013,03 - 04,0,"962,2",0,1277,0,0,"631,1",0,0,"627,9",0,"48,9",0,"0,1",300,0,0,0,0,"243,9"
07-01-2013,04 - 05,0,"1140,1",0,"1014,5",0,0,"597,9",0,0,"170,1",0,"53,7","161,3",0,300,0,0,0,0,"105,9"
07-01-2013,05 - 06,0,"1261,2",0,0,"0,1",0,"197,4",0,"394,2",0,0,"221,3",650,0,300,0,0,"518,2",0,0
07-01-2013,06 - 07,0,1900,1745,0,150,0,0,"492,4",950,0,0,800,"140,7",0,300,0,0,700,0,250
07-01-2013,07 - 08,0,1800,"1713,2",0,150,0,0,600,950,0,0,"889,2","611,4",0,200,0,0,700,0,250
07-01-2013,08 - 09,0,1800,"1713,1",0,150,0,0,485,950,0,0,900,514,0,100,0,0,700,0,250
07-01-2013,09 - 10,0,1800,"1700,8",0,150,0,0,"465,8",950,0,0,900,"505,9",0,100,0,0,700,0,250
07-01-2013,10 - 11,0,1800,1730,0,150,0,0,"474,6",950,0,0,900,"510,4",0,100,0,0,700,0,250
07-01-2013,11 - 12,0,1800,1730,0,150,0,0,"498,5",950,0,0,900,"519,8",0,100,0,0,700,0,250
07-01-2013,12 - 13,0,1800,1730,0,150,0,0,"509,1",950,0,0,900,"460,4",0,100,0,0,700,0,250
07-01-2013,13 - 14,0,1800,1730,0,150,0,0,"498,5",950,0,0,900,"458,9",0,100,0,0,700,0,250
07-01-2013,14 - 15,0,1800,1730,0,150,0,0,"504,6",950,0,0,900,"479,6",0,100,0,0,700,0,250
07-01-2013,15 - 16,0,1800,1730,0,150,0,0,"497,6",950,0,0,900,"559,5",0,100,0,0,700,0,250
07-01-2013,16 - 17,0,1800,1730,0,150,0,0,"513,3",950,0,0,900,592,0,100,0,0,700,0,250
07-01-2013,17 - 18,0,1800,1730,0,150,0,0,"558,5",950,0,0,900,"606,7",0,100,0,0,700,0,250
07-01-2013,18 - 19,0,1800,1730,0,150,0,0,600,950,0,0,"866,8","575,9",0,100,0,0,700,0,250
07-01-2013,19 - 20,0,1900,1730,0,150,0,0,600,950,0,0,"843,2","418,2",0,100,0,0,700,0,250
07-01-2013,20 - 21,0,1900,"1021,6",0,150,0,0,600,950,0,0,853,129,0,100,0,0,409,0,250
07-01-2013,21 - 22,0,"1838,1","496,9",0,150,0,0,600,950,0,0,852,"118,7",0,100,0,0,"85,7",0,0
07-01-2013,22 - 23,0,1278,0,0,150,0,0,592,"544,6",0,0,900,"69,6",0,100,0,0,"348,9",0,0
07-01-2013,23 - 00,0,"1107,9",0,527,150,0,0,"446,8",232,0,0,"836,4","0,1",0,200,0,0,"154,1",0,0
08-01-2013,00 - 01,0,"831,5",0,"729,7",0,0,"34,1",0,0,0,0,"629,6",0,0,250,0,0,"82,4",0,0
08-01-2013,01 - 02,0,"814,9",0,"889,3",0,0,"81,8",0,"0,1",0,0,"570,4",0,0,250,0,0,"2,7",0,0
08-01-2013,02 - 03,0,"728,8",0,"974,2",0,0,"119,6",0,"0,1",0,0,"536,7",0,0,250,0,0,0,0,43
08-01-2013,03 - 04,0,"721,5",0,991,0,0,99,0,0,0,0,"534,5",0,0,250,0,0,0,0,"42,8"
08-01-2013,04 - 05,0,"842,9",0,"751,9","0,1",0,0,0,0,0,0,"617,4",12,0,250,0,0,"44,1",0,0
08-01-2013,05 - 06,0,"1174,9",0,0,0,0,"83,7",0,"346,6",0,0,"427,5","435,4",0,250,0,0,200,0,0
08-01-2013,06 - 07,0,1800,1358,0,150,0,0,600,680,0,0,"789,9","287,2",0,250,0,0,"522,7",0,100
08-01-2013,07 - 08,0,1800,"1605,1",0,150,0,0,600,680,0,0,"853,6","641,3",0,200,0,0,"601,6",0,100
08-01-2013,08 - 09,0,1800,"1594,6",0,150,0,0,"427,5",680,0,0,900,"521,8",0,0,0,0,"531,6",0,100
08-01-2013,09 - 10,0,1800,"1606,5",0,150,0,0,"405,2",680,0,0,900,"511,6",0,0,0,0,"504,4",0,100
08-01-2013,10 - 11,0,1800,"1547,9",0,150,0,0,"413,4",680,0,0,900,"498,1",0,0,0,0,"455,3",0,100
08-01-2013,11 - 12,0,1800,"1597,2",0,150,0,0,"428,3",680,0,0,900,"462,8",0,0,0,0,447,0,100
08-01-2013,12 - 13,0,1800,"1614,6",0,150,0,0,364,680,0,0,900,"458,2",0,0,0,0,"428,2",0,100
08-01-2013,13 - 14,0,1800,"1608,7",0,150,0,0,"366,7",680,0,0,900,431,0,0,0,0,430,0,100
08-01-2013,14 - 15,0,1800,"1579,3",0,150,0,0,"404,3",680,0,0,900,"422,5",0,0,0,0,"479,9",0,100
08-01-2013,15 - 16,0,1800,"1643,7",0,150,0,0,389,680,0,0,900,"478,1",0,0,0,0,"516,7",0,100
08-01-2013,16 - 17,0,1800,"1568,2",0,150,0,0,"380,9",680,0,0,900,"518,1",0,0,0,0,"504,1",0,100
08-01-2013,17 - 18,0,1800,"1553,7",0,150,0,0,"390,4",680,0,0,900,"539,5",0,0,0,0,"512,7",0,100
08-01-2013,18 - 19,0,1800,"1577,9",0,150,0,0,"395,7",680,0,0,900,"551,8",0,0,0,0,"519,5",0,100
08-01-2013,19 - 20,0,1800,"1556,6",0,150,0,0,392,680,0,0,900,"535,7",0,0,0,0,"473,4",0,100
08-01-2013,20 - 21,0,1800,"1428,1",0,150,0,0,"363,7",950,0,0,900,"427,2",0,0,0,0,"448,2",0,100
08-01-2013,21 - 22,0,1800,1087,0,150,0,0,"344,6",950,0,0,900,315,0,0,0,0,"415,5",0,100
08-01-2013,22 - 23,0,"1506,5","213,5",0,150,0,0,348,950,0,0,900,8,0,0,0,0,"238,1",0,0
08-01-2013,23 - 00,0,"839,3",0,"896,6","87,4",0,0,0,350,0,0,"746,1","0,1",0,200,0,0,"150,3",0,0
09-01-2013,00 - 01,0,"1381,5",0,"127,6",0,0,"48,1",0,"253,7",0,0,900,0,"76,2",100,0,0,43,0,0
09-01-2013,01 - 02,0,"1101,7",0,"543,4",0,0,"90,1",0,"0,2",0,0,900,0,"188,8",100,0,3,0,0,100
09-01-2013,02 - 03,0,"930,7",0,"1033,9","0,1",0,"428,4",0,"0,1",0,0,"584,5",0,0,100,0,"191,2",0,0,100
09-01-2013,03 - 04,0,"1056,4",0,"586,2",0,0,"298,7",0,"0,2",0,0,"682,8",0,0,100,0,"57,2",0,0,100
09-01-2013,04 - 05,0,1227,0,"362,9",0,0,353,0,"54,6",0,0,"630,6","99,6",0,100,0,0,0,0,"81,8"
09-01-2013,05 - 06,0,"1503,4","342,4",0,0,0,"0,1",0,"654,6",0,0,"795,6","197,8",0,100,0,0,"106,1",0,0
09-01-2013,06 - 07,0,1800,"1119,4",0,150,0,0,"206,7",950,0,0,900,"47,1",0,100,0,0,"174,5",0,100
