Year,Week,NO1,NO2,NO3,NO4,NO5,NORGE,VASS1,VASS2,VASS3
2020,1,"0,675177276134491","0,715351641178131","0,615462720394134","0,509096682071686","0,648048400878906","0,640701770782471","0,673538148403168","0,71317720413208","0,534504652023316"
2020,2,"0,647270917892456","0,72514533996582","0,611222803592682","0,501446843147278","0,64133495092392","0,639071762561798","0,672812938690186","0,717778384685516","0,526329457759857"
2020,3,"0,62554132938385","0,722788333892822","0,58765184879303","0,486331820487976","0,62627899646759","0,627707123756409","0,664985775947571","0,70870167016983","0,508241891860962"
2020,4,"0,59993839263916","0,716619908809662","0,595104217529297","0,484244018793106","0,616291582584381","0,621740698814392","0,651525318622589","0,707621037960052","0,508199095726013"
2020,5,"0,570474445819855","0,702990591526032","0,571475267410278","0,469585925340652","0,593505561351776","0,603930413722992","0,633073508739471","0,689535140991211","0,491489052772522"
2020,6,"0,529054224491119","0,684249222278595","0,551114201545715","0,457121759653091","0,563494384288788","0,582657039165497","0,607376158237457","0,666404724121094","0,477764815092087"
2020,7,"0,498132020235062","0,673145890235901","0,526017904281616","0,444944828748703","0,542210757732391","0,566481709480286","0,58926910161972","0,652284145355225","0,462436735630035"
2020,8,"0,478687047958374","0,66925710439682","0,503801882266998","0,434735596179962","0,527726829051971","0,55606997013092","0,578268468379974","0,64609694480896","0,449207872152328"
2020,9,"0,433376878499985","0,64436537027359","0,461987048387527","0,415331661701202","0,499877244234085","0,528766632080078","0,548314869403839","0,619655728340149","0,424739360809326"
2020,10,"0,386082828044891","0,618412256240845","0,42347851395607","0,397348791360855","0,465875953435898","0,500328898429871","0,513205945491791","0,595208942890167","0,401881188154221"
2020,11,"0,345874518156052","0,597950637340546","0,397260785102844","0,385340005159378","0,439794927835464","0,478774607181549","0,48346546292305","0,579591989517212","0,386284500360489"
2020,12,"0,296600520610809","0,575604736804962","0,364862889051437","0,372721761465073","0,407145738601685","0,453764617443085","0,447966545820236","0,562200963497162","0,368898242712021"
2020,13,"0,257090240716934","0,549454808235168","0,336090207099915","0,361373513936996","0,377235323190689","0,429138749837875","0,411521703004837","0,546290636062622","0,352751225233078"
2020,14,"0,219568327069283","0,522098362445831","0,309012144804001","0,350352734327316","0,344634920358658","0,403876900672913","0,374270915985107","0,527505040168762","0,338111340999603"
2020,15,"0,194593474268913","0,502869427204132","0,293855279684067","0,342707693576813","0,318636208772659","0,38600566983223","0,346961677074432","0,514851570129394","0,328511983156204"
2020,16,"0,180739313364029","0,488484531641006","0,281588464975357","0,333403587341309","0,291266441345215","0,370439767837524","0,325687617063522","0,502619743347168","0,3177769780159"
2020,17,"0,197622135281563","0,480322927236557","0,264172226190567","0,321756929159164","0,268269091844559","0,359275996685028","0,317299485206604","0,489687323570251","0,304384112358093"
